,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
0,0,7,1,ours,0,1,0,0.0026476383209228516,1,0
1,0,7,1,ours_random,0,1,0,0.0027599334716796875,1,0
2,0,7,1,ours_temp,0,1,0,0.05504274368286133,1,0
3,0,7,1,qiskit transpile,0,1,0,0.0022444725036621094,1,0
4,0,7,1,Bravyi et al. (qiskit),0,1,0,0.0021812915802001953,1,0
5,0,7,1,Ewout van den Berg (stim),2,1,0,0.002321004867553711,2,0
6,0,7,1,Duncan et al (pyzx),0,1,0,0.0036530494689941406,1,0
7,0,7,1,Maslov et al,14,1,111,0.012262344360351562,40,37
8,1,7,1,ours,0,0,1,0.002905130386352539,1,1
9,1,7,1,ours_random,0,0,1,0.0031681060791015625,1,1
10,1,7,1,ours_temp,0,0,1,0.06194448471069336,1,1
11,1,7,1,qiskit transpile,0,0,1,0.002471446990966797,1,1
12,1,7,1,Bravyi et al. (qiskit),0,0,1,0.0024254322052001953,1,1
13,1,7,1,Ewout van den Berg (stim),2,0,1,0.003920316696166992,2,1
14,1,7,1,Duncan et al (pyzx),4,0,1,0.00552821159362793,3,1
15,1,7,1,Maslov et al,14,0,116,0.013332605361938477,43,41
16,2,7,1,ours,0,0,1,0.003307342529296875,1,1
17,2,7,1,ours_random,0,0,1,0.0031425952911376953,1,1
18,2,7,1,ours_temp,0,0,1,0.06183815002441406,1,1
19,2,7,1,qiskit transpile,0,0,1,0.0023179054260253906,1,1
20,2,7,1,Bravyi et al. (qiskit),0,0,1,0.0022432804107666016,1,1
21,2,7,1,Ewout van den Berg (stim),0,0,1,0.0022552013397216797,1,1
22,2,7,1,Duncan et al (pyzx),4,0,1,0.0053119659423828125,5,1
23,2,7,1,Maslov et al,14,0,110,0.01235055923461914,39,37
24,3,7,1,ours,1,0,0,0.0025691986083984375,1,0
25,3,7,1,ours_random,1,0,0,0.0029821395874023438,1,0
26,3,7,1,ours_temp,1,0,0,0.05440354347229004,1,0
27,3,7,1,qiskit transpile,1,0,0,0.002362489700317383,1,0
28,3,7,1,Bravyi et al. (qiskit),1,0,0,0.002202749252319336,1,0
29,3,7,1,Ewout van den Berg (stim),3,0,0,0.002326488494873047,2,0
30,3,7,1,Duncan et al (pyzx),1,0,0,0.0035822391510009766,1,0
31,3,7,1,Maslov et al,13,0,111,0.012063741683959961,39,37
32,4,7,1,ours,0,1,0,0.0025713443756103516,1,0
33,4,7,1,ours_random,0,1,0,0.002706766128540039,1,0
34,4,7,1,ours_temp,0,1,0,0.05600094795227051,1,0
35,4,7,1,qiskit transpile,0,1,0,0.002202749252319336,1,0
