,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
153,19,27,1,ours_random,1,0,0,0.09415936470031738,1,0
154,19,27,1,ours_temp,1,0,0,1.8960704803466797,1,0
155,19,27,1,qiskit transpile,1,0,0,0.0024566650390625,1,0
156,19,27,1,Bravyi et al. (qiskit),1,0,0,0.002466917037963867,1,0
157,19,27,1,Ewout van den Berg (stim),3,0,0,0.002844095230102539,2,0
158,19,27,1,Duncan et al (pyzx),1,0,0,0.004494190216064453,1,0
159,19,27,1,Maslov et al,53,0,1781,0.1067962646484375,139,137
160,0,27,41,ours,17,17,11,0.10134625434875488,8,5
161,0,27,41,ours_random,61,63,93,0.1159675121307373,95,68
162,0,27,41,ours_temp,23,17,20,2.063617706298828,16,12
163,0,27,41,qiskit transpile,16,14,11,0.0032591819763183594,4,4
164,0,27,41,Bravyi et al. (qiskit),14,14,11,0.003705263137817383,5,3
165,0,27,41,Ewout van den Berg (stim),14,14,11,0.004454612731933594,5,3
166,0,27,41,Duncan et al (pyzx),48,14,11,0.011366128921508789,16,6
167,0,27,41,Maslov et al,44,101,1802,0.12085533142089844,204,170
168,1,27,41,ours,15,14,14,0.10636544227600098,8,6
169,1,27,41,ours_random,45,51,79,0.11385846138000488,85,58
170,1,27,41,ours_temp,17,15,26,2.168060541152954,23,15
171,1,27,41,qiskit transpile,13,14,14,0.00324249267578125,6,4
172,1,27,41,Bravyi et al. (qiskit),15,14,14,0.003771543502807617,8,6
173,1,27,41,Ewout van den Berg (stim),15,14,14,0.004575252532958984,8,6
174,1,27,41,Duncan et al (pyzx),47,14,14,0.01201319694519043,12,6
175,1,27,41,Maslov et al,45,157,1935,0.13703250885009766,226,174
176,2,27,41,ours,22,33,12,0.10154056549072266,9,4
177,2,27,41,ours_random,22,38,12,0.10029935836791992,11,4
178,2,27,41,ours_temp,20,38,11,2.056075096130371,11,3
179,2,27,41,qiskit transpile,9,21,11,0.0032372474670410156,4,3
180,2,27,41,Bravyi et al. (qiskit),25,28,17,0.004510641098022461,14,5
181,2,27,41,Ewout van den Berg (stim),22,27,16,0.005259513854980469,10,5
182,2,27,41,Duncan et al (pyzx),46,26,13,0.01239919662475586,13,4
183,2,27,41,Maslov et al,45,105,1824,0.1282634735107422,220,181
184,3,27,41,ours,21,14,13,0.10291886329650879,14,5
185,3,27,41,ours_random,32,24,52,0.11043262481689453,58,38
186,3,27,41,ours_temp,22,16,22,2.1000254154205322,28,14
187,3,27,41,qiskit transpile,18,11,12,0.003260374069213867,5,3
188,3,27,41,Bravyi et al. (qiskit),23,15,20,0.004297018051147461,15,11
189,3,27,41,Ewout van den Berg (stim),20,14,17,0.00479578971862793,15,8
190,3,27,41,Duncan et al (pyzx),56,11,13,0.011916160583496094,12,4
191,3,27,41,Maslov et al,49,138,1821,0.12280941009521484,205,166
192,4,27,41,ours,29,38,25,0.1063532829284668,26,14
193,4,27,41,ours_random,84,80,135,0.12746191024780273,126,97
194,4,27,41,ours_temp,36,48,31,2.1649324893951416,40,18
195,4,27,41,qiskit transpile,14,13,14,0.0034956932067871094,7,3
196,4,27,41,Bravyi et al. (qiskit),22,25,20,0.004368305206298828,17,7
197,4,27,41,Ewout van den Berg (stim),22,25,20,0.005310535430908203,16,8
198,4,27,41,Duncan et al (pyzx),60,14,16,0.013288021087646484,13,4
199,4,27,41,Maslov et al,47,106,1856,0.22608017921447754,206,174
200,5,27,41,ours,19,19,25,0.10732054710388184,22,11
201,5,27,41,ours_random,57,60,93,0.12324023246765137,79,54
202,5,27,41,ours_temp,20,27,48,2.211801052093506,43,30
203,5,27,41,qiskit transpile,8,13,20,0.003282785415649414,8,6
204,5,27,41,Bravyi et al. (qiskit),14,13,27,0.003983974456787109,19,12
205,5,27,41,Ewout van den Berg (stim),14,13,27,0.005129098892211914,18,12
206,5,27,41,Duncan et al (pyzx),89,27,32,0.019237279891967773,48,17
207,5,27,41,Maslov et al,50,184,1835,0.13305997848510742,212,160
208,6,27,41,ours,27,33,19,0.10431575775146484,14,10
209,6,27,41,ours_random,49,48,90,0.11733007431030273,77,63
210,6,27,41,ours_temp,42,57,49,2.167999505996704,58,37
211,6,27,41,qiskit transpile,14,12,15,0.003197193145751953,6,5
212,6,27,41,Bravyi et al. (qiskit),20,16,17,0.003920316696166992,9,5
213,6,27,41,Ewout van den Berg (stim),20,16,17,0.00501561164855957,9,5
214,6,27,41,Duncan et al (pyzx),66,12,17,0.01272726058959961,21,7
215,6,27,41,Maslov et al,42,79,1829,0.1274263858795166,201,170
216,7,27,41,ours,15,24,10,0.09986209869384766,11,2
217,7,27,41,ours_random,15,24,10,0.0995321273803711,11,2
218,7,27,41,ours_temp,15,24,10,2.025404453277588,11,2
219,7,27,41,qiskit transpile,17,14,10,0.0032339096069335938,5,2
220,7,27,41,Bravyi et al. (qiskit),13,14,12,0.0036468505859375,7,2
221,7,27,41,Ewout van den Berg (stim),13,14,12,0.0044405460357666016,7,2
222,7,27,41,Duncan et al (pyzx),47,15,11,0.012441158294677734,11,2
223,7,27,41,Maslov et al,45,73,1833,0.11527514457702637,192,162
224,8,27,41,ours,18,23,18,0.10596275329589844,13,8
225,8,27,41,ours_random,57,50,107,0.11855697631835938,93,71
226,8,27,41,ours_temp,36,47,43,2.4902660846710205,41,26
227,8,27,41,qiskit transpile,9,14,18,0.003227710723876953,5,4
228,8,27,41,Bravyi et al. (qiskit),17,15,22,0.004163265228271484,14,8
229,8,27,41,Ewout van den Berg (stim),19,16,24,0.005155801773071289,14,8
230,8,27,41,Duncan et al (pyzx),80,21,23,0.015006780624389648,18,7
231,8,27,41,Maslov et al,49,187,1898,0.138930082321167,216,167
232,9,27,41,ours,22,24,19,0.10561752319335938,18,12
233,9,27,41,ours_random,33,29,90,0.11411261558532715,80,66
234,9,27,41,ours_temp,18,15,17,2.0831048488616943,15,11
235,9,27,41,qiskit transpile,18,11,12,0.003271341323852539,8,5
236,9,27,41,Bravyi et al. (qiskit),24,16,17,0.0041239261627197266,16,8
237,9,27,41,Ewout van den Berg (stim),26,16,20,0.005233049392700195,19,11
238,9,27,41,Duncan et al (pyzx),53,12,13,0.015308856964111328,24,7
239,9,27,41,Maslov et al,51,182,1859,0.12683916091918945,218,168
240,10,27,41,ours,29,44,37,0.1076209545135498,46,24
241,10,27,41,ours_random,49,37,84,0.1112065315246582,74,55
242,10,27,41,ours_temp,34,35,50,2.174009323120117,44,28
243,10,27,41,qiskit transpile,13,13,15,0.0032711029052734375,7,3
244,10,27,41,Bravyi et al. (qiskit),21,15,21,0.004029035568237305,12,7
245,10,27,41,Ewout van den Berg (stim),21,15,20,0.005147457122802734,12,7
