,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
0,0,16,1,ours,0,1,0,0.01754307746887207,1,0
1,0,16,1,ours_random,0,1,0,0.017672061920166016,1,0
2,0,16,1,ours_temp,0,1,0,0.35552287101745605,1,0
3,0,16,1,qiskit transpile,0,1,0,0.0026514530181884766,1,0
4,0,16,1,Bravyi et al. (qiskit),0,1,0,0.0024805068969726562,1,0
5,0,16,1,Ewout van den Berg (stim),2,1,0,0.002499818801879883,2,0
6,0,16,1,Duncan et al (pyzx),0,1,0,0.003025054931640625,1,0
7,0,16,1,Maslov et al,32,1,615,0.04046440124511719,85,82
8,1,16,1,ours,0,1,0,0.017470598220825195,1,0
9,1,16,1,ours_random,0,1,0,0.01767134666442871,1,0
10,1,16,1,ours_temp,0,1,0,0.3612661361694336,1,0
11,1,16,1,qiskit transpile,0,1,0,0.0022614002227783203,1,0
12,1,16,1,Bravyi et al. (qiskit),0,1,0,0.002396106719970703,1,0
13,1,16,1,Ewout van den Berg (stim),2,1,0,0.0024378299713134766,2,0
14,1,16,1,Duncan et al (pyzx),0,1,0,0.0030753612518310547,1,0
15,1,16,1,Maslov et al,32,1,615,0.040853261947631836,85,82
16,2,16,1,ours,0,0,1,0.01789402961730957,1,1
17,2,16,1,ours_random,0,0,1,0.018027782440185547,1,1
18,2,16,1,ours_temp,0,0,1,0.36695098876953125,1,1
19,2,16,1,qiskit transpile,0,0,1,0.0023424625396728516,1,1
20,2,16,1,Bravyi et al. (qiskit),0,0,1,0.0025396347045898438,1,1
21,2,16,1,Ewout van den Berg (stim),2,0,1,0.0026137828826904297,2,1
22,2,16,1,Duncan et al (pyzx),4,0,1,0.0036847591400146484,5,1
23,2,16,1,Maslov et al,32,0,614,0.04200005531311035,84,82
24,3,16,1,ours,0,1,0,0.017598628997802734,1,0
25,3,16,1,ours_random,0,1,0,0.017566919326782227,1,0
26,3,16,1,ours_temp,0,1,0,0.3591127395629883,1,0
27,3,16,1,qiskit transpile,0,1,0,0.0022401809692382812,1,0
28,3,16,1,Bravyi et al. (qiskit),0,1,0,0.002254486083984375,1,0
