,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
218,7,5,5,ours_temp,1,2,4,0.0515291690826416,5,4.0
219,7,5,5,qiskit transpile,1,2,2,0.004027128219604492,3,
220,7,5,5,Bravyi et al. (qiskit),1,2,4,0.004870414733886719,5,4.0
221,7,5,5,Ewout van den Berg (stim),1,2,6,0.0048944950103759766,7,6.0
222,7,5,5,Duncan et al (pyzx),11,2,2,0.0074193477630615234,9,2.0
223,7,5,5,Maslov et al,9,18,83,0.015200376510620117,85,69.0
224,8,5,5,ours,6,8,3,0.002794981002807617,12,2.0
225,8,5,5,ours_random,6,7,2,0.0023581981658935547,11,1.0
226,8,5,5,ours_temp,4,7,2,0.12963461875915527,11,1.0
227,8,5,5,qiskit transpile,2,1,2,0.004079341888427734,3,
228,8,5,5,Bravyi et al. (qiskit),4,1,2,0.004086017608642578,4,1.0
229,8,5,5,Ewout van den Berg (stim),4,1,2,0.004091978073120117,4,1.0
230,8,5,5,Duncan et al (pyzx),8,1,2,0.006842851638793945,4,1.0
231,8,5,5,Maslov et al,8,1,83,0.01416158676147461,73,70.0
232,9,5,5,ours,4,0,5,0.0026891231536865234,7,5.0
233,9,5,5,ours_random,2,0,5,0.002676248550415039,6,5.0
234,9,5,5,ours_temp,2,0,5,0.05627250671386719,6,5.0
235,9,5,5,qiskit transpile,2,0,6,0.004811763763427734,7,
236,9,5,5,Bravyi et al. (qiskit),4,0,6,0.0044748783111572266,9,6.0
237,9,5,5,Ewout van den Berg (stim),4,0,6,0.004723548889160156,8,6.0
238,9,5,5,Duncan et al (pyzx),12,0,6,0.00804591178894043,14,6.0
239,9,5,5,Maslov et al,8,12,84,0.016677379608154297,81,73.0
240,10,5,5,ours,1,2,2,0.0036094188690185547,3,2.0
241,10,5,5,ours_random,1,2,2,0.0035631656646728516,3,2.0
242,10,5,5,ours_temp,1,2,2,0.05683588981628418,3,2.0
243,10,5,5,qiskit transpile,1,2,2,0.0038292407989501953,3,
244,10,5,5,Bravyi et al. (qiskit),1,2,2,0.0039052963256835938,3,2.0
245,10,5,5,Ewout van den Berg (stim),1,2,2,0.003991603851318359,3,2.0
246,10,5,5,Duncan et al (pyzx),7,2,2,0.006783246994018555,9,2.0
247,10,5,5,Maslov et al,9,18,77,0.01401066780090332,78,66.0
248,11,5,5,ours,3,2,0,0.0017094612121582031,2,0.0
249,11,5,5,ours_random,3,2,0,0.0016543865203857422,2,0.0
250,11,5,5,ours_temp,3,2,0,0.03495526313781738,2,0.0
251,11,5,5,qiskit transpile,3,2,0,0.003486156463623047,2,
252,11,5,5,Bravyi et al. (qiskit),3,2,0,0.0037279129028320312,2,0.0
