,method,n_qubits,gadgets,topo,naive_cx,naive_depth,circ_cx,circ_depth
0,tket_uccs_set,6,10,complete,22,36,20,47
1,tket_uccs_pair,6,10,complete,22,36,20,48
2,pauliopt_steiner_nc,6,10,complete,22,36,22,37
3,pauliopt_ucc,6,10,complete,22,36,29,50
4,pauliopt_divide_conquer,6,10,complete,22,36,20,38
5,tket_uccs_set,6,10,complete,36,56,30,74
6,tket_uccs_pair,6,10,complete,36,56,30,71
7,pauliopt_steiner_nc,6,10,complete,36,56,36,52
8,pauliopt_ucc,6,10,complete,36,56,50,79
9,pauliopt_divide_conquer,6,10,complete,36,56,47,85
10,tket_uccs_set,6,10,complete,48,67,34,80
11,tket_uccs_pair,6,10,complete,48,67,38,89
12,pauliopt_steiner_nc,6,10,complete,48,67,46,65
13,pauliopt_ucc,6,10,complete,48,67,51,79
14,pauliopt_divide_conquer,6,10,complete,48,67,60,100
15,tket_uccs_set,6,10,complete,38,50,30,58
16,tket_uccs_pair,6,10,complete,38,50,30,58
17,pauliopt_steiner_nc,6,10,complete,38,50,34,52
18,pauliopt_ucc,6,10,complete,38,50,46,90
19,pauliopt_divide_conquer,6,10,complete,38,50,41,84
20,tket_uccs_set,6,10,complete,48,62,46,79
21,tket_uccs_pair,6,10,complete,48,62,46,84
22,pauliopt_steiner_nc,6,10,complete,48,62,44,63
23,pauliopt_ucc,6,10,complete,48,62,49,91
24,pauliopt_divide_conquer,6,10,complete,48,62,45,84
25,tket_uccs_set,6,10,complete,44,63,38,73
26,tket_uccs_pair,6,10,complete,44,63,38,71
27,pauliopt_steiner_nc,6,10,complete,44,63,40,61
28,pauliopt_ucc,6,10,complete,44,63,49,71
29,pauliopt_divide_conquer,6,10,complete,44,63,52,76
30,tket_uccs_set,6,10,complete,54,67,38,77
31,tket_uccs_pair,6,10,complete,54,67,38,77
32,pauliopt_steiner_nc,6,10,complete,54,67,50,70
33,pauliopt_ucc,6,10,complete,54,67,43,90
34,pauliopt_divide_conquer,6,10,complete,54,67,53,81
35,tket_uccs_set,6,10,complete,38,58,28,56
36,tket_uccs_pair,6,10,complete,38,58,30,67
37,pauliopt_steiner_nc,6,10,complete,38,58,34,53
38,pauliopt_ucc,6,10,complete,38,58,46,72
39,pauliopt_divide_conquer,6,10,complete,38,58,27,52
40,tket_uccs_set,6,10,complete,44,56,40,84
41,tket_uccs_pair,6,10,complete,44,56,38,80
42,pauliopt_steiner_nc,6,10,complete,44,56,40,61
43,pauliopt_ucc,6,10,complete,44,56,53,95
44,pauliopt_divide_conquer,6,10,complete,44,56,59,77
45,tket_uccs_set,6,10,complete,54,78,42,79
46,tket_uccs_pair,6,10,complete,54,78,46,75
47,pauliopt_steiner_nc,6,10,complete,54,78,52,71
48,pauliopt_ucc,6,10,complete,54,78,48,72
49,pauliopt_divide_conquer,6,10,complete,54,78,54,95
50,tket_uccs_set,6,10,complete,36,47,28,61
51,tket_uccs_pair,6,10,complete,36,47,34,69
52,pauliopt_steiner_nc,6,10,complete,36,47,32,45
53,pauliopt_ucc,6,10,complete,36,47,43,66
54,pauliopt_divide_conquer,6,10,complete,36,47,51,93
55,tket_uccs_set,6,10,complete,40,65,36,76
56,tket_uccs_pair,6,10,complete,40,65,38,73
57,pauliopt_steiner_nc,6,10,complete,40,65,38,59
58,pauliopt_ucc,6,10,complete,40,65,55,95
59,pauliopt_divide_conquer,6,10,complete,40,65,40,80
60,tket_uccs_set,6,10,complete,52,71,44,78
61,tket_uccs_pair,6,10,complete,52,71,42,82
62,pauliopt_steiner_nc,6,10,complete,52,71,48,72
63,pauliopt_ucc,6,10,complete,52,71,48,91
64,pauliopt_divide_conquer,6,10,complete,52,71,64,102
65,tket_uccs_set,6,10,complete,34,49,24,55
66,tket_uccs_pair,6,10,complete,34,49,26,55
67,pauliopt_steiner_nc,6,10,complete,34,49,34,51
68,pauliopt_ucc,6,10,complete,34,49,32,71
69,pauliopt_divide_conquer,6,10,complete,34,49,33,77
70,tket_uccs_set,6,10,complete,40,57,38,69
71,tket_uccs_pair,6,10,complete,40,57,38,74
72,pauliopt_steiner_nc,6,10,complete,40,57,38,59
73,pauliopt_ucc,6,10,complete,40,57,46,87
74,pauliopt_divide_conquer,6,10,complete,40,57,54,92
75,tket_uccs_set,6,10,complete,38,57,38,71
76,tket_uccs_pair,6,10,complete,38,57,34,63
77,pauliopt_steiner_nc,6,10,complete,38,57,34,59
78,pauliopt_ucc,6,10,complete,38,57,34,63
79,pauliopt_divide_conquer,6,10,complete,38,57,38,73
80,tket_uccs_set,6,10,complete,44,58,42,69
81,tket_uccs_pair,6,10,complete,44,58,42,74
82,pauliopt_steiner_nc,6,10,complete,44,58,42,54
83,pauliopt_ucc,6,10,complete,44,58,44,81
84,pauliopt_divide_conquer,6,10,complete,44,58,53,89
85,tket_uccs_set,6,10,complete,40,54,32,69
86,tket_uccs_pair,6,10,complete,40,54,36,74
87,pauliopt_steiner_nc,6,10,complete,40,54,36,56
88,pauliopt_ucc,6,10,complete,40,54,59,93
89,pauliopt_divide_conquer,6,10,complete,40,54,40,79
90,tket_uccs_set,6,10,complete,26,43,22,45
91,tket_uccs_pair,6,10,complete,26,43,22,54
92,pauliopt_steiner_nc,6,10,complete,26,43,26,44
93,pauliopt_ucc,6,10,complete,26,43,49,84
94,pauliopt_divide_conquer,6,10,complete,26,43,35,60
95,tket_uccs_set,6,10,complete,32,47,26,59
96,tket_uccs_pair,6,10,complete,32,47,24,60
97,pauliopt_steiner_nc,6,10,complete,32,47,30,49
98,pauliopt_ucc,6,10,complete,32,47,40,68
99,pauliopt_divide_conquer,6,10,complete,32,47,31,65
100,tket_uccs_set,6,10,line,58,67,53,81
101,tket_uccs_pair,6,10,line,58,67,50,75
102,pauliopt_steiner_nc,6,10,line,58,67,58,63
103,pauliopt_ucc,6,10,line,58,67,97,127
104,pauliopt_divide_conquer,6,10,line,58,67,78,100
105,tket_uccs_set,6,10,line,68,79,47,64
106,tket_uccs_pair,6,10,line,68,79,41,54
107,pauliopt_steiner_nc,6,10,line,68,79,56,59
108,pauliopt_ucc,6,10,line,68,79,106,120
109,pauliopt_divide_conquer,6,10,line,68,79,51,73
110,tket_uccs_set,6,10,line,96,114,60,105
111,tket_uccs_pair,6,10,line,96,114,60,104
112,pauliopt_steiner_nc,6,10,line,96,114,74,95
113,pauliopt_ucc,6,10,line,96,114,124,155
114,pauliopt_divide_conquer,6,10,line,96,114,76,132
115,tket_uccs_set,6,10,line,54,67,91,83
116,tket_uccs_pair,6,10,line,54,67,59,66
117,pauliopt_steiner_nc,6,10,line,54,67,50,55
118,pauliopt_ucc,6,10,line,54,67,66,71
119,pauliopt_divide_conquer,6,10,line,54,67,59,102
120,tket_uccs_set,6,10,line,84,100,71,95
121,tket_uccs_pair,6,10,line,84,100,67,95
122,pauliopt_steiner_nc,6,10,line,84,100,82,99
123,pauliopt_ucc,6,10,line,84,100,130,149
124,pauliopt_divide_conquer,6,10,line,84,100,73,111
125,tket_uccs_set,6,10,line,82,105,110,117
126,tket_uccs_pair,6,10,line,82,105,88,106
127,pauliopt_steiner_nc,6,10,line,82,105,80,81
128,pauliopt_ucc,6,10,line,82,105,92,127
129,pauliopt_divide_conquer,6,10,line,82,105,69,99
130,tket_uccs_set,6,10,line,88,98,96,105
131,tket_uccs_pair,6,10,line,88,98,87,105
132,pauliopt_steiner_nc,6,10,line,88,98,82,85
133,pauliopt_ucc,6,10,line,88,98,143,156
134,pauliopt_divide_conquer,6,10,line,88,98,77,104
135,tket_uccs_set,6,10,line,62,76,111,104
136,tket_uccs_pair,6,10,line,62,76,72,88
137,pauliopt_steiner_nc,6,10,line,62,76,62,70
138,pauliopt_ucc,6,10,line,62,76,117,146
139,pauliopt_divide_conquer,6,10,line,62,76,76,107
140,tket_uccs_set,6,10,line,90,108,146,121
141,tket_uccs_pair,6,10,line,90,108,96,119
142,pauliopt_steiner_nc,6,10,line,90,108,80,102
143,pauliopt_ucc,6,10,line,90,108,98,114
144,pauliopt_divide_conquer,6,10,line,90,108,90,143
145,tket_uccs_set,6,10,line,72,86,93,97
146,tket_uccs_pair,6,10,line,72,86,83,96
147,pauliopt_steiner_nc,6,10,line,72,86,72,85
148,pauliopt_ucc,6,10,line,72,86,134,155
149,pauliopt_divide_conquer,6,10,line,72,86,64,96
150,tket_uccs_set,6,10,line,58,70,67,83
151,tket_uccs_pair,6,10,line,58,70,61,77
152,pauliopt_steiner_nc,6,10,line,58,70,52,69
153,pauliopt_ucc,6,10,line,58,70,114,131
154,pauliopt_divide_conquer,6,10,line,58,70,63,117
155,tket_uccs_set,6,10,line,82,106,75,94
156,tket_uccs_pair,6,10,line,82,106,102,116
157,pauliopt_steiner_nc,6,10,line,82,106,80,98
158,pauliopt_ucc,6,10,line,82,106,93,117
159,pauliopt_divide_conquer,6,10,line,82,106,91,125
160,tket_uccs_set,6,10,line,98,119,88,112
161,tket_uccs_pair,6,10,line,98,119,111,122
162,pauliopt_steiner_nc,6,10,line,98,119,92,115
163,pauliopt_ucc,6,10,line,98,119,154,158
164,pauliopt_divide_conquer,6,10,line,98,119,64,98
165,tket_uccs_set,6,10,line,82,97,75,73
166,tket_uccs_pair,6,10,line,82,97,79,118
167,pauliopt_steiner_nc,6,10,line,82,97,62,68
168,pauliopt_ucc,6,10,line,82,97,145,162
169,pauliopt_divide_conquer,6,10,line,82,97,62,112
170,tket_uccs_set,6,10,line,66,88,93,107
171,tket_uccs_pair,6,10,line,66,88,68,84
172,pauliopt_steiner_nc,6,10,line,66,88,62,79
173,pauliopt_ucc,6,10,line,66,88,106,141
174,pauliopt_divide_conquer,6,10,line,66,88,86,126
175,tket_uccs_set,6,10,line,94,117,84,108
176,tket_uccs_pair,6,10,line,94,117,82,117
177,pauliopt_steiner_nc,6,10,line,94,117,86,98
178,pauliopt_ucc,6,10,line,94,117,108,137
179,pauliopt_divide_conquer,6,10,line,94,117,76,110
180,tket_uccs_set,6,10,line,62,74,53,73
181,tket_uccs_pair,6,10,line,62,74,45,63
182,pauliopt_steiner_nc,6,10,line,62,74,52,68
183,pauliopt_ucc,6,10,line,62,74,88,117
184,pauliopt_divide_conquer,6,10,line,62,74,59,93
185,tket_uccs_set,6,10,line,38,42,31,53
186,tket_uccs_pair,6,10,line,38,42,36,70
187,pauliopt_steiner_nc,6,10,line,38,42,30,46
188,pauliopt_ucc,6,10,line,38,42,68,86
189,pauliopt_divide_conquer,6,10,line,38,42,40,72
190,tket_uccs_set,6,10,line,98,116,113,106
191,tket_uccs_pair,6,10,line,98,116,115,128
192,pauliopt_steiner_nc,6,10,line,98,116,92,110
193,pauliopt_ucc,6,10,line,98,116,84,110
194,pauliopt_divide_conquer,6,10,line,98,116,96,120
195,tket_uccs_set,6,10,line,76,94,106,100
196,tket_uccs_pair,6,10,line,76,94,113,126
197,pauliopt_steiner_nc,6,10,line,76,94,74,76
198,pauliopt_ucc,6,10,line,76,94,118,143
199,pauliopt_divide_conquer,6,10,line,76,94,65,91
200,tket_uccs_set,6,10,cycle,54,66,56,64
201,tket_uccs_pair,6,10,cycle,54,66,54,65
202,pauliopt_steiner_nc,6,10,cycle,54,66,54,64
203,pauliopt_ucc,6,10,cycle,54,66,102,110
204,pauliopt_divide_conquer,6,10,cycle,54,66,36,66
205,tket_uccs_set,6,10,cycle,72,82,93,131
206,tket_uccs_pair,6,10,cycle,72,82,87,123
207,pauliopt_steiner_nc,6,10,cycle,72,82,78,87
208,pauliopt_ucc,6,10,cycle,72,82,104,128
209,pauliopt_divide_conquer,6,10,cycle,72,82,71,123
210,tket_uccs_set,6,10,cycle,60,71,99,124
211,tket_uccs_pair,6,10,cycle,60,71,80,101
212,pauliopt_steiner_nc,6,10,cycle,60,71,64,78
213,pauliopt_ucc,6,10,cycle,60,71,114,133
214,pauliopt_divide_conquer,6,10,cycle,60,71,89,105
215,tket_uccs_set,6,10,cycle,62,81,92,119
216,tket_uccs_pair,6,10,cycle,62,81,76,102
217,pauliopt_steiner_nc,6,10,cycle,62,81,70,87
218,pauliopt_ucc,6,10,cycle,62,81,78,113
219,pauliopt_divide_conquer,6,10,cycle,62,81,87,118
220,tket_uccs_set,6,10,cycle,40,49,41,66
221,tket_uccs_pair,6,10,cycle,40,49,45,69
222,pauliopt_steiner_nc,6,10,cycle,40,49,48,50
223,pauliopt_ucc,6,10,cycle,40,49,93,126
224,pauliopt_divide_conquer,6,10,cycle,40,49,60,78
225,tket_uccs_set,6,10,cycle,56,75,85,107
226,tket_uccs_pair,6,10,cycle,56,75,75,108
227,pauliopt_steiner_nc,6,10,cycle,56,75,50,69
228,pauliopt_ucc,6,10,cycle,56,75,87,107
229,pauliopt_divide_conquer,6,10,cycle,56,75,83,137
230,tket_uccs_set,6,10,cycle,60,58,66,91
231,tket_uccs_pair,6,10,cycle,60,58,57,99
232,pauliopt_steiner_nc,6,10,cycle,60,58,80,96
233,pauliopt_ucc,6,10,cycle,60,58,114,117
234,pauliopt_divide_conquer,6,10,cycle,60,58,50,71
235,tket_uccs_set,6,10,cycle,54,61,62,103
236,tket_uccs_pair,6,10,cycle,54,61,65,83
237,pauliopt_steiner_nc,6,10,cycle,54,61,50,57
238,pauliopt_ucc,6,10,cycle,54,61,103,125
239,pauliopt_divide_conquer,6,10,cycle,54,61,56,77
240,tket_uccs_set,6,10,cycle,72,79,94,100
241,tket_uccs_pair,6,10,cycle,72,79,80,101
242,pauliopt_steiner_nc,6,10,cycle,72,79,76,79
243,pauliopt_ucc,6,10,cycle,72,79,91,126
244,pauliopt_divide_conquer,6,10,cycle,72,79,71,117
245,tket_uccs_set,6,10,cycle,52,59,67,87
246,tket_uccs_pair,6,10,cycle,52,59,67,101
247,pauliopt_steiner_nc,6,10,cycle,52,59,88,103
248,pauliopt_ucc,6,10,cycle,52,59,133,148
249,pauliopt_divide_conquer,6,10,cycle,52,59,61,109
250,tket_uccs_set,6,10,cycle,50,62,79,120
251,tket_uccs_pair,6,10,cycle,50,62,64,87
252,pauliopt_steiner_nc,6,10,cycle,50,62,46,57
253,pauliopt_ucc,6,10,cycle,50,62,83,107
254,pauliopt_divide_conquer,6,10,cycle,50,62,57,95
255,tket_uccs_set,6,10,cycle,46,58,76,106
256,tket_uccs_pair,6,10,cycle,46,58,67,83
257,pauliopt_steiner_nc,6,10,cycle,46,58,56,62
258,pauliopt_ucc,6,10,cycle,46,58,83,115
259,pauliopt_divide_conquer,6,10,cycle,46,58,53,83
260,tket_uccs_set,6,10,cycle,38,56,77,74
261,tket_uccs_pair,6,10,cycle,38,56,55,65
262,pauliopt_steiner_nc,6,10,cycle,38,56,38,50
263,pauliopt_ucc,6,10,cycle,38,56,101,124
264,pauliopt_divide_conquer,6,10,cycle,38,56,40,92
265,tket_uccs_set,6,10,cycle,66,75,74,90
266,tket_uccs_pair,6,10,cycle,66,75,58,99
267,pauliopt_steiner_nc,6,10,cycle,66,75,68,86
268,pauliopt_ucc,6,10,cycle,66,75,120,152
269,pauliopt_divide_conquer,6,10,cycle,66,75,56,81
270,tket_uccs_set,6,10,cycle,68,74,92,107
271,tket_uccs_pair,6,10,cycle,68,74,69,95
272,pauliopt_steiner_nc,6,10,cycle,68,74,84,84
273,pauliopt_ucc,6,10,cycle,68,74,124,153
274,pauliopt_divide_conquer,6,10,cycle,68,74,76,116
275,tket_uccs_set,6,10,cycle,60,71,66,78
276,tket_uccs_pair,6,10,cycle,60,71,67,86
277,pauliopt_steiner_nc,6,10,cycle,60,71,74,83
278,pauliopt_ucc,6,10,cycle,60,71,146,166
279,pauliopt_divide_conquer,6,10,cycle,60,71,50,73
280,tket_uccs_set,6,10,cycle,70,90,82,114
281,tket_uccs_pair,6,10,cycle,70,90,74,101
282,pauliopt_steiner_nc,6,10,cycle,70,90,70,75
283,pauliopt_ucc,6,10,cycle,70,90,116,154
284,pauliopt_divide_conquer,6,10,cycle,70,90,59,99
285,tket_uccs_set,6,10,cycle,62,76,47,81
286,tket_uccs_pair,6,10,cycle,62,76,52,68
287,pauliopt_steiner_nc,6,10,cycle,62,76,46,61
288,pauliopt_ucc,6,10,cycle,62,76,100,106
289,pauliopt_divide_conquer,6,10,cycle,62,76,50,88
290,tket_uccs_set,6,10,cycle,54,52,34,49
291,tket_uccs_pair,6,10,cycle,54,52,35,48
292,pauliopt_steiner_nc,6,10,cycle,54,52,50,63
293,pauliopt_ucc,6,10,cycle,54,52,101,118
294,pauliopt_divide_conquer,6,10,cycle,54,52,53,93
295,tket_uccs_set,6,10,cycle,50,63,64,113
296,tket_uccs_pair,6,10,cycle,50,63,54,85
297,pauliopt_steiner_nc,6,10,cycle,50,63,62,77
298,pauliopt_ucc,6,10,cycle,50,63,113,144
299,pauliopt_divide_conquer,6,10,cycle,50,63,68,107
300,tket_uccs_set,6,10,grid,40,49,54,85
301,tket_uccs_pair,6,10,grid,40,49,51,80
302,pauliopt_steiner_nc,6,10,grid,40,49,52,64
303,pauliopt_ucc,6,10,grid,40,49,57,92
304,pauliopt_divide_conquer,6,10,grid,40,49,64,88
305,tket_uccs_set,6,10,grid,52,63,50,103
306,tket_uccs_pair,6,10,grid,52,63,50,90
307,pauliopt_steiner_nc,6,10,grid,52,63,54,74
308,pauliopt_ucc,6,10,grid,52,63,88,131
309,pauliopt_divide_conquer,6,10,grid,52,63,52,93
310,tket_uccs_set,6,10,grid,38,52,60,81
311,tket_uccs_pair,6,10,grid,38,52,49,75
312,pauliopt_steiner_nc,6,10,grid,38,52,52,66
313,pauliopt_ucc,6,10,grid,38,52,103,118
314,pauliopt_divide_conquer,6,10,grid,38,52,46,83
315,tket_uccs_set,6,10,grid,36,46,54,72
316,tket_uccs_pair,6,10,grid,36,46,54,71
317,pauliopt_steiner_nc,6,10,grid,36,46,48,57
318,pauliopt_ucc,6,10,grid,36,46,67,97
319,pauliopt_divide_conquer,6,10,grid,36,46,52,82
320,tket_uccs_set,6,10,grid,58,69,51,89
321,tket_uccs_pair,6,10,grid,58,69,62,85
322,pauliopt_steiner_nc,6,10,grid,58,69,54,69
323,pauliopt_ucc,6,10,grid,58,69,89,126
324,pauliopt_divide_conquer,6,10,grid,58,69,58,112
325,tket_uccs_set,6,10,grid,46,57,57,78
326,tket_uccs_pair,6,10,grid,46,57,42,81
327,pauliopt_steiner_nc,6,10,grid,46,57,58,64
328,pauliopt_ucc,6,10,grid,46,57,96,114
329,pauliopt_divide_conquer,6,10,grid,46,57,51,79
330,tket_uccs_set,6,10,grid,40,57,40,68
331,tket_uccs_pair,6,10,grid,40,57,34,62
332,pauliopt_steiner_nc,6,10,grid,40,57,50,60
333,pauliopt_ucc,6,10,grid,40,57,89,104
334,pauliopt_divide_conquer,6,10,grid,40,57,49,76
335,tket_uccs_set,6,10,grid,50,57,43,78
336,tket_uccs_pair,6,10,grid,50,57,37,63
337,pauliopt_steiner_nc,6,10,grid,50,57,48,55
338,pauliopt_ucc,6,10,grid,50,57,87,132
339,pauliopt_divide_conquer,6,10,grid,50,57,53,96
340,tket_uccs_set,6,10,grid,48,56,72,95
341,tket_uccs_pair,6,10,grid,48,56,57,89
342,pauliopt_steiner_nc,6,10,grid,48,56,42,57
343,pauliopt_ucc,6,10,grid,48,56,79,93
344,pauliopt_divide_conquer,6,10,grid,48,56,52,76
345,tket_uccs_set,6,10,grid,42,59,44,60
346,tket_uccs_pair,6,10,grid,42,59,46,76
347,pauliopt_steiner_nc,6,10,grid,42,59,46,63
348,pauliopt_ucc,6,10,grid,42,59,62,101
349,pauliopt_divide_conquer,6,10,grid,42,59,38,72
350,tket_uccs_set,6,10,grid,44,56,48,85
351,tket_uccs_pair,6,10,grid,44,56,49,76
352,pauliopt_steiner_nc,6,10,grid,44,56,46,64
353,pauliopt_ucc,6,10,grid,44,56,98,127
354,pauliopt_divide_conquer,6,10,grid,44,56,57,81
355,tket_uccs_set,6,10,grid,36,45,39,62
356,tket_uccs_pair,6,10,grid,36,45,37,55
357,pauliopt_steiner_nc,6,10,grid,36,45,32,42
358,pauliopt_ucc,6,10,grid,36,45,79,109
359,pauliopt_divide_conquer,6,10,grid,36,45,34,43
360,tket_uccs_set,6,10,grid,42,52,42,76
361,tket_uccs_pair,6,10,grid,42,52,39,64
362,pauliopt_steiner_nc,6,10,grid,42,52,48,63
363,pauliopt_ucc,6,10,grid,42,52,79,99
364,pauliopt_divide_conquer,6,10,grid,42,52,54,100
365,tket_uccs_set,6,10,grid,62,73,56,109
366,tket_uccs_pair,6,10,grid,62,73,57,96
367,pauliopt_steiner_nc,6,10,grid,62,73,68,75
368,pauliopt_ucc,6,10,grid,62,73,88,116
369,pauliopt_divide_conquer,6,10,grid,62,73,82,130
370,tket_uccs_set,6,10,grid,50,68,45,94
371,tket_uccs_pair,6,10,grid,50,68,53,104
372,pauliopt_steiner_nc,6,10,grid,50,68,54,70
373,pauliopt_ucc,6,10,grid,50,68,101,142
374,pauliopt_divide_conquer,6,10,grid,50,68,63,85
375,tket_uccs_set,6,10,grid,66,77,72,92
376,tket_uccs_pair,6,10,grid,66,77,62,97
377,pauliopt_steiner_nc,6,10,grid,66,77,66,83
378,pauliopt_ucc,6,10,grid,66,77,82,105
379,pauliopt_divide_conquer,6,10,grid,66,77,79,96
380,tket_uccs_set,6,10,grid,52,68,68,99
381,tket_uccs_pair,6,10,grid,52,68,68,89
382,pauliopt_steiner_nc,6,10,grid,52,68,54,70
383,pauliopt_ucc,6,10,grid,52,68,98,132
384,pauliopt_divide_conquer,6,10,grid,52,68,60,85
385,tket_uccs_set,6,10,grid,66,84,56,90
386,tket_uccs_pair,6,10,grid,66,84,59,88
387,pauliopt_steiner_nc,6,10,grid,66,84,66,70
388,pauliopt_ucc,6,10,grid,66,84,76,108
389,pauliopt_divide_conquer,6,10,grid,66,84,82,115
390,tket_uccs_set,6,10,grid,62,79,85,105
391,tket_uccs_pair,6,10,grid,62,79,73,121
392,pauliopt_steiner_nc,6,10,grid,62,79,78,90
393,pauliopt_ucc,6,10,grid,62,79,104,115
394,pauliopt_divide_conquer,6,10,grid,62,79,79,106
395,tket_uccs_set,6,10,grid,60,77,77,107
396,tket_uccs_pair,6,10,grid,60,77,67,92
397,pauliopt_steiner_nc,6,10,grid,60,77,50,65
398,pauliopt_ucc,6,10,grid,60,77,101,127
399,pauliopt_divide_conquer,6,10,grid,60,77,65,101
400,tket_uccs_set,8,10,complete,48,58,42,62
401,tket_uccs_pair,8,10,complete,48,58,42,62
402,pauliopt_steiner_nc,8,10,complete,48,58,46,60
403,pauliopt_ucc,8,10,complete,48,58,83,119
404,pauliopt_divide_conquer,8,10,complete,48,58,65,84
405,tket_uccs_set,8,10,complete,84,94,72,99
406,tket_uccs_pair,8,10,complete,84,94,70,101
407,pauliopt_steiner_nc,8,10,complete,84,94,76,97
408,pauliopt_ucc,8,10,complete,84,94,78,126
409,pauliopt_divide_conquer,8,10,complete,84,94,97,130
410,tket_uccs_set,8,10,complete,44,50,43,66
411,tket_uccs_pair,8,10,complete,44,50,44,61
412,pauliopt_steiner_nc,8,10,complete,44,50,44,61
413,pauliopt_ucc,8,10,complete,44,50,66,98
414,pauliopt_divide_conquer,8,10,complete,44,50,62,94
415,tket_uccs_set,8,10,complete,82,98,72,101
416,tket_uccs_pair,8,10,complete,82,98,64,84
417,pauliopt_steiner_nc,8,10,complete,82,98,64,85
418,pauliopt_ucc,8,10,complete,82,98,79,122
419,pauliopt_divide_conquer,8,10,complete,82,98,108,148
420,tket_uccs_set,8,10,complete,72,86,64,87
421,tket_uccs_pair,8,10,complete,72,86,64,98
422,pauliopt_steiner_nc,8,10,complete,72,86,70,91
423,pauliopt_ucc,8,10,complete,72,86,78,98
424,pauliopt_divide_conquer,8,10,complete,72,86,89,112
425,tket_uccs_set,8,10,complete,74,89,58,92
426,tket_uccs_pair,8,10,complete,74,89,58,90
427,pauliopt_steiner_nc,8,10,complete,74,89,68,87
428,pauliopt_ucc,8,10,complete,74,89,86,127
429,pauliopt_divide_conquer,8,10,complete,74,89,112,158
430,tket_uccs_set,8,10,complete,76,90,66,95
431,tket_uccs_pair,8,10,complete,76,90,74,102
432,pauliopt_steiner_nc,8,10,complete,76,90,70,87
433,pauliopt_ucc,8,10,complete,76,90,83,109
434,pauliopt_divide_conquer,8,10,complete,76,90,103,121
435,tket_uccs_set,8,10,complete,44,55,40,67
436,tket_uccs_pair,8,10,complete,44,55,40,72
437,pauliopt_steiner_nc,8,10,complete,44,55,42,62
438,pauliopt_ucc,8,10,complete,44,55,77,110
439,pauliopt_divide_conquer,8,10,complete,44,55,58,102
440,tket_uccs_set,8,10,complete,32,52,28,62
441,tket_uccs_pair,8,10,complete,32,52,28,65
442,pauliopt_steiner_nc,8,10,complete,32,52,32,49
443,pauliopt_ucc,8,10,complete,32,52,51,86
444,pauliopt_divide_conquer,8,10,complete,32,52,40,90
445,tket_uccs_set,8,10,complete,56,75,52,90
446,tket_uccs_pair,8,10,complete,56,75,54,89
447,pauliopt_steiner_nc,8,10,complete,56,75,50,58
448,pauliopt_ucc,8,10,complete,56,75,75,109
449,pauliopt_divide_conquer,8,10,complete,56,75,96,123
450,tket_uccs_set,8,10,complete,80,99,68,97
451,tket_uccs_pair,8,10,complete,80,99,64,96
452,pauliopt_steiner_nc,8,10,complete,80,99,78,100
453,pauliopt_ucc,8,10,complete,80,99,92,108
454,pauliopt_divide_conquer,8,10,complete,80,99,99,155
455,tket_uccs_set,8,10,complete,68,86,54,84
456,tket_uccs_pair,8,10,complete,68,86,60,91
457,pauliopt_steiner_nc,8,10,complete,68,86,56,78
458,pauliopt_ucc,8,10,complete,68,86,81,114
459,pauliopt_divide_conquer,8,10,complete,68,86,90,117
460,tket_uccs_set,8,10,complete,54,61,52,76
461,tket_uccs_pair,8,10,complete,54,61,54,86
462,pauliopt_steiner_nc,8,10,complete,54,61,50,64
463,pauliopt_ucc,8,10,complete,54,61,58,98
464,pauliopt_divide_conquer,8,10,complete,54,61,71,111
465,tket_uccs_set,8,10,complete,48,62,45,71
466,tket_uccs_pair,8,10,complete,48,62,42,65
467,pauliopt_steiner_nc,8,10,complete,48,62,46,64
468,pauliopt_ucc,8,10,complete,48,62,84,111
469,pauliopt_divide_conquer,8,10,complete,48,62,63,82
470,tket_uccs_set,8,10,complete,52,61,46,76
471,tket_uccs_pair,8,10,complete,52,61,46,78
472,pauliopt_steiner_nc,8,10,complete,52,61,50,59
473,pauliopt_ucc,8,10,complete,52,61,63,99
474,pauliopt_divide_conquer,8,10,complete,52,61,68,109
475,tket_uccs_set,8,10,complete,76,91,54,84
476,tket_uccs_pair,8,10,complete,76,91,56,93
477,pauliopt_steiner_nc,8,10,complete,76,91,70,90
478,pauliopt_ucc,8,10,complete,76,91,72,118
479,pauliopt_divide_conquer,8,10,complete,76,91,103,143
480,tket_uccs_set,8,10,complete,66,84,52,82
481,tket_uccs_pair,8,10,complete,66,84,52,80
482,pauliopt_steiner_nc,8,10,complete,66,84,58,78
483,pauliopt_ucc,8,10,complete,66,84,87,119
484,pauliopt_divide_conquer,8,10,complete,66,84,76,119
485,tket_uccs_set,8,10,complete,70,87,64,94
486,tket_uccs_pair,8,10,complete,70,87,56,94
487,pauliopt_steiner_nc,8,10,complete,70,87,64,85
488,pauliopt_ucc,8,10,complete,70,87,80,102
489,pauliopt_divide_conquer,8,10,complete,70,87,94,139
490,tket_uccs_set,8,10,complete,58,77,50,96
491,tket_uccs_pair,8,10,complete,58,77,48,96
492,pauliopt_steiner_nc,8,10,complete,58,77,52,74
493,pauliopt_ucc,8,10,complete,58,77,68,113
494,pauliopt_divide_conquer,8,10,complete,58,77,72,135
495,tket_uccs_set,8,10,complete,28,40,27,52
496,tket_uccs_pair,8,10,complete,28,40,28,48
497,pauliopt_steiner_nc,8,10,complete,28,40,28,43
