n_rep,num_qubits,n_gadgets,method,cx,u3,depth,2q_depth,time
0,7,61,pauliopt_divide_conquer,496,406,559,414,0.682761
1,7,61,tket_uccs_set,818,221,735,625,0.662606
1,7,61,paulihedral,522,285,556,434,0.077168
1,7,61,tket_uccs_pair,724,272,639,532,0.738604
1,7,61,pauliopt_steiner_nc,424,230,474,373,0.15264
1,7,61,pauliopt_ucc,557,263,506,428,0.315116
1,7,61,pauliopt_steiner_clifford,183,142,161,129,0.104772
1,7,61,naive,638,277,709,615,0.113159
1,7,61,pauliopt_divide_conquer,471,387,546,385,0.686363
2,7,61,tket_uccs_set,869,196,765,668,0.753485
2,7,61,paulihedral,473,259,490,382,0.069743
2,7,61,tket_uccs_pair,735,253,648,539,0.695381
2,7,61,pauliopt_steiner_nc,424,209,488,395,0.115002
2,7,61,pauliopt_ucc,557,267,488,422,0.259508
2,7,61,pauliopt_steiner_clifford,169,124,145,116,0.084317
2,7,61,naive,578,256,660,568,0.140324
2,7,61,pauliopt_divide_conquer,458,384,541,378,0.697503
3,7,61,tket_uccs_set,749,194,667,575,0.775248
3,7,61,paulihedral,439,250,469,371,0.071108
3,7,61,pauliopt_steiner_nc,430,199,489,401,0.096157
3,7,61,tket_uccs_pair,641,249,596,482,0.763453
3,7,61,pauliopt_ucc,623,259,555,479,0.374992
3,7,61,pauliopt_steiner_clifford,197,147,175,138,0.108703
3,7,61,naive,586,262,669,580,0.187305
3,7,61,pauliopt_divide_conquer,455,375,542,394,0.789317
4,7,61,tket_uccs_set,839,189,738,655,0.813485
4,7,61,paulihedral,450,253,457,355,0.075149
4,7,61,pauliopt_steiner_nc,382,209,460,372,0.103738
4,7,61,tket_uccs_pair,661,223,607,508,0.856217
4,7,61,pauliopt_ucc,568,248,504,434,0.293255
4,7,61,pauliopt_steiner_clifford,185,135,157,128,0.107315
4,7,61,naive,554,244,628,541,0.211038
4,7,61,pauliopt_divide_conquer,490,423,579,414,0.780407
5,7,61,tket_uccs_set,826,214,728,635,0.606104
5,7,61,paulihedral,490,290,483,368,0.082427
5,7,61,pauliopt_steiner_nc,492,243,562,458,0.141433
5,7,61,tket_uccs_pair,780,277,717,589,0.766911
5,7,61,pauliopt_ucc,578,247,535,455,0.321255
5,7,61,pauliopt_steiner_clifford,204,140,168,139,0.108666
5,7,61,naive,688,295,775,678,0.166652
5,7,61,pauliopt_divide_conquer,521,392,577,429,0.703266
6,7,61,tket_uccs_set,706,177,620,539,0.606644
6,7,61,paulihedral,469,247,501,396,0.068103
6,7,61,pauliopt_steiner_nc,382,204,441,352,0.091237
6,7,61,tket_uccs_pair,638,228,622,517,0.688995
6,7,61,pauliopt_ucc,590,258,517,447,0.259576
6,7,61,pauliopt_steiner_clifford,174,134,165,129,0.090864
6,7,61,naive,508,230,582,499,0.093381
6,7,61,pauliopt_divide_conquer,455,399,549,384,0.632892
7,7,61,tket_uccs_set,851,183,726,639,0.662424
7,7,61,paulihedral,482,244,487,383,0.07037
7,7,61,pauliopt_steiner_nc,428,216,488,391,0.10288
7,7,61,tket_uccs_pair,661,238,561,467,0.672786
7,7,61,pauliopt_ucc,575,248,497,428,0.267721
7,7,61,pauliopt_steiner_clifford,184,134,159,122,0.095202
7,7,61,naive,560,245,636,552,0.087197
7,7,61,pauliopt_divide_conquer,479,373,554,408,0.636824
8,7,61,tket_uccs_set,800,209,713,617,0.748189
8,7,61,paulihedral,446,276,475,361,0.074144
8,7,61,pauliopt_steiner_nc,456,229,522,421,0.118109
8,7,61,tket_uccs_pair,640,256,573,469,0.786386
8,7,61,pauliopt_ucc,601,233,511,446,0.26165
8,7,61,pauliopt_steiner_clifford,169,134,144,111,0.094996
8,7,61,naive,604,280,685,587,0.093514
8,7,61,pauliopt_divide_conquer,510,424,599,430,0.643963
9,7,61,tket_uccs_pair,676,225,604,502,0.390705
9,7,61,tket_uccs_set,714,183,613,538,0.639777
9,7,61,paulihedral,459,270,485,368,0.070161
9,7,61,pauliopt_steiner_nc,438,220,492,395,0.09785
9,7,61,pauliopt_ucc,538,234,466,403,0.240976
9,7,61,pauliopt_steiner_clifford,184,137,167,132,0.093313
9,7,61,naive,578,261,664,570,0.139749
9,7,61,pauliopt_divide_conquer,475,394,556,404,0.612172
10,7,61,tket_uccs_set,776,198,672,589,0.614205
10,7,61,paulihedral,490,260,496,394,0.070525
10,7,61,pauliopt_steiner_nc,506,226,565,460,0.116566
10,7,61,tket_uccs_pair,740,256,637,535,0.656914
10,7,61,pauliopt_ucc,632,257,539,471,0.270432
10,7,61,pauliopt_steiner_clifford,200,147,170,131,0.156249
10,7,61,naive,618,258,697,606,0.098572
10,7,61,pauliopt_divide_conquer,480,377,553,406,0.676316
11,7,61,tket_uccs_set,766,201,674,584,0.634961
11,7,61,paulihedral,480,276,494,389,0.072708
11,7,61,tket_uccs_pair,732,271,672,556,0.62939
11,7,61,pauliopt_steiner_nc,482,242,541,440,0.106341
11,7,61,pauliopt_ucc,601,267,541,465,0.254999
11,7,61,pauliopt_steiner_clifford,181,125,151,124,0.09137
11,7,61,naive,626,276,716,613,0.09231
11,7,61,pauliopt_divide_conquer,503,446,595,419,0.711719
12,7,61,tket_uccs_set,764,202,655,568,0.691276
12,7,61,paulihedral,455,257,452,345,0.066639
12,7,61,pauliopt_steiner_nc,468,222,527,423,0.100446
12,7,61,tket_uccs_pair,675,245,605,495,0.661357
12,7,61,pauliopt_ucc,613,288,561,467,0.269266
12,7,61,pauliopt_steiner_clifford,210,149,189,154,0.115324
12,7,61,naive,584,260,670,572,0.09982
12,7,61,pauliopt_divide_conquer,471,414,521,375,0.638266
13,7,61,tket_uccs_set,889,207,772,679,0.635766
13,7,61,paulihedral,501,281,525,418,0.124207
13,7,61,pauliopt_steiner_nc,502,240,551,452,0.109635
13,7,61,tket_uccs_pair,746,257,642,545,0.70644
13,7,61,pauliopt_ucc,602,252,526,454,0.260387
13,7,61,pauliopt_steiner_clifford,190,132,171,135,0.104496
13,7,61,naive,634,268,725,629,0.092716
13,7,61,pauliopt_divide_conquer,533,452,585,421,0.710329
14,7,61,tket_uccs_set,806,180,695,609,0.698245
14,7,61,paulihedral,453,257,471,365,0.070558
14,7,61,pauliopt_steiner_nc,450,227,511,415,0.101139
14,7,61,tket_uccs_pair,727,239,618,525,0.687914
14,7,61,pauliopt_ucc,538,226,476,407,0.229879
14,7,61,pauliopt_steiner_clifford,187,146,166,132,0.094113
14,7,61,naive,570,254,651,566,0.086697
14,7,61,pauliopt_divide_conquer,485,376,545,403,0.609388
15,7,61,tket_uccs_set,730,192,637,559,0.594262
15,7,61,paulihedral,460,230,451,355,0.067727
15,7,61,pauliopt_steiner_nc,442,195,490,403,0.110476
15,7,61,tket_uccs_pair,655,244,595,496,0.612493
15,7,61,pauliopt_ucc,596,262,542,467,0.264742
15,7,61,pauliopt_steiner_clifford,182,135,152,123,0.093183
15,7,61,naive,582,236,661,574,0.093223
15,7,61,pauliopt_divide_conquer,473,378,555,405,0.686879
16,7,61,tket_uccs_set,724,180,642,556,0.640973
16,7,61,paulihedral,393,232,383,289,0.062737
16,7,61,pauliopt_steiner_nc,390,195,431,350,0.093089
16,7,61,tket_uccs_pair,637,207,539,455,0.630212
16,7,61,pauliopt_ucc,532,235,462,398,0.226472
16,7,61,pauliopt_steiner_clifford,185,146,161,130,0.09295
16,7,61,naive,524,228,598,514,0.087514
16,7,61,pauliopt_divide_conquer,394,344,470,337,0.58171
17,7,61,tket_uccs_set,786,171,676,607,0.626649
17,7,61,paulihedral,433,252,444,343,0.06481
17,7,61,pauliopt_steiner_nc,372,201,422,332,0.086683
17,7,61,tket_uccs_pair,619,226,549,452,0.627075
17,7,61,pauliopt_ucc,524,252,471,401,0.238381
17,7,61,pauliopt_steiner_clifford,191,150,161,124,0.100015
17,7,61,naive,510,229,571,495,0.081288
17,7,61,pauliopt_divide_conquer,515,408,565,414,0.683243
18,7,61,tket_uccs_set,714,164,625,551,0.552684
18,7,61,paulihedral,384,235,386,292,0.059872
18,7,61,pauliopt_steiner_nc,414,203,488,402,0.141735
18,7,61,tket_uccs_pair,554,221,498,401,0.560228
18,7,61,pauliopt_ucc,501,238,445,381,0.216164
18,7,61,pauliopt_steiner_clifford,183,137,169,136,0.089495
18,7,61,naive,512,227,580,496,0.104611
18,7,61,pauliopt_divide_conquer,422,324,480,357,0.592315
19,7,61,tket_uccs_set,804,196,717,622,0.604935
19,7,61,paulihedral,478,269,520,414,0.123197
19,7,61,pauliopt_steiner_nc,430,227,493,391,0.097126
19,7,61,tket_uccs_pair,709,255,654,550,0.657527
19,7,61,pauliopt_ucc,554,261,505,427,0.243162
19,7,61,pauliopt_steiner_clifford,185,132,151,119,0.093557
19,7,61,naive,554,263,640,546,0.087074
19,7,61,pauliopt_divide_conquer,479,386,544,393,0.62677
0,7,81,tket_uccs_set,1216,268,1067,944,0.796865
0,7,81,paulihedral,718,385,763,601,0.101621
0,7,81,pauliopt_steiner_nc,598,307,691,554,0.135272
0,7,81,tket_uccs_pair,1058,362,939,795,0.860152
0,7,81,pauliopt_ucc,774,362,688,579,0.394842
0,7,81,pauliopt_steiner_clifford,238,180,216,167,0.147048
0,7,81,naive,832,381,942,811,0.175768
0,7,81,pauliopt_divide_conquer,687,583,798,572,0.94348
1,7,81,tket_uccs_set,977,248,900,785,0.702696
1,7,81,paulihedral,586,333,592,457,0.094207
1,7,81,pauliopt_steiner_nc,546,277,631,513,0.12884
1,7,81,tket_uccs_pair,997,325,881,734,0.88123
1,7,81,pauliopt_ucc,763,356,690,588,0.418665
1,7,81,pauliopt_steiner_clifford,189,150,159,122,0.115511
1,7,81,naive,756,327,839,728,0.113591
1,7,81,pauliopt_divide_conquer,593,512,692,478,0.873466
2,7,81,tket_uccs_set,1059,239,893,783,0.712623
2,7,81,paulihedral,642,339,655,517,0.087711
2,7,81,pauliopt_steiner_nc,522,275,587,463,0.1189
2,7,81,tket_uccs_pair,835,323,754,615,0.75716
2,7,81,pauliopt_ucc,783,329,695,610,0.367464
2,7,81,pauliopt_steiner_clifford,245,175,213,172,0.147755
2,7,81,naive,732,326,825,709,0.160339
2,7,81,pauliopt_divide_conquer,623,525,705,504,0.884583
3,7,81,tket_uccs_set,959,225,821,725,0.690602
3,7,81,paulihedral,580,326,594,458,0.087718
3,7,81,pauliopt_steiner_nc,548,284,629,506,0.126489
3,7,81,tket_uccs_pair,865,304,793,659,0.797675
3,7,81,pauliopt_ucc,689,279,602,519,0.376836
3,7,81,pauliopt_steiner_clifford,230,159,212,171,0.124866
3,7,81,naive,660,327,761,644,0.1173
3,7,81,pauliopt_divide_conquer,594,483,690,495,0.851783
4,7,81,tket_uccs_set,833,230,738,636,0.463352
4,7,81,paulihedral,529,293,537,414,0.077365
4,7,81,pauliopt_steiner_nc,482,240,534,426,0.181204
4,7,81,pauliopt_ucc,742,312,657,573,0.344031
4,7,81,tket_uccs_pair,855,285,740,609,0.737065
4,7,81,pauliopt_steiner_clifford,214,163,189,149,0.125714
4,7,81,naive,652,294,743,636,0.152604
4,7,81,pauliopt_divide_conquer,593,464,651,482,0.829983
5,7,81,tket_uccs_set,927,219,783,699,0.626802
5,7,81,paulihedral,511,287,546,423,0.092695
5,7,81,pauliopt_steiner_nc,556,245,604,497,0.124323
5,7,81,tket_uccs_pair,688,270,645,520,0.764882
5,7,81,pauliopt_ucc,647,302,568,484,0.311657
5,7,81,pauliopt_steiner_clifford,212,148,180,144,0.118551
5,7,81,naive,728,281,824,712,0.16169
5,7,81,pauliopt_divide_conquer,565,457,667,480,0.804797
6,7,81,tket_uccs_set,790,206,705,620,0.661901
6,7,81,paulihedral,501,303,549,416,0.077759
6,7,81,pauliopt_steiner_nc,478,238,534,424,0.106935
6,7,81,pauliopt_ucc,620,269,543,466,0.299683
6,7,81,tket_uccs_pair,770,276,711,585,0.739802
6,7,81,pauliopt_steiner_clifford,208,147,189,149,0.123211
6,7,81,naive,650,301,749,640,0.101166
6,7,81,pauliopt_divide_conquer,535,455,630,449,0.828151
7,7,81,tket_uccs_set,980,226,840,744,0.632664
7,7,81,paulihedral,534,302,561,432,0.076737
7,7,81,pauliopt_steiner_nc,454,249,534,418,0.109767
7,7,81,pauliopt_ucc,698,327,605,522,0.307528
7,7,81,tket_uccs_pair,837,284,733,615,0.705754
7,7,81,pauliopt_steiner_clifford,196,134,178,147,0.10447
7,7,81,naive,642,296,736,624,0.098543
7,7,81,pauliopt_divide_conquer,593,486,674,481,0.813938
8,7,81,tket_uccs_set,878,238,759,666,0.733489
8,7,81,paulihedral,591,315,609,485,0.081343
8,7,81,pauliopt_steiner_nc,468,244,534,427,0.125979
8,7,81,tket_uccs_pair,779,286,702,567,0.476246
8,7,81,pauliopt_ucc,734,315,636,557,0.331523
8,7,81,pauliopt_steiner_clifford,210,130,185,151,0.113917
8,7,81,naive,640,302,726,618,0.162009
8,7,81,pauliopt_divide_conquer,594,499,655,468,0.839796
9,7,81,tket_uccs_set,878,229,785,680,0.733325
9,7,81,paulihedral,602,325,631,495,0.085985
9,7,81,pauliopt_steiner_nc,496,253,589,473,0.11204
9,7,81,tket_uccs_pair,832,310,749,615,0.804036
9,7,81,pauliopt_ucc,696,304,623,539,0.373215
9,7,81,pauliopt_steiner_clifford,210,148,184,147,0.121369
9,7,81,naive,752,321,862,740,0.122752
9,7,81,pauliopt_divide_conquer,588,509,675,487,0.821257
10,7,81,tket_uccs_set,1010,241,830,733,0.714646
10,7,81,paulihedral,560,325,570,441,0.085856
10,7,81,pauliopt_steiner_nc,586,275,690,563,0.180273
10,7,81,tket_uccs_pair,867,313,784,646,0.775919
10,7,81,pauliopt_ucc,686,300,586,506,0.33539
10,7,81,pauliopt_steiner_clifford,218,154,191,154,0.1268
10,7,81,naive,792,326,890,779,0.129855
10,7,81,pauliopt_divide_conquer,635,508,730,522,0.9313
11,7,81,tket_uccs_set,987,246,915,795,0.733908
11,7,81,paulihedral,585,362,609,458,0.08957
11,7,81,tket_uccs_pair,924,323,855,707,0.523981
11,7,81,pauliopt_steiner_nc,566,297,641,514,0.128036
11,7,81,pauliopt_ucc,777,331,682,592,0.357768
11,7,81,pauliopt_steiner_clifford,242,168,220,174,0.143164
11,7,81,naive,752,359,847,723,0.165372
11,7,81,pauliopt_divide_conquer,639,559,744,536,0.960793
12,7,81,tket_uccs_set,963,244,861,745,0.72776
12,7,81,paulihedral,531,305,559,425,0.078048
12,7,81,pauliopt_steiner_nc,476,252,561,446,0.111993
12,7,81,tket_uccs_pair,809,291,743,616,0.70398
12,7,81,pauliopt_ucc,685,302,602,516,0.330046
12,7,81,pauliopt_steiner_clifford,218,169,195,151,0.186966
12,7,81,naive,664,300,761,648,0.098149
12,7,81,pauliopt_divide_conquer,643,482,709,528,0.819452
13,7,81,tket_uccs_set,941,241,833,726,0.698004
13,7,81,paulihedral,605,337,645,504,0.087588
13,7,81,pauliopt_steiner_nc,556,262,622,503,0.190514
13,7,81,tket_uccs_pair,930,319,816,688,0.745826
13,7,81,pauliopt_ucc,784,349,679,580,0.360087
13,7,81,pauliopt_steiner_clifford,196,143,186,146,0.116269
13,7,81,naive,790,322,889,776,0.112787
13,7,81,pauliopt_divide_conquer,622,536,738,527,0.916963
14,7,81,tket_uccs_set,1038,243,927,804,0.750222
14,7,81,paulihedral,594,353,597,451,0.088966
14,7,81,tket_uccs_pair,939,340,840,703,0.54383
14,7,81,pauliopt_steiner_nc,510,272,586,465,0.11772
14,7,81,pauliopt_ucc,753,320,659,574,0.341678
14,7,81,pauliopt_steiner_clifford,230,182,207,163,0.139124
14,7,81,naive,708,343,810,687,0.160488
14,7,81,pauliopt_divide_conquer,637,521,721,525,0.843652
15,7,81,tket_uccs_set,1047,244,908,797,0.680291
15,7,81,paulihedral,617,339,662,507,0.088925
15,7,81,pauliopt_steiner_nc,534,253,596,486,0.120303
15,7,81,tket_uccs_pair,856,323,794,650,0.810719
15,7,81,pauliopt_ucc,640,299,568,483,0.362925
15,7,81,pauliopt_steiner_clifford,241,178,217,173,0.145798
15,7,81,naive,802,333,888,773,0.114915
15,7,81,pauliopt_divide_conquer,608,506,667,475,0.874548
16,7,81,tket_uccs_set,1082,236,924,815,0.687441
16,7,81,paulihedral,565,328,605,471,0.08476
16,7,81,pauliopt_steiner_nc,518,265,621,497,0.136446
16,7,81,tket_uccs_pair,889,304,814,677,0.719738
16,7,81,pauliopt_ucc,738,332,649,560,0.340521
16,7,81,pauliopt_steiner_clifford,214,161,190,148,0.137692
16,7,81,naive,670,324,773,656,0.157825
16,7,81,pauliopt_divide_conquer,591,504,691,499,0.919774
17,7,81,tket_uccs_set,1021,247,891,781,0.694257
17,7,81,paulihedral,575,325,560,441,0.083519
17,7,81,pauliopt_steiner_nc,494,249,567,455,0.109318
17,7,81,tket_uccs_pair,834,316,755,623,0.769448
17,7,81,pauliopt_ucc,716,317,652,554,0.397078
17,7,81,pauliopt_steiner_clifford,197,137,186,143,0.118586
17,7,81,naive,742,326,839,718,0.111382
17,7,81,pauliopt_divide_conquer,618,529,721,521,0.874894
18,7,81,tket_uccs_set,1169,287,1032,909,0.779068
18,7,81,paulihedral,720,392,773,605,0.153356
18,7,81,pauliopt_steiner_nc,622,325,698,556,0.140155
18,7,81,tket_uccs_pair,963,367,890,744,0.870143
18,7,81,pauliopt_ucc,798,349,696,599,0.387187
18,7,81,pauliopt_steiner_clifford,233,173,220,175,0.144925
18,7,81,naive,870,397,971,837,0.126415
18,7,81,pauliopt_divide_conquer,667,546,779,557,0.913242
19,7,81,tket_uccs_set,1147,257,966,853,0.757031
19,7,81,paulihedral,602,326,623,492,0.084166
19,7,81,pauliopt_steiner_nc,544,255,596,483,0.115538
19,7,81,tket_uccs_pair,898,322,789,664,0.819712
19,7,81,pauliopt_ucc,749,302,638,554,0.392953
19,7,81,pauliopt_steiner_clifford,221,168,202,158,0.131233
19,7,81,naive,774,322,863,750,0.11036
19,7,81,pauliopt_divide_conquer,590,473,693,507,0.82612
0,7,101,tket_uccs_set,1416,320,1228,1075,0.859611
0,7,101,paulihedral,794,448,821,629,0.176845
0,7,101,pauliopt_steiner_nc,702,368,820,654,0.168952
0,7,101,tket_uccs_pair,1140,420,998,830,0.93141
0,7,101,pauliopt_ucc,903,392,806,699,0.479889
0,7,101,pauliopt_steiner_clifford,293,221,261,200,0.211439
0,7,101,naive,1022,441,1140,987,0.197889
0,7,101,pauliopt_divide_conquer,840,722,958,680,1.180574
1,7,101,tket_uccs_set,1237,307,1121,976,0.774857
1,7,101,paulihedral,735,435,781,582,0.107233
1,7,101,pauliopt_steiner_nc,590,317,696,548,0.189768
1,7,101,tket_uccs_pair,1039,410,940,774,0.975885
1,7,101,pauliopt_ucc,916,397,782,673,0.460914
1,7,101,pauliopt_steiner_clifford,272,203,256,203,0.182206
1,7,101,naive,998,432,1127,969,0.193957
1,7,101,pauliopt_divide_conquer,788,641,907,653,1.131869
2,7,101,tket_uccs_set,1253,307,1098,966,0.787319
2,7,101,paulihedral,735,386,775,608,0.10043
2,7,101,pauliopt_steiner_nc,664,309,763,610,0.146964
2,7,101,tket_uccs_pair,1042,371,921,764,0.907427
2,7,101,pauliopt_ucc,927,387,800,694,0.51409
2,7,101,pauliopt_steiner_clifford,268,201,239,186,0.204784
2,7,101,naive,988,391,1117,971,0.145248
2,7,101,pauliopt_divide_conquer,796,654,897,646,1.158272
3,7,101,tket_uccs_set,1209,304,1056,921,0.851692
3,7,101,paulihedral,681,396,740,578,0.102274
3,7,101,pauliopt_steiner_nc,554,295,683,547,0.130645
3,7,101,tket_uccs_pair,1065,384,936,778,0.904185
3,7,101,pauliopt_ucc,872,372,781,680,0.497691
3,7,101,pauliopt_steiner_clifford,281,205,247,199,0.184993
3,7,101,naive,872,401,1007,861,0.130435
3,7,101,pauliopt_divide_conquer,787,676,912,636,1.125787
4,7,101,tket_uccs_set,1234,297,1086,975,0.759556
4,7,101,paulihedral,774,441,807,630,0.163111
4,7,101,pauliopt_steiner_nc,680,332,790,638,0.149256
4,7,101,pauliopt_ucc,862,385,763,647,0.451698
4,7,101,tket_uccs_pair,1196,413,1093,905,0.981138
4,7,101,pauliopt_steiner_clifford,288,228,250,196,0.199844
4,7,101,naive,980,433,1110,955,0.14306
4,7,101,pauliopt_divide_conquer,844,684,950,688,1.189361
5,7,101,tket_uccs_set,1462,319,1305,1146,0.921116
5,7,101,paulihedral,743,435,767,591,0.111248
5,7,101,pauliopt_steiner_nc,666,340,778,620,0.165474
5,7,101,tket_uccs_pair,1225,424,1106,928,0.923655
5,7,101,pauliopt_ucc,884,367,780,673,0.443626
5,7,101,pauliopt_steiner_clifford,275,196,243,192,0.183685
5,7,101,naive,904,442,1044,885,0.204393
5,7,101,pauliopt_divide_conquer,837,623,953,695,1.165312
6,7,101,tket_uccs_set,1313,313,1116,985,0.824715
6,7,101,paulihedral,696,407,708,539,0.104123
6,7,101,pauliopt_steiner_nc,656,339,778,618,0.213602
6,7,101,tket_uccs_pair,1017,395,936,768,0.876328
6,7,101,pauliopt_ucc,771,392,699,590,0.416128
6,7,101,pauliopt_steiner_clifford,270,195,235,188,0.184864
6,7,101,naive,918,420,1048,894,0.229985
6,7,101,pauliopt_divide_conquer,816,659,949,679,1.149981
7,7,101,tket_uccs_set,1206,277,1021,901,0.720606
7,7,101,paulihedral,700,379,726,562,0.101269
7,7,101,pauliopt_steiner_nc,566,296,675,526,0.182089
7,7,101,pauliopt_ucc,867,392,784,672,0.449563
7,7,101,tket_uccs_pair,1089,374,961,797,0.889292
7,7,101,pauliopt_steiner_clifford,242,171,217,167,0.161764
7,7,101,naive,884,389,1006,862,0.130652
7,7,101,pauliopt_divide_conquer,736,621,836,603,1.133326
8,7,101,tket_uccs_set,1192,297,1044,912,0.837427
8,7,101,paulihedral,691,395,724,551,0.10123
8,7,101,pauliopt_steiner_nc,640,328,735,577,0.142992
8,7,101,pauliopt_ucc,839,382,740,637,0.431033
8,7,101,tket_uccs_pair,1047,375,923,769,0.921728
8,7,101,pauliopt_steiner_clifford,281,200,249,195,0.183853
8,7,101,naive,958,397,1062,915,0.137745
8,7,101,pauliopt_divide_conquer,781,625,887,647,1.180901
9,7,101,tket_uccs_set,1364,296,1196,1061,0.828282
9,7,101,paulihedral,748,417,818,638,0.106946
9,7,101,pauliopt_steiner_nc,636,314,723,582,0.142093
9,7,101,pauliopt_ucc,852,374,754,639,0.444339
9,7,101,tket_uccs_pair,1172,391,1028,854,0.883336
9,7,101,pauliopt_steiner_clifford,263,199,233,186,0.181712
9,7,101,naive,942,415,1074,925,0.178242
9,7,101,pauliopt_divide_conquer,827,657,948,696,1.19574
10,7,101,tket_uccs_set,1242,315,1106,959,0.847899
10,7,101,paulihedral,779,448,790,604,0.163433
10,7,101,pauliopt_steiner_nc,632,336,760,605,0.147911
10,7,101,pauliopt_ucc,919,369,803,697,0.463531
10,7,101,tket_uccs_pair,1156,411,1014,834,0.942079
10,7,101,pauliopt_steiner_clifford,244,171,205,160,0.163755
10,7,101,naive,942,435,1070,917,0.189729
10,7,101,pauliopt_divide_conquer,804,639,939,683,1.207185
11,7,101,tket_uccs_set,1242,314,1157,1004,0.818634
11,7,101,paulihedral,743,447,775,585,0.16421
11,7,101,pauliopt_steiner_nc,698,313,777,628,0.1752
11,7,101,pauliopt_ucc,844,387,751,644,0.449441
11,7,101,tket_uccs_pair,1123,418,1019,839,0.894104
11,7,101,pauliopt_steiner_clifford,277,202,239,185,0.190654
11,7,101,naive,1062,442,1205,1042,0.201639
11,7,101,pauliopt_divide_conquer,826,646,925,686,1.21938
12,7,101,tket_uccs_set,1222,274,1072,954,0.786969
12,7,101,paulihedral,718,379,774,612,0.098275
12,7,101,pauliopt_steiner_nc,636,314,721,572,0.199751
12,7,101,tket_uccs_pair,1028,366,891,743,0.596147
12,7,101,pauliopt_ucc,815,383,729,621,0.426251
12,7,101,pauliopt_steiner_clifford,238,169,202,164,0.155657
12,7,101,naive,910,379,1026,886,0.140543
12,7,101,pauliopt_divide_conquer,749,606,849,612,1.089817
13,7,101,tket_uccs_set,1435,311,1276,1124,0.641787
13,7,101,paulihedral,785,420,765,588,0.107219
13,7,101,pauliopt_steiner_nc,674,355,795,633,0.158402
13,7,101,pauliopt_ucc,884,381,785,681,0.544744
13,7,101,tket_uccs_pair,1211,416,1064,886,0.952859
13,7,101,pauliopt_steiner_clifford,281,198,248,199,0.193916
13,7,101,naive,894,410,1009,860,0.149612
13,7,101,pauliopt_divide_conquer,777,646,893,653,1.269419
14,7,101,tket_uccs_set,1227,287,1078,949,0.936353
14,7,101,paulihedral,702,394,706,540,0.128018
14,7,101,pauliopt_steiner_nc,680,319,752,608,0.220368
14,7,101,tket_uccs_pair,1090,359,995,832,1.011621
14,7,101,pauliopt_ucc,872,393,774,659,0.648349
14,7,101,pauliopt_steiner_clifford,251,184,213,170,0.203896
14,7,101,naive,916,383,1043,904,0.158612
14,7,101,pauliopt_divide_conquer,791,595,868,648,1.320569
15,7,101,tket_uccs_set,1123,285,991,864,0.89422
15,7,101,paulihedral,694,415,740,569,0.103324
15,7,101,pauliopt_steiner_nc,552,311,662,521,0.133308
15,7,101,pauliopt_ucc,876,365,750,645,0.466223
15,7,101,tket_uccs_pair,1122,380,1001,829,0.903382
15,7,101,pauliopt_steiner_clifford,266,205,239,186,0.186147
15,7,101,naive,846,409,961,816,0.214016
15,7,101,pauliopt_divide_conquer,753,625,851,614,1.204791
16,7,101,tket_uccs_set,1160,299,1022,887,0.823894
16,7,101,paulihedral,721,419,748,570,0.107181
16,7,101,pauliopt_steiner_nc,624,315,745,598,0.193689
16,7,101,pauliopt_ucc,872,387,783,673,0.463564
16,7,101,tket_uccs_pair,1165,387,1042,867,0.930972
16,7,101,pauliopt_steiner_clifford,271,208,244,193,0.194939
16,7,101,naive,984,417,1100,953,0.20942
16,7,101,pauliopt_divide_conquer,766,666,879,622,1.227066
17,7,101,tket_uccs_set,1117,294,985,855,0.787089
17,7,101,paulihedral,672,407,687,525,0.102568
17,7,101,pauliopt_steiner_nc,516,285,612,478,0.125795
17,7,101,pauliopt_ucc,854,389,745,638,0.810748
17,7,101,tket_uccs_pair,990,387,908,746,1.247446
17,7,101,pauliopt_steiner_clifford,206,175,192,145,0.181373
17,7,101,naive,838,406,952,806,0.150061
17,7,101,pauliopt_divide_conquer,810,679,945,670,1.441768
18,7,101,tket_uccs_set,1269,301,1121,976,1.068941
18,7,101,paulihedral,689,394,699,538,0.106923
18,7,101,pauliopt_steiner_nc,620,322,713,579,0.142649
18,7,101,pauliopt_ucc,947,392,798,697,0.688022
18,7,101,tket_uccs_pair,1136,379,1015,850,1.107724
18,7,101,pauliopt_steiner_clifford,221,168,208,160,0.153593
18,7,101,naive,882,404,1004,865,0.135998
19,7,101,tket_uccs_set,1323,307,1170,1030,0.630128
18,7,101,pauliopt_divide_conquer,794,639,917,664,1.118913
19,7,101,paulihedral,748,409,740,591,0.134121
19,7,101,pauliopt_steiner_nc,636,316,734,588,0.203313
19,7,101,tket_uccs_pair,1167,410,1036,858,0.90273
19,7,101,pauliopt_ucc,823,356,719,631,0.408737
19,7,101,pauliopt_steiner_clifford,280,207,257,203,0.269005
19,7,101,naive,902,410,1021,881,0.173593
19,7,101,pauliopt_divide_conquer,761,608,873,635,1.196831
0,7,121,tket_uccs_set,1695,388,1459,1294,1.079702
0,7,121,paulihedral,937,519,1006,793,0.14245
0,7,121,pauliopt_steiner_nc,788,417,957,762,0.291739
0,7,121,tket_uccs_pair,1419,508,1278,1063,0.989834
0,7,121,pauliopt_ucc,998,496,890,759,0.720063
0,7,121,pauliopt_steiner_clifford,304,231,274,216,0.273642
0,7,121,naive,1154,528,1312,1124,0.251475
0,7,121,pauliopt_divide_conquer,996,803,1110,810,1.457536
