n_rep,num_qubits,n_gadgets,method,cx,u3,depth,2q_depth,time
9,5,41,paulihedral,88,104,137,81,0.193341
12,5,61,paulihedral,104,121,162,93,0.143129
17,5,41,paulihedral,86,101,130,78,0.189555
8,5,61,paulihedral,108,123,167,99,0.181385
15,5,61,paulihedral,98,118,162,93,0.144843
10,5,61,paulihedral,126,137,191,114,0.182513
18,5,41,paulihedral,90,102,139,84,0.205884
13,5,61,paulihedral,96,109,145,88,0.193171
4,5,61,paulihedral,112,130,167,99,0.216711
9,5,61,paulihedral,124,135,194,115,0.220296
0,5,81,paulihedral,128,159,203,116,0.185904
17,5,61,paulihedral,112,128,175,103,0.188342
5,5,61,paulihedral,104,118,160,95,0.196877
3,5,61,paulihedral,118,134,188,110,0.231767
0,5,61,paulihedral,128,136,199,121,0.237037
6,5,61,paulihedral,120,132,181,111,0.231033
16,5,61,paulihedral,108,135,166,94,0.223403
19,5,61,paulihedral,116,135,194,114,0.225611
11,5,61,paulihedral,126,136,198,120,0.237423
7,5,81,paulihedral,164,181,249,150,0.280805
18,5,61,paulihedral,112,131,173,103,0.231193
3,5,81,paulihedral,154,158,232,144,0.20267
7,5,61,paulihedral,114,128,166,101,0.240227
9,5,81,paulihedral,156,166,233,145,0.228294
15,5,81,paulihedral,140,158,223,131,0.222058
1,5,61,paulihedral,134,153,220,131,0.266066
2,5,61,paulihedral,140,165,228,134,0.268471
14,5,61,paulihedral,132,145,205,123,0.228369
5,5,81,paulihedral,138,161,222,128,0.264678
6,5,81,paulihedral,146,160,232,142,0.271066
13,5,81,paulihedral,138,161,214,123,0.264979
13,5,101,paulihedral,164,182,260,156,0.24299
12,5,81,paulihedral,154,178,233,138,0.269811
8,5,81,paulihedral,136,164,228,130,0.275796
1,5,81,paulihedral,154,171,232,142,0.28275
17,5,81,paulihedral,152,170,240,143,0.253719
8,5,101,paulihedral,172,211,281,158,0.235788
1,5,101,paulihedral,166,195,265,154,0.24638
2,5,81,paulihedral,166,184,253,153,0.296293
11,5,101,paulihedral,188,205,272,165,0.269627
4,5,81,paulihedral,156,181,250,150,0.295878
3,5,101,paulihedral,180,203,280,165,0.268157
6,5,101,paulihedral,200,226,309,186,0.284662
10,5,81,paulihedral,176,178,268,170,0.303056
19,5,81,paulihedral,164,174,250,154,0.279829
18,5,81,paulihedral,168,193,274,159,0.285484
16,5,81,paulihedral,164,186,259,153,0.303084
14,5,81,paulihedral,186,194,271,172,0.310127
4,5,101,paulihedral,178,195,275,169,0.287374
10,5,101,paulihedral,188,216,293,173,0.273029
2,5,101,paulihedral,186,212,289,172,0.298328
11,5,81,paulihedral,192,207,294,180,0.331163
5,5,101,paulihedral,190,212,284,171,0.297808
9,5,101,paulihedral,170,202,260,149,0.286395
12,5,101,paulihedral,188,191,274,172,0.276571
0,5,101,paulihedral,190,207,291,178,0.317455
16,5,101,paulihedral,172,186,263,162,0.2738
15,5,101,paulihedral,182,200,283,173,0.284476
14,5,101,paulihedral,194,212,306,184,0.328341
7,5,101,paulihedral,198,224,308,184,0.349982
18,5,101,paulihedral,178,206,292,171,0.29336
5,5,121,paulihedral,198,218,328,190,0.301809
4,5,121,paulihedral,186,208,289,174,0.308958
17,5,101,paulihedral,202,223,294,184,0.326849
19,5,101,paulihedral,200,238,339,194,0.326342
7,5,121,paulihedral,238,256,384,231,0.310232
0,5,121,paulihedral,202,229,328,196,0.33888
3,5,121,paulihedral,230,260,365,218,0.360354
6,5,121,paulihedral,206,235,319,189,0.343234
16,5,121,paulihedral,188,215,302,176,0.280598
2,5,121,paulihedral,218,240,347,210,0.361653
10,5,121,paulihedral,244,274,374,223,0.317846
1,5,121,paulihedral,232,241,354,220,0.371255
19,5,121,paulihedral,232,251,358,218,0.287899
8,5,121,paulihedral,210,229,337,203,0.338494
18,5,121,paulihedral,208,219,333,202,0.299638
15,5,121,paulihedral,210,235,309,184,0.316672
11,5,121,paulihedral,210,232,323,195,0.339584
12,5,121,paulihedral,212,235,332,197,0.343256
13,5,121,paulihedral,200,230,295,176,0.340993
9,5,121,paulihedral,226,250,342,209,0.375851
3,5,141,paulihedral,232,265,350,208,0.32474
0,5,141,paulihedral,250,273,388,236,0.326307
17,5,121,paulihedral,192,228,304,175,0.335655
7,5,141,paulihedral,260,280,400,242,0.313771
1,5,141,paulihedral,270,301,435,260,0.336185
5,5,141,paulihedral,260,279,395,240,0.348398
13,5,141,paulihedral,256,281,394,240,0.324502
14,5,121,paulihedral,222,256,360,208,0.374243
16,5,141,paulihedral,234,268,363,214,0.312663
18,5,141,paulihedral,264,285,406,243,0.312934
9,5,141,paulihedral,242,273,380,224,0.369623
2,5,141,paulihedral,250,257,378,233,0.391256
12,5,141,paulihedral,258,300,410,238,0.366447
15,5,141,paulihedral,268,296,404,245,0.362691
0,5,161,paulihedral,286,322,428,260,0.364692
14,5,141,paulihedral,280,311,436,264,0.390868
6,5,141,paulihedral,250,293,406,238,0.415838
2,5,161,paulihedral,294,326,459,273,0.368807
8,5,141,paulihedral,254,280,413,243,0.41883
4,5,141,paulihedral,278,292,423,263,0.43551
10,5,161,paulihedral,252,279,389,236,0.337768
10,5,141,paulihedral,260,275,414,251,0.413208
11,5,141,paulihedral,256,279,399,244,0.417301
16,5,161,paulihedral,278,299,424,258,0.307674
5,5,161,paulihedral,302,325,474,284,0.364065
17,5,141,paulihedral,256,286,405,239,0.407114
19,5,141,paulihedral,254,281,401,238,0.401317
14,5,161,paulihedral,272,294,427,259,0.333904
5,5,181,paulihedral,298,328,462,276,0.300441
4,5,181,paulihedral,312,337,494,298,0.298736
1,5,161,paulihedral,270,288,430,258,0.40264
8,5,161,paulihedral,302,330,474,286,0.352105
3,5,161,paulihedral,294,325,449,275,0.393813
7,5,181,paulihedral,344,370,532,319,0.321766
11,5,161,paulihedral,316,341,478,292,0.383021
10,5,181,paulihedral,306,318,473,289,0.332222
4,5,161,paulihedral,278,291,425,264,0.426554
18,5,181,paulihedral,322,344,500,301,0.346934
13,5,161,paulihedral,276,322,446,258,0.40857
1,5,181,paulihedral,296,308,456,280,0.378395
12,5,161,paulihedral,272,301,424,254,0.416037
6,5,181,paulihedral,328,348,510,307,0.372305
9,5,161,paulihedral,290,306,435,269,0.45313
14,5,181,paulihedral,320,346,496,300,0.387516
15,5,181,paulihedral,330,333,499,310,0.383061
6,5,161,paulihedral,304,328,466,280,0.476383
19,5,181,paulihedral,306,346,503,292,0.383892
19,5,161,paulihedral,260,290,414,244,0.422438
7,5,161,paulihedral,312,333,483,295,0.489673
17,5,161,paulihedral,286,310,458,276,0.435513
13,5,181,paulihedral,328,359,507,306,0.407947
15,5,161,paulihedral,294,314,456,280,0.455095
17,5,181,paulihedral,348,361,546,332,0.407162
18,5,161,paulihedral,302,334,476,285,0.467671
3,5,181,paulihedral,342,361,527,323,0.455444
0,5,181,paulihedral,310,349,490,289,0.469724
8,5,181,paulihedral,290,322,455,274,0.4542
16,5,181,paulihedral,312,341,495,298,0.451424
11,5,181,paulihedral,314,338,514,308,0.457851
2,5,181,paulihedral,352,370,549,334,0.487017
9,5,181,paulihedral,340,358,520,318,0.488172
12,5,181,paulihedral,330,368,521,312,0.484334
