n_rep,num_qubits,n_gadgets,method,cx,u3,depth,2q_depth,time
15,5,21,pauliopt_divide_conquer,70,72,98,66,0.097247
15,5,21,naive,84,62,112,83,0.025077
16,5,21,paulihedral,75,62,98,66,0.027772
16,5,21,pauliopt_steiner_nc,94,58,119,88,0.035045
16,5,21,tket_uccs_set,98,53,113,87,0.123627
16,5,21,tket_uccs_pair,93,64,120,88,0.128329
16,5,21,pauliopt_ucc,101,65,116,90,0.05187
16,5,21,pauliopt_steiner_clifford,61,40,65,53,0.034075
16,5,21,naive,128,58,157,128,0.03259
16,5,21,pauliopt_divide_conquer,80,76,106,70,0.095374
17,5,21,paulihedral,85,61,114,77,0.028723
17,5,21,tket_uccs_set,101,52,117,89,0.10213
17,5,21,tket_uccs_pair,88,60,114,82,0.089843
17,5,21,pauliopt_steiner_nc,88,56,111,80,0.022131
17,5,21,pauliopt_steiner_clifford,65,45,73,61,0.027231
17,5,21,pauliopt_ucc,100,73,112,87,0.055702
17,5,21,naive,116,64,148,114,0.034207
17,5,21,pauliopt_divide_conquer,73,59,96,69,0.093568
18,5,21,paulihedral,109,79,138,96,0.027388
18,5,21,pauliopt_steiner_nc,108,70,137,104,0.032053
18,5,21,tket_uccs_set,141,64,154,125,0.108281
18,5,21,tket_uccs_pair,128,75,145,109,0.120626
18,5,21,pauliopt_ucc,116,83,129,102,0.055437
18,5,21,pauliopt_steiner_clifford,61,57,70,50,0.027054
18,5,21,naive,134,79,165,131,0.034543
18,5,21,pauliopt_divide_conquer,102,103,134,92,0.104565
19,5,21,paulihedral,66,51,85,57,0.021474
19,5,21,tket_uccs_set,105,54,123,99,0.095399
19,5,21,pauliopt_steiner_nc,66,51,93,63,0.021242
19,5,21,tket_uccs_pair,84,55,102,72,0.116671
19,5,21,pauliopt_ucc,116,68,133,108,0.050765
19,5,21,pauliopt_steiner_clifford,41,37,52,37,0.024811
19,5,21,naive,78,52,95,70,0.031287
19,5,21,pauliopt_divide_conquer,83,77,119,80,0.106453
0,5,41,paulihedral,121,93,154,106,0.038881
0,5,41,tket_uccs_set,182,78,189,161,0.145228
0,5,41,pauliopt_steiner_nc,120,85,163,116,0.034122
0,5,41,tket_uccs_pair,168,90,189,145,0.170433
0,5,41,pauliopt_ucc,175,109,193,157,0.099002
0,5,41,pauliopt_steiner_clifford,56,63,68,46,0.046377
0,5,41,naive,166,96,207,164,0.047932
0,5,41,pauliopt_divide_conquer,155,133,198,138,0.198971
1,5,41,paulihedral,141,112,181,120,0.030944
1,5,41,pauliopt_steiner_nc,114,90,166,114,0.034931
1,5,41,tket_uccs_set,219,94,242,197,0.20478
1,5,41,tket_uccs_pair,154,109,193,135,0.18774
1,5,41,pauliopt_ucc,209,121,234,188,0.090091
1,5,41,pauliopt_steiner_clifford,72,65,79,57,0.04602
1,5,41,naive,178,108,218,166,0.038659
1,5,41,pauliopt_divide_conquer,160,145,216,144,0.190682
2,5,41,paulihedral,164,122,211,147,0.056923
2,5,41,tket_uccs_set,235,99,255,204,0.219478
2,5,41,pauliopt_steiner_nc,152,100,200,145,0.061548
2,5,41,tket_uccs_pair,188,110,219,164,0.22182
2,5,41,pauliopt_steiner_clifford,86,69,100,74,0.043546
2,5,41,pauliopt_ucc,208,125,232,190,0.089299
2,5,41,naive,206,124,262,203,0.063649
2,5,41,pauliopt_divide_conquer,180,168,226,154,0.198343
3,5,41,paulihedral,176,128,213,148,0.047077
3,5,41,pauliopt_steiner_nc,150,108,206,149,0.048057
3,5,41,tket_uccs_set,226,110,255,204,0.204921
3,5,41,pauliopt_ucc,209,119,231,186,0.105521
3,5,41,tket_uccs_pair,233,128,267,199,0.251283
3,5,41,pauliopt_steiner_clifford,81,70,89,65,0.054427
3,5,41,naive,236,133,294,232,0.065284
3,5,41,pauliopt_divide_conquer,187,177,253,173,0.23742
4,5,41,paulihedral,127,111,168,110,0.037966
4,5,41,tket_uccs_set,156,85,188,145,0.167914
4,5,41,tket_uccs_pair,167,90,204,155,0.178419
4,5,41,pauliopt_steiner_nc,128,103,179,123,0.034461
4,5,41,pauliopt_steiner_clifford,77,68,88,64,0.036701
4,5,41,pauliopt_ucc,170,97,182,150,0.092163
4,5,41,naive,158,111,202,147,0.037021
4,5,41,pauliopt_divide_conquer,145,140,202,131,0.197025
5,5,41,tket_uccs_set,197,94,208,166,0.201669
5,5,41,paulihedral,144,117,200,136,0.031652
5,5,41,pauliopt_ucc,179,126,198,157,0.086749
5,5,41,pauliopt_steiner_nc,158,101,208,153,0.099636
5,5,41,tket_uccs_pair,186,112,206,156,0.273905
5,5,41,pauliopt_steiner_clifford,74,68,88,60,0.035261
5,5,41,naive,194,120,250,192,0.057948
5,5,41,pauliopt_divide_conquer,155,160,211,143,0.196512
6,5,41,tket_uccs_set,251,104,270,217,0.197513
6,5,41,paulihedral,167,137,222,149,0.047216
6,5,41,pauliopt_steiner_nc,170,118,225,164,0.043354
6,5,41,tket_uccs_pair,258,121,275,220,0.239326
6,5,41,pauliopt_steiner_clifford,92,75,109,82,0.05705
6,5,41,pauliopt_ucc,204,121,220,177,0.09799
6,5,41,naive,242,138,303,238,0.055694
6,5,41,pauliopt_divide_conquer,188,173,252,171,0.20551
7,5,41,paulihedral,159,117,203,141,0.036715
7,5,41,tket_uccs_set,225,100,242,193,0.176765
7,5,41,pauliopt_steiner_nc,144,88,188,136,0.034478
7,5,41,tket_uccs_pair,171,121,204,150,0.202958
7,5,41,pauliopt_ucc,207,123,237,190,0.093416
7,5,41,pauliopt_steiner_clifford,85,67,102,80,0.044841
7,5,41,naive,236,119,294,234,0.04702
7,5,41,pauliopt_divide_conquer,155,156,217,145,0.180605
8,5,41,paulihedral,160,140,204,134,0.043725
8,5,41,pauliopt_steiner_nc,176,113,237,171,0.051415
8,5,41,tket_uccs_set,261,110,278,228,0.190871
8,5,41,tket_uccs_pair,227,140,262,193,0.223185
8,5,41,pauliopt_ucc,201,118,219,178,0.095694
8,5,41,pauliopt_steiner_clifford,93,84,111,77,0.055986
8,5,41,naive,292,146,348,282,0.056839
8,5,41,pauliopt_divide_conquer,171,171,230,153,0.228178
9,5,41,paulihedral,156,120,202,139,0.040367
9,5,41,tket_uccs_set,210,95,241,192,0.194966
9,5,41,pauliopt_steiner_nc,162,96,208,154,0.035178
9,5,41,pauliopt_ucc,197,117,223,178,0.103988
9,5,41,tket_uccs_pair,219,113,256,201,0.202918
9,5,41,pauliopt_steiner_clifford,86,81,95,70,0.047644
9,5,41,naive,256,125,302,246,0.057717
9,5,41,pauliopt_divide_conquer,169,164,225,152,0.201111
10,5,41,paulihedral,167,138,211,143,0.038598
10,5,41,pauliopt_steiner_nc,150,108,208,150,0.0493
10,5,41,tket_uccs_set,246,107,281,224,0.194772
10,5,41,tket_uccs_pair,200,129,228,168,0.219325
10,5,41,pauliopt_ucc,193,109,214,172,0.092195
10,5,41,pauliopt_steiner_clifford,83,77,104,77,0.049505
10,5,41,naive,214,140,265,202,0.054144
10,5,41,pauliopt_divide_conquer,188,185,268,179,0.221006
11,5,41,paulihedral,166,120,211,149,0.04094
11,5,41,tket_uccs_set,210,89,230,186,0.180423
11,5,41,pauliopt_steiner_nc,160,104,207,151,0.041351
11,5,41,tket_uccs_pair,193,109,218,167,0.19825
11,5,41,pauliopt_steiner_clifford,79,61,92,70,0.045464
11,5,41,pauliopt_ucc,209,124,226,183,0.113234
11,5,41,naive,234,119,286,229,0.051922
11,5,41,pauliopt_divide_conquer,179,164,234,162,0.290994
12,5,41,tket_uccs_set,172,80,195,160,0.241417
12,5,41,tket_uccs_pair,182,101,209,157,0.218383
12,5,41,paulihedral,132,106,168,114,0.037611
12,5,41,pauliopt_steiner_nc,120,93,165,115,0.033111
12,5,41,pauliopt_steiner_clifford,82,62,90,72,0.038437
12,5,41,naive,176,110,226,174,0.047336
12,5,41,pauliopt_ucc,194,116,203,167,0.15432
12,5,41,pauliopt_divide_conquer,145,150,194,126,0.172221
13,5,41,paulihedral,124,107,159,106,0.032139
13,5,41,pauliopt_steiner_nc,120,91,166,119,0.041707
13,5,41,tket_uccs_set,203,86,227,186,0.184107
13,5,41,tket_uccs_pair,167,96,197,150,0.198027
13,5,41,pauliopt_ucc,176,101,188,154,0.097348
13,5,41,pauliopt_steiner_clifford,68,61,77,58,0.039399
13,5,41,naive,160,103,209,157,0.040599
13,5,41,pauliopt_divide_conquer,149,136,202,139,0.195933
14,5,41,paulihedral,162,129,207,141,0.04418
14,5,41,tket_uccs_set,203,101,236,182,0.224554
14,5,41,tket_uccs_pair,193,115,229,168,0.230246
14,5,41,pauliopt_steiner_nc,170,115,228,168,0.051339
14,5,41,pauliopt_steiner_clifford,90,69,104,82,0.047446
14,5,41,pauliopt_ucc,186,119,221,174,0.113073
14,5,41,naive,250,132,303,244,0.053379
14,5,41,pauliopt_divide_conquer,201,164,259,184,0.201755
15,5,41,paulihedral,166,121,213,152,0.040522
15,5,41,tket_uccs_set,219,90,243,199,0.197958
15,5,41,pauliopt_steiner_nc,152,102,204,150,0.043403
15,5,41,tket_uccs_pair,170,110,192,138,0.21714
15,5,41,pauliopt_steiner_clifford,78,70,90,66,0.043757
15,5,41,pauliopt_ucc,203,111,220,181,0.098897
15,5,41,naive,198,114,243,192,0.045238
15,5,41,pauliopt_divide_conquer,149,149,202,136,0.209832
16,5,41,paulihedral,161,120,206,144,0.037235
16,5,41,tket_uccs_set,191,100,216,168,0.187224
16,5,41,pauliopt_steiner_nc,150,96,199,146,0.042553
16,5,41,tket_uccs_pair,197,118,228,170,0.215741
16,5,41,pauliopt_ucc,211,123,236,195,0.098705
16,5,41,pauliopt_steiner_clifford,86,64,94,74,0.043269
16,5,41,naive,218,121,274,213,0.045657
16,5,41,pauliopt_divide_conquer,155,139,201,140,0.208366
17,5,41,paulihedral,139,114,176,119,0.035826
17,5,41,tket_uccs_set,193,87,218,176,0.16709
17,5,41,pauliopt_steiner_nc,148,101,198,148,0.044256
17,5,41,tket_uccs_pair,180,101,216,167,0.203415
17,5,41,pauliopt_ucc,200,110,228,181,0.09313
17,5,41,pauliopt_steiner_clifford,83,66,95,73,0.046313
17,5,41,naive,188,112,238,183,0.056641
17,5,41,pauliopt_divide_conquer,161,138,218,154,0.192977
18,5,41,paulihedral,165,120,205,141,0.035486
18,5,41,pauliopt_steiner_nc,166,107,221,162,0.051378
18,5,41,tket_uccs_set,213,99,234,186,0.223094
18,5,41,tket_uccs_pair,193,117,232,171,0.232416
18,5,41,pauliopt_ucc,205,116,227,184,0.096522
18,5,41,pauliopt_steiner_clifford,94,76,105,76,0.042351
18,5,41,naive,214,120,272,212,0.051099
18,5,41,pauliopt_divide_conquer,173,157,240,166,0.217727
19,5,41,paulihedral,136,106,177,120,0.030245
19,5,41,tket_uccs_set,176,94,198,155,0.269258
19,5,41,pauliopt_steiner_nc,120,85,161,115,0.123242
19,5,41,tket_uccs_pair,179,106,203,153,0.271825
19,5,41,pauliopt_steiner_clifford,83,54,95,75,0.038837
19,5,41,pauliopt_ucc,162,123,187,144,0.083046
19,5,41,naive,174,107,217,167,0.047031
19,5,41,pauliopt_divide_conquer,149,114,181,135,0.179421
0,5,61,paulihedral,169,143,216,144,0.045418
0,5,61,pauliopt_steiner_nc,164,109,225,164,0.04896
0,5,61,tket_uccs_set,209,103,227,179,0.213651
0,5,61,tket_uccs_pair,235,139,267,201,0.261631
0,5,61,pauliopt_ucc,196,120,220,174,0.124665
0,5,61,pauliopt_steiner_clifford,86,72,98,73,0.062255
