,t,fid_default,fid_ours,fid_tket
0,0.0,1.0,1.0,1.0
1,0.02564102564102564,0.9999997507137048,0.9999400375083887,0.9950674268627285
2,0.05128205128205128,0.9999960175271287,0.9997557036097589,0.9804228674494014
3,0.07692307692307693,0.999979890258431,0.9994337480218894,0.9565178109615042
4,0.10256410256410256,0.9999366712217044,0.9989523826145537,0.924078681923729
5,0.1282051282051282,0.9998461039093263,0.9982817215194087,0.8840697260527551
6,0.15384615384615385,0.999682692466975,0.997384390309433,0.8376448107018835
7,0.1794871794871795,0.9994161108454204,0.9962162968893701,0.7860914910201428
8,0.20512820512820512,0.9990116996118042,0.9947275541405046,0.7307711152507324
9,0.23076923076923075,0.9984310471329274,0.9928635414821506,0.6730588431663018
10,0.2564102564102564,0.997632650193267,0.9905660893760655,0.6142872354835245
11,0.28205128205128205,0.9965726471067967,0.9877747674789262,0.5556965751006588
12,0.3076923076923077,0.9952056140888259,0.984428253755473,0.4983943647148263
13,0.3333333333333333,0.9934854131718209,0.9804657585501281,0.4433255891023128
14,0.358974358974359,0.991366077411454,0.9758284745584269,0.3912544216070347
15,0.3846153846153846,0.9888027166930975,0.9704610210391126,0.34275717901742603
16,0.41025641025641024,0.9857524252886161,0.9643128486677852,0.29822556213496537
17,0.4358974358974359,0.9821751706051212,0.9573395703494119,0.25787861820333274
18,0.4615384615384615,0.9780346414779898,0.9495041832518178,0.22178146088247302
19,0.48717948717948717,0.9732990340324557,0.9407781484301946,0.18986859467944414
20,0.5128205128205128,0.9679417536775928,0.93114229676768,0.16196970233282978
21,0.5384615384615384,0.961942013260634,0.9205875335817508,0.13783593571761024
22,0.5641025641025641,0.9552853098002692,0.909115319095676,0.11716506064135845
23,0.5897435897435898,0.9479637654758764,0.8967379079322743,0.09962419428259525
24,0.6153846153846154,0.9399763225579941,0.883478337668469,0.08486929180061918
25,0.641025641025641,0.9313287865524615,0.8693701640457666,0.07256094211036467
26,0.6666666666666666,0.9220337167809373,0.8544569483632644,0.06237638770701392
27,0.6923076923076923,0.9121101686912249,0.8387915105506487,0.054017967115072
28,0.717948717948718,0.9015832971243573,0.8224349690735788,0.04721838037727528
29,0.7435897435897436,0.8904838343120698,0.8054555958117056,0.041743298091617226
30,0.7692307692307692,0.8788474603105935,0.7879275200424434,0.03739188133713168
31,0.7948717948717948,0.8667140867062303,0.7699293203782875,0.033995767321220116
32,0.8205128205128205,0.8541270766194089,0.7515425467225734,0.03141702009448627
33,0.8461538461538461,0.8411324252086649,0.7328502158847591,0.02954546344028094
34,0.8717948717948718,0.8277779250210237,0.7139353243761988,0.02829571829838559
35,0.8974358974358974,0.8141123396961019,0.6948794201246671,0.027604171080344363
36,0.923076923076923,0.8001846078084739,0.6757612715213066,0.027426010035636304
37,0.9487179487179487,0.7860430961710096,0.6566556675460057,0.027732389684992084
38,0.9743589743589743,0.7717349188951328,0.6376323769669652,0.028507721416889682
39,1.0,0.7573053351048499,0.6187552880827529,0.02974704349387866
