,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
329,2,16,81,ours_random,69,63,150,0.030411958694458008,102,76
330,2,16,81,ours_temp,73,66,121,1.3654274940490723,98,69
331,2,16,81,Bravyi et al. (qiskit),38,29,196,0.013464212417602539,136,117
332,3,16,81,ours,73,71,218,0.03391528129577637,144,117
333,3,16,81,ours_random,81,87,150,0.030032873153686523,140,107
334,3,16,81,ours_temp,54,57,99,1.3770530223846436,90,61
335,3,16,81,Bravyi et al. (qiskit),41,34,139,0.01212453842163086,99,81
336,4,16,81,ours,65,75,187,0.03280305862426758,128,102
337,4,16,81,ours_random,95,87,216,0.03480243682861328,130,106
338,4,16,81,ours_temp,65,70,182,1.530771017074585,125,95
339,4,16,81,Bravyi et al. (qiskit),45,39,199,0.013872385025024414,139,115
340,5,16,81,ours,68,73,206,0.031511545181274414,131,109
341,5,16,81,ours_random,81,56,242,0.03319883346557617,148,127
342,5,16,81,ours_temp,67,65,149,1.3863446712493896,109,89
343,5,16,81,Bravyi et al. (qiskit),46,31,196,0.02206563949584961,131,110
344,6,16,81,ours,86,62,146,0.05069613456726074,108,84
345,6,16,81,ours_random,67,68,173,0.030611038208007812,113,88
346,6,16,81,ours_temp,75,63,142,1.5150671005249023,97,74
347,6,16,81,Bravyi et al. (qiskit),44,29,214,0.01995372772216797,154,132
348,7,16,81,ours,62,80,198,0.035146474838256836,112,93
349,7,16,81,ours_random,105,85,231,0.037458181381225586,136,114
350,7,16,81,ours_temp,79,79,161,1.4887728691101074,111,84
351,7,16,81,Bravyi et al. (qiskit),64,58,274,0.0182797908782959,198,156
352,8,16,81,ours,53,58,103,0.027797698974609375,73,51
353,8,16,81,ours_random,79,84,171,0.031027555465698242,111,91
354,8,16,81,ours_temp,57,66,87,1.2127370834350586,69,47
355,8,16,81,Bravyi et al. (qiskit),39,55,156,0.016410112380981445,116,88
356,9,16,81,ours,79,76,198,0.034056663513183594,112,93
357,9,16,81,ours_random,63,82,163,0.02959895133972168,117,98
358,9,16,81,ours_temp,61,66,165,1.5406925678253174,107,84
359,9,16,81,Bravyi et al. (qiskit),46,49,201,0.015366315841674805,173,127
360,10,16,81,ours,60,71,145,0.028017282485961914,111,79
361,10,16,81,ours_random,66,76,168,0.030358552932739258,120,95
362,10,16,81,ours_temp,44,72,139,1.237638235092163,92,67
363,10,16,81,Bravyi et al. (qiskit),42,38,146,0.014780759811401367,118,91
364,11,16,81,ours,69,67,147,0.029584884643554688,103,73
365,11,16,81,ours_random,83,75,181,0.03127598762512207,136,102
366,11,16,81,ours_temp,78,77,143,1.2785553932189941,96,70
367,11,16,81,Bravyi et al. (qiskit),45,44,120,0.012640237808227539,110,65
368,12,16,81,ours,47,47,93,0.024989604949951172,75,60
369,12,16,81,ours_random,49,49,140,0.027121782302856445,89,73
370,12,16,81,ours_temp,51,52,75,1.11635160446167,75,51
371,12,16,81,Bravyi et al. (qiskit),34,42,67,0.011815309524536133,58,41
372,13,16,81,ours,51,52,205,0.03381061553955078,120,106
373,13,16,81,ours_random,92,89,189,0.03476142883300781,132,104
374,13,16,81,ours_temp,60,68,148,1.5309593677520752,98,75
375,13,16,81,Bravyi et al. (qiskit),47,50,183,0.014641523361206055,131,102
376,14,16,81,ours,63,61,165,0.030350446701049805,113,92
377,14,16,81,ours_random,53,57,154,0.02922201156616211,101,83
378,14,16,81,ours_temp,61,56,141,1.3378844261169434,89,66
379,14,16,81,Bravyi et al. (qiskit),33,54,196,0.014725685119628906,173,138
380,15,16,81,ours,91,75,165,0.03497576713562012,97,68
381,15,16,81,ours_random,70,77,151,0.03043961524963379,107,81
382,15,16,81,ours_temp,60,66,145,1.4184794425964355,90,70
383,15,16,81,Bravyi et al. (qiskit),42,41,123,0.012293338775634766,80,59
384,16,16,81,ours,55,54,85,0.02620697021484375,79,56
385,16,16,81,ours_random,63,58,145,0.03339529037475586,94,70
386,16,16,81,ours_temp,43,55,73,1.262378454208374,73,52
387,16,16,81,Bravyi et al. (qiskit),44,39,139,0.014370918273925781,128,94
388,17,16,81,ours,80,76,165,0.04564952850341797,99,83
389,17,16,81,ours_random,83,79,166,0.042368173599243164,127,92
390,17,16,81,ours_temp,86,87,165,1.6706228256225586,108,84
391,17,16,81,Bravyi et al. (qiskit),41,48,181,0.013353586196899414,126,85
392,18,16,81,ours,60,74,145,0.03021979331970215,99,74
393,18,16,81,ours_random,96,84,165,0.03139376640319824,112,86
394,18,16,81,ours_temp,50,67,80,1.2823700904846191,70,46
395,18,16,81,Bravyi et al. (qiskit),47,38,130,0.013484477996826172,103,76
396,19,16,81,ours,70,69,143,0.035860538482666016,104,84
397,19,16,81,ours_random,80,81,236,0.04545712471008301,141,121
398,19,16,81,ours_temp,50,57,123,1.4527356624603271,89,67
399,19,16,81,Bravyi et al. (qiskit),35,40,193,0.016051054000854492,168,142
400,0,16,101,ours,84,87,261,0.03551840782165527,150,126
401,0,16,101,ours_random,91,94,225,0.0366358757019043,131,102
402,0,16,101,ours_temp,83,72,144,1.6747121810913086,112,87
