,n_rep,num_qubits,n_gadgets,method,h,s,cx
0,0,27,1,ours,1,0,0
1,0,27,1,qiskit transpile,1,0,0
2,0,27,1,Bravyi et al. (qiskit),1,0,0
3,0,27,1,Ewout van den Berg (stim),3,0,0
4,1,27,1,ours,0,0,1
5,1,27,1,qiskit transpile,0,0,1
6,1,27,1,Bravyi et al. (qiskit),0,0,1
7,1,27,1,Ewout van den Berg (stim),2,0,1
8,2,27,1,ours,1,0,0
9,2,27,1,qiskit transpile,1,0,0
10,2,27,1,Bravyi et al. (qiskit),1,0,0
11,2,27,1,Ewout van den Berg (stim),3,0,0
12,3,27,1,ours,0,0,1
13,3,27,1,qiskit transpile,0,0,1
14,3,27,1,Bravyi et al. (qiskit),0,0,1
15,3,27,1,Ewout van den Berg (stim),2,0,1
16,4,27,1,ours,1,0,0
17,4,27,1,qiskit transpile,1,0,0
18,4,27,1,Bravyi et al. (qiskit),1,0,0
19,4,27,1,Ewout van den Berg (stim),3,0,0
20,5,27,1,ours,1,0,0
21,5,27,1,qiskit transpile,1,0,0
22,5,27,1,Bravyi et al. (qiskit),1,0,0
23,5,27,1,Ewout van den Berg (stim),3,0,0
24,6,27,1,ours,0,0,1
25,6,27,1,qiskit transpile,0,0,1
26,6,27,1,Bravyi et al. (qiskit),0,0,1
27,6,27,1,Ewout van den Berg (stim),2,0,1
28,7,27,1,ours,1,0,0
29,7,27,1,qiskit transpile,1,0,0
30,7,27,1,Bravyi et al. (qiskit),1,0,0
31,7,27,1,Ewout van den Berg (stim),3,0,0
32,8,27,1,ours,0,0,1
33,8,27,1,qiskit transpile,0,0,1
34,8,27,1,Bravyi et al. (qiskit),0,0,1
35,8,27,1,Ewout van den Berg (stim),2,0,1
36,9,27,1,ours,0,0,1
37,9,27,1,qiskit transpile,0,0,1
38,9,27,1,Bravyi et al. (qiskit),0,0,1
39,9,27,1,Ewout van den Berg (stim),2,0,1
40,10,27,1,ours,0,0,1
41,10,27,1,qiskit transpile,0,0,1
42,10,27,1,Bravyi et al. (qiskit),0,0,1
43,10,27,1,Ewout van den Berg (stim),2,0,1
44,11,27,1,ours,0,1,0
45,11,27,1,qiskit transpile,0,1,0
46,11,27,1,Bravyi et al. (qiskit),0,1,0
47,11,27,1,Ewout van den Berg (stim),2,1,0
48,12,27,1,ours,0,1,0
49,12,27,1,qiskit transpile,0,1,0
50,12,27,1,Bravyi et al. (qiskit),0,1,0
51,12,27,1,Ewout van den Berg (stim),2,1,0
52,13,27,1,ours,0,1,0
53,13,27,1,qiskit transpile,0,1,0
54,13,27,1,Bravyi et al. (qiskit),0,1,0
55,13,27,1,Ewout van den Berg (stim),2,1,0
56,14,27,1,ours,1,0,0
57,14,27,1,qiskit transpile,1,0,0
58,14,27,1,Bravyi et al. (qiskit),1,0,0
59,14,27,1,Ewout van den Berg (stim),3,0,0
60,15,27,1,ours,1,0,0
61,15,27,1,qiskit transpile,1,0,0
62,15,27,1,Bravyi et al. (qiskit),1,0,0
63,15,27,1,Ewout van den Berg (stim),3,0,0
64,16,27,1,ours,0,0,1
65,16,27,1,qiskit transpile,0,0,1
66,16,27,1,Bravyi et al. (qiskit),0,0,1
67,16,27,1,Ewout van den Berg (stim),2,0,1
68,17,27,1,ours,0,1,0
69,17,27,1,qiskit transpile,0,1,0
70,17,27,1,Bravyi et al. (qiskit),0,1,0
71,17,27,1,Ewout van den Berg (stim),2,1,0
72,18,27,1,ours,1,0,0
73,18,27,1,qiskit transpile,1,0,0
74,18,27,1,Bravyi et al. (qiskit),1,0,0
75,18,27,1,Ewout van den Berg (stim),3,0,0
76,19,27,1,ours,0,1,0
77,19,27,1,qiskit transpile,0,1,0
78,19,27,1,Bravyi et al. (qiskit),0,1,0
79,19,27,1,Ewout van den Berg (stim),2,1,0
80,0,27,41,ours,33,36,23
81,0,27,41,qiskit transpile,14,13,14
82,0,27,41,Bravyi et al. (qiskit),21,18,18
83,0,27,41,Ewout van den Berg (stim),21,18,18
84,1,27,41,ours,24,36,17
85,1,27,41,qiskit transpile,15,12,14
86,1,27,41,Bravyi et al. (qiskit),25,23,19
87,1,27,41,Ewout van den Berg (stim),25,18,19
88,2,27,41,ours,39,57,50
89,2,27,41,qiskit transpile,10,17,14
90,2,27,41,Bravyi et al. (qiskit),22,21,27
91,2,27,41,Ewout van den Berg (stim),33,27,35
92,3,27,41,ours,29,27,28
93,3,27,41,qiskit transpile,18,10,13
94,3,27,41,Bravyi et al. (qiskit),27,24,18
95,3,27,41,Ewout van den Berg (stim),27,24,18
96,4,27,41,ours,27,38,34
97,4,27,41,qiskit transpile,9,13,19
98,4,27,41,Bravyi et al. (qiskit),15,25,27
99,4,27,41,Ewout van den Berg (stim),15,25,27
100,5,27,41,ours,16,23,11
101,5,27,41,qiskit transpile,14,19,8
102,5,27,41,Bravyi et al. (qiskit),19,25,12
103,5,27,41,Ewout van den Berg (stim),19,25,12
104,6,27,41,ours,30,52,23
105,6,27,41,qiskit transpile,11,18,12
106,6,27,41,Bravyi et al. (qiskit),13,19,14
107,6,27,41,Ewout van den Berg (stim),13,19,14
108,7,27,41,ours,19,34,26
109,7,27,41,qiskit transpile,7,20,14
110,7,27,41,Bravyi et al. (qiskit),13,26,21
111,7,27,41,Ewout van den Berg (stim),23,33,29
112,8,27,41,ours,31,38,16
113,8,27,41,qiskit transpile,12,13,16
114,8,27,41,Bravyi et al. (qiskit),21,19,19
115,8,27,41,Ewout van den Berg (stim),21,19,19
116,9,27,41,ours,16,19,14
117,9,27,41,qiskit transpile,14,13,14
118,9,27,41,Bravyi et al. (qiskit),16,13,20
119,9,27,41,Ewout van den Berg (stim),16,13,20
120,10,27,41,ours,36,41,39
121,10,27,41,qiskit transpile,12,11,18
122,10,27,41,Bravyi et al. (qiskit),22,13,26
123,10,27,41,Ewout van den Berg (stim),24,13,26
124,11,27,41,ours,13,23,20
125,11,27,41,qiskit transpile,9,16,16
126,11,27,41,Bravyi et al. (qiskit),23,23,27
127,11,27,41,Ewout van den Berg (stim),21,21,25
128,12,27,41,ours,15,19,15
129,12,27,41,qiskit transpile,14,12,15
130,12,27,41,Bravyi et al. (qiskit),16,16,23
131,12,27,41,Ewout van den Berg (stim),18,17,25
132,13,27,41,ours,28,27,46
133,13,27,41,qiskit transpile,12,14,15
134,13,27,41,Bravyi et al. (qiskit),21,25,21
135,13,27,41,Ewout van den Berg (stim),21,25,21
136,14,27,41,ours,27,36,29
137,14,27,41,qiskit transpile,10,18,13
138,14,27,41,Bravyi et al. (qiskit),18,23,16
139,14,27,41,Ewout van den Berg (stim),18,23,19
140,15,27,41,ours,26,38,26
141,15,27,41,qiskit transpile,14,15,12
142,15,27,41,Bravyi et al. (qiskit),17,24,17
143,15,27,41,Ewout van den Berg (stim),17,24,17
144,16,27,41,ours,26,30,32
145,16,27,41,qiskit transpile,11,13,17
146,16,27,41,Bravyi et al. (qiskit),16,19,16
