,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
0,0,16,1,ours,0,1,0,0.05286979675292969,2,2
1,0,16,1,qiskit transpile,0,1,0,0.00453495979309082,1,1
2,0,16,1,Bravyi et al. (qiskit),0,1,0,0.003889799118041992,1,1
3,0,16,1,Ewout van den Berg (stim),0,1,0,0.007484912872314453,1,1
4,0,16,1,Duncan et al (pyzx),0,1,0,0.005288839340209961,1,1
5,0,16,1,Maslov et al,32,1,615,0.059185028076171875,85,85
6,1,16,1,ours,0,1,0,0.05273294448852539,2,2
7,1,16,1,qiskit transpile,0,1,0,0.00439906120300293,1,1
8,1,16,1,Bravyi et al. (qiskit),0,1,0,0.004057884216308594,1,1
9,1,16,1,Ewout van den Berg (stim),0,1,0,0.00442194938659668,1,1
10,1,16,1,Duncan et al (pyzx),0,1,0,0.005547046661376953,1,1
11,1,16,1,Maslov et al,32,1,615,0.08227181434631348,85,85
12,2,16,1,ours,0,0,1,0.05222511291503906,2,2
13,2,16,1,qiskit transpile,0,0,1,0.004497051239013672,1,1
14,2,16,1,Bravyi et al. (qiskit),0,0,1,0.014394283294677734,1,1
15,2,16,1,Ewout van den Berg (stim),0,0,1,0.011415958404541016,1,1
16,2,16,1,Duncan et al (pyzx),0,0,1,0.014145851135253906,1,1
17,2,16,1,Maslov et al,32,0,614,0.06362390518188477,84,84
18,3,16,1,ours,1,0,0,0.07321310043334961,2,2
19,3,16,1,qiskit transpile,1,0,0,0.0033111572265625,1,1
20,3,16,1,Bravyi et al. (qiskit),1,0,0,0.005000114440917969,1,1
21,3,16,1,Ewout van den Berg (stim),1,0,0,0.005167961120605469,1,1
22,3,16,1,Duncan et al (pyzx),1,0,0,0.009891271591186523,1,1
23,3,16,1,Maslov et al,31,0,615,0.12986087799072266,84,84
24,4,16,1,ours,0,1,0,0.0697019100189209,2,2
25,4,16,1,qiskit transpile,0,1,0,0.003751993179321289,1,1
26,4,16,1,Bravyi et al. (qiskit),0,1,0,0.0055658817291259766,1,1
27,4,16,1,Ewout van den Berg (stim),0,1,0,0.009814977645874023,1,1
28,4,16,1,Duncan et al (pyzx),0,1,0,0.006146907806396484,1,1
29,4,16,1,Maslov et al,32,1,615,0.06229996681213379,85,85
30,5,16,1,ours,1,0,0,0.04670095443725586,2,2
31,5,16,1,qiskit transpile,1,0,0,0.0037589073181152344,1,1
