,n_rep,num_qubits,n_gadgets,method,h,s,cx
503,5,127,2401,Ewout van den Berg (stim),233762,4274,114067
504,6,127,2401,ours,6105,4323,18531
505,6,127,2401,qiskit transpile,32514,805,16194
506,6,127,2401,Bravyi et al. (qiskit),232980,3606,117234
507,6,127,2401,Ewout van den Berg (stim),234621,4145,113496
508,7,127,2401,ours,5975,4224,18448
509,7,127,2401,qiskit transpile,30300,798,15131
510,7,127,2401,Bravyi et al. (qiskit),226787,3543,113600
511,7,127,2401,Ewout van den Berg (stim),229569,4220,114454
512,8,127,2401,ours,5880,4197,18683
513,8,127,2401,qiskit transpile,30672,791,15265
514,8,127,2401,Bravyi et al. (qiskit),222249,3565,111382
515,8,127,2401,Ewout van den Berg (stim),231723,4142,115461
516,9,127,2401,ours,6114,4255,18816
517,9,127,2401,qiskit transpile,33261,788,16596
518,9,127,2401,Bravyi et al. (qiskit),234232,3712,116358
519,9,127,2401,Ewout van den Berg (stim),239864,4357,116264
520,10,127,2401,ours,6092,4323,18700
521,10,127,2401,qiskit transpile,31767,813,15724
522,10,127,2401,Bravyi et al. (qiskit),227136,3631,114815
523,10,127,2401,Ewout van den Berg (stim),229091,4187,113184
524,11,127,2401,ours,6145,4207,18553
525,11,127,2401,qiskit transpile,32400,808,16122
526,11,127,2401,Bravyi et al. (qiskit),223837,3758,111873
