,n_rep,num_qubits,n_gadgets,method,h,s,cx
571,2,65,701,Ewout van den Berg (stim),1203,630,19499
572,3,65,701,ours,1442,1009,4342
573,3,65,701,qiskit transpile,223,227,2847
574,3,65,701,Bravyi et al. (qiskit),810,663,16158
575,3,65,701,Ewout van den Berg (stim),1366,861,22669
576,4,65,701,ours,1343,951,4261
577,4,65,701,qiskit transpile,249,226,2444
578,4,65,701,Bravyi et al. (qiskit),741,550,13039
579,4,65,701,Ewout van den Berg (stim),1203,665,19435
580,5,65,701,ours,1350,1029,4220
581,5,65,701,qiskit transpile,229,243,2477
582,5,65,701,Bravyi et al. (qiskit),666,504,12303
583,5,65,701,Ewout van den Berg (stim),1467,894,24321
584,6,65,701,ours,1426,1005,4361
585,6,65,701,qiskit transpile,258,227,2433
586,6,65,701,Bravyi et al. (qiskit),799,639,13808
587,6,65,701,Ewout van den Berg (stim),1318,698,21289
588,7,65,701,ours,1459,1080,4481
589,7,65,701,qiskit transpile,211,237,2822
590,7,65,701,Bravyi et al. (qiskit),857,716,16766
591,7,65,701,Ewout van den Berg (stim),1368,764,22105
592,8,65,701,ours,1172,815,3818
593,8,65,701,qiskit transpile,238,256,2288
594,8,65,701,Bravyi et al. (qiskit),569,441,9564
595,8,65,701,Ewout van den Berg (stim),1063,595,17208
596,9,65,701,ours,1260,987,4123
597,9,65,701,qiskit transpile,240,241,2356
598,9,65,701,Bravyi et al. (qiskit),708,571,12653
599,9,65,701,Ewout van den Berg (stim),1467,837,22833
600,10,65,701,ours,1321,989,4321
601,10,65,701,qiskit transpile,229,244,2417
602,10,65,701,Bravyi et al. (qiskit),677,548,11698
603,10,65,701,Ewout van den Berg (stim),1279,755,20760
604,11,65,701,ours,1399,1034,4619
605,11,65,701,qiskit transpile,239,221,2683
606,11,65,701,Bravyi et al. (qiskit),722,575,12623
607,11,65,701,Ewout van den Berg (stim),1332,745,20880
608,12,65,701,ours,1386,1035,4449
609,12,65,701,qiskit transpile,249,242,2207
610,12,65,701,Bravyi et al. (qiskit),638,510,10978
611,12,65,701,Ewout van den Berg (stim),1276,801,21947
612,13,65,701,ours,1410,1056,4459
613,13,65,701,qiskit transpile,244,220,2646
614,13,65,701,Bravyi et al. (qiskit),832,649,16658
615,13,65,701,Ewout van den Berg (stim),1350,784,22418
616,14,65,701,ours,1369,1033,4418
617,14,65,701,qiskit transpile,236,231,2619
618,14,65,701,Bravyi et al. (qiskit),779,611,14401
619,14,65,701,Ewout van den Berg (stim),1504,920,24065
620,15,65,701,ours,1482,1093,4645
621,15,65,701,qiskit transpile,232,235,2506
622,15,65,701,Bravyi et al. (qiskit),847,726,16155
623,15,65,701,Ewout van den Berg (stim),1398,911,23020
624,16,65,701,ours,1303,986,4222
625,16,65,701,qiskit transpile,229,242,2468
626,16,65,701,Bravyi et al. (qiskit),698,555,12263
627,16,65,701,Ewout van den Berg (stim),1277,821,22078
628,17,65,701,ours,1422,1062,4441
629,17,65,701,qiskit transpile,221,236,2839
630,17,65,701,Bravyi et al. (qiskit),817,637,15000
631,17,65,701,Ewout van den Berg (stim),1317,750,21854
632,18,65,701,ours,1337,994,4287
633,18,65,701,qiskit transpile,247,224,2496
634,18,65,701,Bravyi et al. (qiskit),697,574,12498
635,18,65,701,Ewout van den Berg (stim),1344,801,22009
636,19,65,701,ours,1442,1051,4336
637,19,65,701,qiskit transpile,231,225,2826
638,19,65,701,Bravyi et al. (qiskit),797,675,15130
639,19,65,701,Ewout van den Berg (stim),1471,864,23416
640,0,65,801,ours,1413,1085,4601
641,0,65,801,qiskit transpile,269,282,2954
642,0,65,801,Bravyi et al. (qiskit),850,741,17200
643,0,65,801,Ewout van den Berg (stim),1462,940,24335
644,1,65,801,ours,1362,1043,4409
645,1,65,801,qiskit transpile,272,278,2840
646,1,65,801,Bravyi et al. (qiskit),834,707,15342
647,1,65,801,Ewout van den Berg (stim),1376,823,23063
648,2,65,801,ours,1484,1082,4458
649,2,65,801,qiskit transpile,299,251,2907
650,2,65,801,Bravyi et al. (qiskit),888,769,17971
651,2,65,801,Ewout van den Berg (stim),1445,901,24112
652,3,65,801,ours,1362,1004,4172
653,3,65,801,qiskit transpile,274,261,3064
654,3,65,801,Bravyi et al. (qiskit),818,668,15998
655,3,65,801,Ewout van den Berg (stim),1319,845,22509
656,4,65,801,ours,1557,1101,4671
657,4,65,801,qiskit transpile,242,259,3522
658,4,65,801,Bravyi et al. (qiskit),873,853,19280
659,4,65,801,Ewout van den Berg (stim),1613,1114,26691
660,5,65,801,ours,1447,1096,4705
661,5,65,801,qiskit transpile,282,250,3076
662,5,65,801,Bravyi et al. (qiskit),872,746,17193
663,5,65,801,Ewout van den Berg (stim),1454,908,23626
664,6,65,801,ours,1557,1174,4844
665,6,65,801,qiskit transpile,283,250,2865
666,6,65,801,Bravyi et al. (qiskit),838,706,17296
667,6,65,801,Ewout van den Berg (stim),1563,1058,26333
668,7,65,801,ours,1501,1164,4782
669,7,65,801,qiskit transpile,269,246,3404
670,7,65,801,Bravyi et al. (qiskit),937,810,19100
671,7,65,801,Ewout van den Berg (stim),1536,1032,26111
672,8,65,801,ours,1418,1082,4399
673,8,65,801,qiskit transpile,269,275,2978
674,8,65,801,Bravyi et al. (qiskit),778,686,14508
675,8,65,801,Ewout van den Berg (stim),1528,1000,25158
676,9,65,801,ours,1500,1125,4658
677,9,65,801,qiskit transpile,262,252,3231
678,9,65,801,Bravyi et al. (qiskit),926,787,20085
679,9,65,801,Ewout van den Berg (stim),1539,953,24982
680,10,65,801,ours,1442,1005,4473
681,10,65,801,qiskit transpile,247,297,3119
682,10,65,801,Bravyi et al. (qiskit),824,758,15783
683,10,65,801,Ewout van den Berg (stim),1441,918,23374
684,11,65,801,ours,1405,1061,4394
685,11,65,801,qiskit transpile,274,277,2839
686,11,65,801,Bravyi et al. (qiskit),807,668,16432
687,11,65,801,Ewout van den Berg (stim),1420,957,22325
688,12,65,801,ours,1555,1178,4700
689,12,65,801,qiskit transpile,271,249,3246
690,12,65,801,Bravyi et al. (qiskit),900,763,19524
691,12,65,801,Ewout van den Berg (stim),1534,946,24954
692,13,65,801,ours,1485,1116,4541
693,13,65,801,qiskit transpile,270,271,3011
694,13,65,801,Bravyi et al. (qiskit),865,727,17765
695,13,65,801,Ewout van den Berg (stim),1465,970,24525
696,14,65,801,ours,1565,1162,4770
697,14,65,801,qiskit transpile,261,262,3309
698,14,65,801,Bravyi et al. (qiskit),944,893,20378
699,14,65,801,Ewout van den Berg (stim),1442,1015,25489
700,15,65,801,ours,1438,1072,4530
701,15,65,801,qiskit transpile,276,262,2975
702,15,65,801,Bravyi et al. (qiskit),908,766,18714
703,15,65,801,Ewout van den Berg (stim),1524,971,24271
704,16,65,801,ours,1497,1077,4761
705,16,65,801,qiskit transpile,268,268,3095
706,16,65,801,Bravyi et al. (qiskit),923,776,18163
707,16,65,801,Ewout van den Berg (stim),1501,1001,25548
708,17,65,801,ours,1552,1080,4723
709,17,65,801,qiskit transpile,252,277,3087
710,17,65,801,Bravyi et al. (qiskit),916,795,18777
711,17,65,801,Ewout van den Berg (stim),1426,895,23494
712,18,65,801,ours,1490,1131,4671
713,18,65,801,qiskit transpile,256,263,3243
714,18,65,801,Bravyi et al. (qiskit),853,807,18273
715,18,65,801,Ewout van den Berg (stim),1445,1016,24115
716,19,65,801,ours,1472,1098,4630
717,19,65,801,qiskit transpile,278,257,3059
718,19,65,801,Bravyi et al. (qiskit),910,861,19375
719,19,65,801,Ewout van den Berg (stim),1472,1006,24840
720,0,65,901,ours,1545,1150,4768
721,0,65,901,qiskit transpile,281,299,3938
722,0,65,901,Bravyi et al. (qiskit),954,851,20931
723,0,65,901,Ewout van den Berg (stim),1631,1092,26873
724,1,65,901,ours,1543,1086,4645
725,1,65,901,qiskit transpile,291,321,3339
726,1,65,901,Bravyi et al. (qiskit),958,829,20147
727,1,65,901,Ewout van den Berg (stim),1645,1102,25973
728,2,65,901,ours,1561,1166,4807
729,2,65,901,qiskit transpile,287,286,4042
730,2,65,901,Bravyi et al. (qiskit),1029,941,22803
731,2,65,901,Ewout van den Berg (stim),1579,1039,26084
732,3,65,901,ours,1510,1087,4504
733,3,65,901,qiskit transpile,306,309,3316
734,3,65,901,Bravyi et al. (qiskit),878,755,17376
735,3,65,901,Ewout van den Berg (stim),1466,950,23768
736,4,65,901,ours,1495,1090,4645
737,4,65,901,qiskit transpile,286,308,3692
738,4,65,901,Bravyi et al. (qiskit),872,773,18537
739,4,65,901,Ewout van den Berg (stim),1581,1029,24922
740,5,65,901,ours,1528,1101,4680
741,5,65,901,qiskit transpile,316,284,3544
742,5,65,901,Bravyi et al. (qiskit),918,825,19361
743,5,65,901,Ewout van den Berg (stim),1523,1007,24929
744,6,65,901,ours,1517,1037,4672
745,6,65,901,qiskit transpile,291,305,3622
746,6,65,901,Bravyi et al. (qiskit),942,876,20221
747,6,65,901,Ewout van den Berg (stim),1588,1006,25113
748,7,65,901,ours,1482,1112,4644
749,7,65,901,qiskit transpile,318,282,3529
750,7,65,901,Bravyi et al. (qiskit),908,797,20311
751,7,65,901,Ewout van den Berg (stim),1532,1014,25994
752,8,65,901,ours,1469,1090,4502
753,8,65,901,qiskit transpile,317,318,3087
754,8,65,901,Bravyi et al. (qiskit),867,782,17662
755,8,65,901,Ewout van den Berg (stim),1428,901,24276
756,9,65,901,ours,1568,1145,4808
757,9,65,901,qiskit transpile,323,278,3479
758,9,65,901,Bravyi et al. (qiskit),988,851,20947
759,9,65,901,Ewout van den Berg (stim),1651,1086,26796
760,10,65,901,ours,1518,1128,4676
761,10,65,901,qiskit transpile,302,297,3428
762,10,65,901,Bravyi et al. (qiskit),968,882,20270
763,10,65,901,Ewout van den Berg (stim),1601,1108,25832
764,11,65,901,ours,1511,1115,4601
765,11,65,901,qiskit transpile,304,306,3477
766,11,65,901,Bravyi et al. (qiskit),980,861,19772
767,11,65,901,Ewout van den Berg (stim),1552,999,24827
768,12,65,901,ours,1512,1139,4709
769,12,65,901,qiskit transpile,293,306,3555
770,12,65,901,Bravyi et al. (qiskit),959,862,21404
771,12,65,901,Ewout van den Berg (stim),1558,1033,26397
772,13,65,901,ours,1474,1130,4752
773,13,65,901,qiskit transpile,276,303,3822
774,13,65,901,Bravyi et al. (qiskit),981,904,21396
775,13,65,901,Ewout van den Berg (stim),1503,1065,25594
776,14,65,901,ours,1511,1071,4523
777,14,65,901,qiskit transpile,295,302,3512
778,14,65,901,Bravyi et al. (qiskit),842,775,17813
779,14,65,901,Ewout van den Berg (stim),1559,1029,24813
780,15,65,901,ours,1558,1177,4766
781,15,65,901,qiskit transpile,308,322,3172
782,15,65,901,Bravyi et al. (qiskit),929,811,18725
783,15,65,901,Ewout van den Berg (stim),1569,948,24463
784,16,65,901,ours,1471,1087,4418
785,16,65,901,qiskit transpile,315,306,3174
786,16,65,901,Bravyi et al. (qiskit),801,752,16571
787,16,65,901,Ewout van den Berg (stim),1312,906,22817
788,17,65,901,ours,1570,1173,4759
789,17,65,901,qiskit transpile,290,292,3709
790,17,65,901,Bravyi et al. (qiskit),1025,916,22991
791,17,65,901,Ewout van den Berg (stim),1525,1087,25839
792,18,65,901,ours,1439,1107,4688
793,18,65,901,qiskit transpile,337,305,2977
794,18,65,901,Bravyi et al. (qiskit),867,727,17267
795,18,65,901,Ewout van den Berg (stim),1519,905,24200
796,19,65,901,ours,1602,1171,4702
797,19,65,901,qiskit transpile,281,316,3574
798,19,65,901,Bravyi et al. (qiskit),930,817,20185
799,19,65,901,Ewout van den Berg (stim),1590,1061,26223
800,0,65,1001,ours,1596,1162,4804
801,0,65,1001,qiskit transpile,326,337,3956
802,0,65,1001,Bravyi et al. (qiskit),1003,899,21647
803,0,65,1001,Ewout van den Berg (stim),1599,1156,27165
804,1,65,1001,ours,1499,1110,4884
805,1,65,1001,qiskit transpile,326,333,4078
806,1,65,1001,Bravyi et al. (qiskit),977,879,20807
807,1,65,1001,Ewout van den Berg (stim),1626,1056,26769
808,2,65,1001,ours,1539,1178,4799
809,2,65,1001,qiskit transpile,335,322,4196
810,2,65,1001,Bravyi et al. (qiskit),939,916,21081
811,2,65,1001,Ewout van den Berg (stim),1657,1147,28116
812,3,65,1001,ours,1594,1214,4874
813,3,65,1001,qiskit transpile,313,351,3952
814,3,65,1001,Bravyi et al. (qiskit),1046,963,22607
815,3,65,1001,Ewout van den Berg (stim),1577,1071,26091
816,4,65,1001,ours,1573,1209,4828
817,4,65,1001,qiskit transpile,307,340,4324
818,4,65,1001,Bravyi et al. (qiskit),1036,967,22841
819,4,65,1001,Ewout van den Berg (stim),1655,1196,27021
820,5,65,1001,ours,1562,1181,4753
821,5,65,1001,qiskit transpile,343,318,4216
822,5,65,1001,Bravyi et al. (qiskit),1029,954,22381
823,5,65,1001,Ewout van den Berg (stim),1591,1060,25888
824,6,65,1001,ours,1595,1151,4679
825,6,65,1001,qiskit transpile,307,358,4125
826,6,65,1001,Bravyi et al. (qiskit),1056,963,22561
827,6,65,1001,Ewout van den Berg (stim),1603,1066,26814
828,7,65,1001,ours,1602,1202,4949
829,7,65,1001,qiskit transpile,341,332,3984
830,7,65,1001,Bravyi et al. (qiskit),971,895,22338
831,7,65,1001,Ewout van den Berg (stim),1663,1124,27500
832,8,65,1001,ours,1539,1135,4658
833,8,65,1001,qiskit transpile,325,318,4503
834,8,65,1001,Bravyi et al. (qiskit),942,912,20732
835,8,65,1001,Ewout van den Berg (stim),1587,1237,26846
836,9,65,1001,ours,1597,1213,4882
837,9,65,1001,qiskit transpile,325,328,4237
838,9,65,1001,Bravyi et al. (qiskit),1007,1016,23327
839,9,65,1001,Ewout van den Berg (stim),1616,1150,26764
840,10,65,1001,ours,1594,1159,4816
841,10,65,1001,qiskit transpile,328,326,4241
842,10,65,1001,Bravyi et al. (qiskit),1044,902,21729
843,10,65,1001,Ewout van den Berg (stim),1603,1080,26726
844,11,65,1001,ours,1646,1212,4950
845,11,65,1001,qiskit transpile,320,333,4347
846,11,65,1001,Bravyi et al. (qiskit),1032,962,23398
847,11,65,1001,Ewout van den Berg (stim),1689,1068,26778
848,12,65,1001,ours,1512,1165,4690
849,12,65,1001,qiskit transpile,326,321,4292
850,12,65,1001,Bravyi et al. (qiskit),1002,936,21708
851,12,65,1001,Ewout van den Berg (stim),1630,1163,26535
852,13,65,1001,ours,1499,1175,4689
853,13,65,1001,qiskit transpile,341,338,3659
854,13,65,1001,Bravyi et al. (qiskit),973,836,20049
855,13,65,1001,Ewout van den Berg (stim),1578,1117,26297
856,14,65,1001,ours,1589,1183,4749
857,14,65,1001,qiskit transpile,320,333,4186
858,14,65,1001,Bravyi et al. (qiskit),963,918,21686
859,14,65,1001,Ewout van den Berg (stim),1602,1097,26553
860,15,65,1001,ours,1586,1139,4761
861,15,65,1001,qiskit transpile,351,335,3757
862,15,65,1001,Bravyi et al. (qiskit),983,894,21737
863,15,65,1001,Ewout van den Berg (stim),1564,1091,24292
864,16,65,1001,ours,1580,1193,4789
865,16,65,1001,qiskit transpile,328,317,4419
866,16,65,1001,Bravyi et al. (qiskit),1049,910,22138
867,16,65,1001,Ewout van den Berg (stim),1583,1172,26248
868,17,65,1001,ours,1562,1102,4661
869,17,65,1001,qiskit transpile,335,349,3880
870,17,65,1001,Bravyi et al. (qiskit),918,875,20454
871,17,65,1001,Ewout van den Berg (stim),1613,1104,26534
872,18,65,1001,ours,1532,1117,4684
873,18,65,1001,qiskit transpile,341,335,3967
874,18,65,1001,Bravyi et al. (qiskit),982,894,21492
875,18,65,1001,Ewout van den Berg (stim),1586,1111,26763
876,19,65,1001,ours,1651,1224,4834
877,19,65,1001,qiskit transpile,302,351,4504
878,19,65,1001,Bravyi et al. (qiskit),1060,937,22383
879,19,65,1001,Ewout van den Berg (stim),1642,1147,26938
880,0,65,1101,ours,1470,1107,4709
881,0,65,1101,qiskit transpile,377,362,4305
882,0,65,1101,Bravyi et al. (qiskit),1017,898,21387
883,0,65,1101,Ewout van den Berg (stim),1621,1109,26824
884,1,65,1101,ours,1576,1174,4730
885,1,65,1101,qiskit transpile,360,369,4683
886,1,65,1101,Bravyi et al. (qiskit),1029,944,21849
887,1,65,1101,Ewout van den Berg (stim),1605,1083,26161
888,2,65,1101,ours,1623,1183,4818
889,2,65,1101,qiskit transpile,367,371,4507
890,2,65,1101,Bravyi et al. (qiskit),1058,983,23626
891,2,65,1101,Ewout van den Berg (stim),1632,1168,27374
892,3,65,1101,ours,1582,1210,4900
893,3,65,1101,qiskit transpile,379,371,4376
894,3,65,1101,Bravyi et al. (qiskit),1002,973,22679
895,3,65,1101,Ewout van den Berg (stim),1634,1096,26817
896,4,65,1101,ours,1605,1254,4816
897,4,65,1101,qiskit transpile,338,394,4531
898,4,65,1101,Bravyi et al. (qiskit),1038,1013,23462
899,4,65,1101,Ewout van den Berg (stim),1668,1162,26194
900,5,65,1101,ours,1557,1174,4723
901,5,65,1101,qiskit transpile,388,365,4244
902,5,65,1101,Bravyi et al. (qiskit),1067,927,22639
903,5,65,1101,Ewout van den Berg (stim),1615,1135,26812
904,6,65,1101,ours,1537,1152,4786
905,6,65,1101,qiskit transpile,358,382,4503
906,6,65,1101,Bravyi et al. (qiskit),1023,958,22023
907,6,65,1101,Ewout van den Berg (stim),1662,1149,27199
908,7,65,1101,ours,1584,1176,4711
909,7,65,1101,qiskit transpile,346,416,4094
910,7,65,1101,Bravyi et al. (qiskit),1037,972,22426
911,7,65,1101,Ewout van den Berg (stim),1636,1134,27622
912,8,65,1101,ours,1561,1158,4811
913,8,65,1101,qiskit transpile,376,344,4628
914,8,65,1101,Bravyi et al. (qiskit),1085,981,23950
915,8,65,1101,Ewout van den Berg (stim),1582,1158,27436
916,9,65,1101,ours,1582,1201,4891
917,9,65,1101,qiskit transpile,389,354,4261
918,9,65,1101,Bravyi et al. (qiskit),1058,975,23028
919,9,65,1101,Ewout van den Berg (stim),1703,1194,27462
920,10,65,1101,ours,1650,1249,4853
921,10,65,1101,qiskit transpile,377,359,4604
922,10,65,1101,Bravyi et al. (qiskit),1005,919,22837
923,10,65,1101,Ewout van den Berg (stim),1583,1109,27110
924,11,65,1101,ours,1627,1221,4796
925,11,65,1101,qiskit transpile,351,389,4605
926,11,65,1101,Bravyi et al. (qiskit),1098,1058,24363
927,11,65,1101,Ewout van den Berg (stim),1676,1137,27328
928,12,65,1101,ours,1596,1183,4868
929,12,65,1101,qiskit transpile,371,355,4690
930,12,65,1101,Bravyi et al. (qiskit),1055,1006,23814
931,12,65,1101,Ewout van den Berg (stim),1681,1112,27258
932,13,65,1101,ours,1608,1238,4767
933,13,65,1101,qiskit transpile,374,353,4626
934,13,65,1101,Bravyi et al. (qiskit),1026,980,22308
935,13,65,1101,Ewout van den Berg (stim),1698,1152,26668
936,14,65,1101,ours,1621,1207,4845
937,14,65,1101,qiskit transpile,364,365,4642
938,14,65,1101,Bravyi et al. (qiskit),1060,1023,23108
939,14,65,1101,Ewout van den Berg (stim),1692,1210,26910
940,15,65,1101,ours,1585,1141,4720
941,15,65,1101,qiskit transpile,378,356,4595
942,15,65,1101,Bravyi et al. (qiskit),1044,954,22113
943,15,65,1101,Ewout van den Berg (stim),1618,1156,26635
944,16,65,1101,ours,1613,1137,4928
945,16,65,1101,qiskit transpile,376,345,4706
946,16,65,1101,Bravyi et al. (qiskit),1030,935,22722
947,16,65,1101,Ewout van den Berg (stim),1546,1093,26495
948,17,65,1101,ours,1629,1210,4806
949,17,65,1101,qiskit transpile,367,352,4599
950,17,65,1101,Bravyi et al. (qiskit),1005,947,22626
951,17,65,1101,Ewout van den Berg (stim),1631,1122,27380
952,18,65,1101,ours,1591,1199,4781
953,18,65,1101,qiskit transpile,357,375,4591
954,18,65,1101,Bravyi et al. (qiskit),1062,1010,23836
955,18,65,1101,Ewout van den Berg (stim),1616,1145,26354
956,19,65,1101,ours,1570,1191,4921
957,19,65,1101,qiskit transpile,371,387,4165
958,19,65,1101,Bravyi et al. (qiskit),1020,971,22976
959,19,65,1101,Ewout van den Berg (stim),1591,1123,26309
960,0,65,1201,ours,1650,1150,4823
961,0,65,1201,qiskit transpile,429,397,4621
962,0,65,1201,Bravyi et al. (qiskit),1087,925,22644
963,0,65,1201,Ewout van den Berg (stim),1630,1156,27240
964,1,65,1201,ours,1556,1149,4939
965,1,65,1201,qiskit transpile,403,391,5062
966,1,65,1201,Bravyi et al. (qiskit),1098,1032,23892
967,1,65,1201,Ewout van den Berg (stim),1649,1187,27054
968,2,65,1201,ours,1606,1143,4729
969,2,65,1201,qiskit transpile,422,388,4944
970,2,65,1201,Bravyi et al. (qiskit),1047,1003,23402
971,2,65,1201,Ewout van den Berg (stim),1598,1172,26763
972,3,65,1201,ours,1592,1204,4865
973,3,65,1201,qiskit transpile,398,380,5310
974,3,65,1201,Bravyi et al. (qiskit),1021,1075,24144
975,3,65,1201,Ewout van den Berg (stim),1606,1116,26983
976,4,65,1201,ours,1616,1169,4868
977,4,65,1201,qiskit transpile,381,418,4986
978,4,65,1201,Bravyi et al. (qiskit),1100,1023,23801
979,4,65,1201,Ewout van den Berg (stim),1634,1190,26845
980,5,65,1201,ours,1594,1175,4838
981,5,65,1201,qiskit transpile,393,408,4913
982,5,65,1201,Bravyi et al. (qiskit),1042,1016,23547
983,5,65,1201,Ewout van den Berg (stim),1671,1197,27262
984,6,65,1201,ours,1642,1224,4875
985,6,65,1201,qiskit transpile,388,408,5205
986,6,65,1201,Bravyi et al. (qiskit),1027,1006,23727
987,6,65,1201,Ewout van den Berg (stim),1632,1139,26764
988,7,65,1201,ours,1590,1206,4836
989,7,65,1201,qiskit transpile,396,404,4823
990,7,65,1201,Bravyi et al. (qiskit),1040,976,23475
991,7,65,1201,Ewout van den Berg (stim),1626,1160,27123
992,8,65,1201,ours,1616,1155,4813
993,8,65,1201,qiskit transpile,418,384,4926
994,8,65,1201,Bravyi et al. (qiskit),1101,1003,23470
995,8,65,1201,Ewout van den Berg (stim),1604,1117,26840
996,9,65,1201,ours,1650,1182,4915
997,9,65,1201,qiskit transpile,394,406,5120
998,9,65,1201,Bravyi et al. (qiskit),1063,1028,24430
999,9,65,1201,Ewout van den Berg (stim),1695,1211,26735
1000,10,65,1201,ours,1592,1195,4925
1001,10,65,1201,qiskit transpile,396,386,5387
1002,10,65,1201,Bravyi et al. (qiskit),1027,975,23621
1003,10,65,1201,Ewout van den Berg (stim),1643,1149,26980
1004,11,65,1201,ours,1585,1187,4834
1005,11,65,1201,qiskit transpile,384,402,5225
1006,11,65,1201,Bravyi et al. (qiskit),1108,991,24153
1007,11,65,1201,Ewout van den Berg (stim),1612,1113,27108
1008,12,65,1201,ours,1648,1191,4861
1009,12,65,1201,qiskit transpile,392,415,4826
1010,12,65,1201,Bravyi et al. (qiskit),1077,1040,24259
1011,12,65,1201,Ewout van den Berg (stim),1560,1141,26291
1012,13,65,1201,ours,1641,1180,4898
1013,13,65,1201,qiskit transpile,412,399,4906
1014,13,65,1201,Bravyi et al. (qiskit),1046,1021,23482
1015,13,65,1201,Ewout van den Berg (stim),1578,1178,26634
1016,14,65,1201,ours,1578,1144,4835
1017,14,65,1201,qiskit transpile,388,411,4926
1018,14,65,1201,Bravyi et al. (qiskit),1058,974,22998
1019,14,65,1201,Ewout van den Berg (stim),1648,1166,26444
1020,15,65,1201,ours,1566,1170,4845
1021,15,65,1201,qiskit transpile,392,403,4932
1022,15,65,1201,Bravyi et al. (qiskit),1078,999,23892
1023,15,65,1201,Ewout van den Berg (stim),1638,1132,27456
1024,16,65,1201,ours,1606,1148,4835
1025,16,65,1201,qiskit transpile,418,401,4613
1026,16,65,1201,Bravyi et al. (qiskit),1093,1042,23156
1027,16,65,1201,Ewout van den Berg (stim),1632,1130,27102
1028,17,65,1201,ours,1631,1171,4896
1029,17,65,1201,qiskit transpile,376,405,5398
1030,17,65,1201,Bravyi et al. (qiskit),1076,1014,24016
1031,17,65,1201,Ewout van den Berg (stim),1675,1189,26596
1032,18,65,1201,ours,1623,1176,4945
1033,18,65,1201,qiskit transpile,385,411,5303
1034,18,65,1201,Bravyi et al. (qiskit),1054,980,24085
1035,18,65,1201,Ewout van den Berg (stim),1609,1163,27100
1036,19,65,1201,ours,1607,1163,4922
1037,19,65,1201,qiskit transpile,407,408,4768
1038,19,65,1201,Bravyi et al. (qiskit),1042,983,23619
1039,19,65,1201,Ewout van den Berg (stim),1618,1128,26387
1040,0,65,1301,ours,1662,1153,4898
1041,0,65,1301,qiskit transpile,413,444,5499
1042,0,65,1301,Bravyi et al. (qiskit),1027,1051,24836
1043,0,65,1301,Ewout van den Berg (stim),1642,1206,26943
1044,1,65,1301,ours,1575,1159,4824
1045,1,65,1301,qiskit transpile,430,463,5100
1046,1,65,1301,Bravyi et al. (qiskit),1052,1032,24409
1047,1,65,1301,Ewout van den Berg (stim),1666,1159,26933
1048,2,65,1301,ours,1667,1223,4885
1049,2,65,1301,qiskit transpile,437,425,5714
1050,2,65,1301,Bravyi et al. (qiskit),1097,1075,24536
1051,2,65,1301,Ewout van den Berg (stim),1679,1190,27344
1052,3,65,1301,ours,1630,1195,4839
1053,3,65,1301,qiskit transpile,421,441,5504
1054,3,65,1301,Bravyi et al. (qiskit),1088,1056,24853
1055,3,65,1301,Ewout van den Berg (stim),1667,1181,27012
1056,4,65,1301,ours,1589,1195,4942
1057,4,65,1301,qiskit transpile,446,418,5490
1058,4,65,1301,Bravyi et al. (qiskit),1026,1011,25185
1059,4,65,1301,Ewout van den Berg (stim),1673,1213,26598
1060,5,65,1301,ours,1646,1220,4877
1061,5,65,1301,qiskit transpile,448,420,5583
1062,5,65,1301,Bravyi et al. (qiskit),1095,1015,24120
1063,5,65,1301,Ewout van den Berg (stim),1693,1231,26840
1064,6,65,1301,ours,1581,1258,4897
1065,6,65,1301,qiskit transpile,420,444,5513
1066,6,65,1301,Bravyi et al. (qiskit),1096,1072,24844
1067,6,65,1301,Ewout van den Berg (stim),1740,1186,27843
1068,7,65,1301,ours,1603,1207,4812
1069,7,65,1301,qiskit transpile,424,436,5469
1070,7,65,1301,Bravyi et al. (qiskit),1055,1017,23477
1071,7,65,1301,Ewout van den Berg (stim),1654,1234,27623
1072,8,65,1301,ours,1551,1122,4808
1073,8,65,1301,qiskit transpile,453,422,5266
1074,8,65,1301,Bravyi et al. (qiskit),1086,1015,22931
1075,8,65,1301,Ewout van den Berg (stim),1690,1177,26678
1076,9,65,1301,ours,1626,1151,4934
1077,9,65,1301,qiskit transpile,442,423,5791
1078,9,65,1301,Bravyi et al. (qiskit),1135,1058,24927
1079,9,65,1301,Ewout van den Berg (stim),1632,1171,27576
1080,10,65,1301,ours,1619,1284,4970
1081,10,65,1301,qiskit transpile,419,432,5657
1082,10,65,1301,Bravyi et al. (qiskit),1085,1048,24429
1083,10,65,1301,Ewout van den Berg (stim),1645,1132,26949
1084,11,65,1301,ours,1600,1212,4856
1085,11,65,1301,qiskit transpile,426,424,5659
1086,11,65,1301,Bravyi et al. (qiskit),1086,1036,23819
1087,11,65,1301,Ewout van den Berg (stim),1622,1143,26654
1088,12,65,1301,ours,1627,1232,4875
1089,12,65,1301,qiskit transpile,427,439,5444
1090,12,65,1301,Bravyi et al. (qiskit),1074,973,24136
1091,12,65,1301,Ewout van den Berg (stim),1646,1198,27481
1092,13,65,1301,ours,1687,1199,4929
1093,13,65,1301,qiskit transpile,426,435,5411
1094,13,65,1301,Bravyi et al. (qiskit),1091,1007,24317
1095,13,65,1301,Ewout van den Berg (stim),1680,1138,27136
1096,14,65,1301,ours,1620,1212,4865
1097,14,65,1301,qiskit transpile,436,436,5469
1098,14,65,1301,Bravyi et al. (qiskit),1081,1034,23888
1099,14,65,1301,Ewout van den Berg (stim),1590,1152,26767
