,n_rep,num_qubits,n_gadgets,method,h,s,cx
588,7,7,141,ours,33,39,42
589,7,7,141,qiskit transpile,54,44,116
590,7,7,141,Bravyi et al. (qiskit),26,28,93
591,7,7,141,Ewout van den Berg (stim),28,33,106
592,8,7,141,ours,23,27,38
593,8,7,141,qiskit transpile,59,51,97
594,8,7,141,Bravyi et al. (qiskit),27,27,75
595,8,7,141,Ewout van den Berg (stim),29,21,86
596,9,7,141,ours,29,27,45
597,9,7,141,qiskit transpile,46,48,131
598,9,7,141,Bravyi et al. (qiskit),23,23,93
599,9,7,141,Ewout van den Berg (stim),28,25,131
600,10,7,141,ours,27,32,43
601,10,7,141,qiskit transpile,55,50,96
602,10,7,141,Bravyi et al. (qiskit),27,30,93
603,10,7,141,Ewout van den Berg (stim),23,32,78
604,11,7,141,ours,25,36,42
605,11,7,141,qiskit transpile,53,48,106
606,11,7,141,Bravyi et al. (qiskit),26,27,68
607,11,7,141,Ewout van den Berg (stim),30,34,104
608,12,7,141,ours,32,28,40
609,12,7,141,qiskit transpile,40,44,189
610,12,7,141,Bravyi et al. (qiskit),21,33,81
611,12,7,141,Ewout van den Berg (stim),27,27,109
612,13,7,141,ours,32,36,40
613,13,7,141,qiskit transpile,52,41,128
614,13,7,141,Bravyi et al. (qiskit),28,34,83
615,13,7,141,Ewout van den Berg (stim),25,19,107
616,14,7,141,ours,26,41,44
617,14,7,141,qiskit transpile,57,43,128
618,14,7,141,Bravyi et al. (qiskit),23,23,91
619,14,7,141,Ewout van den Berg (stim),20,19,77
620,15,7,141,ours,30,34,34
621,15,7,141,qiskit transpile,40,48,170
622,15,7,141,Bravyi et al. (qiskit),24,30,95
623,15,7,141,Ewout van den Berg (stim),17,25,92
624,16,7,141,ours,27,30,42
625,16,7,141,qiskit transpile,52,47,120
626,16,7,141,Bravyi et al. (qiskit),18,26,66
627,16,7,141,Ewout van den Berg (stim),26,34,108
628,17,7,141,ours,25,39,43
629,17,7,141,qiskit transpile,41,50,142
630,17,7,141,Bravyi et al. (qiskit),27,21,55
631,17,7,141,Ewout van den Berg (stim),25,25,118
632,18,7,141,ours,17,37,41
633,18,7,141,qiskit transpile,49,44,152
634,18,7,141,Bravyi et al. (qiskit),24,27,79
635,18,7,141,Ewout van den Berg (stim),22,24,94
636,19,7,141,ours,29,33,41
637,19,7,141,qiskit transpile,41,59,119
638,19,7,141,Bravyi et al. (qiskit),26,35,80
639,19,7,141,Ewout van den Berg (stim),26,29,103
