,n_rep,num_qubits,n_gadgets,method,h,s,cx
581,5,65,701,qiskit transpile,232,270,199
582,5,65,701,Bravyi et al. (qiskit),581,464,1115
583,5,65,701,Ewout van den Berg (stim),1278,599,2169
584,6,65,701,ours,1159,840,2293
585,6,65,701,qiskit transpile,231,248,222
586,6,65,701,Bravyi et al. (qiskit),726,617,1445
587,6,65,701,Ewout van den Berg (stim),1322,725,2379
588,7,65,701,ours,1273,928,2368
589,7,65,701,qiskit transpile,233,226,242
590,7,65,701,Bravyi et al. (qiskit),852,682,1651
591,7,65,701,Ewout van den Berg (stim),1352,879,2497
592,8,65,701,ours,1183,848,2219
593,8,65,701,qiskit transpile,209,254,238
594,8,65,701,Bravyi et al. (qiskit),720,571,1391
595,8,65,701,Ewout van den Berg (stim),1268,668,2207
596,9,65,701,ours,1218,824,2328
597,9,65,701,qiskit transpile,221,235,243
598,9,65,701,Bravyi et al. (qiskit),901,767,1692
599,9,65,701,Ewout van den Berg (stim),1355,870,2537
600,10,65,701,ours,1077,742,2031
601,10,65,701,qiskit transpile,229,236,236
602,10,65,701,Bravyi et al. (qiskit),694,577,1334
603,10,65,701,Ewout van den Berg (stim),1274,786,2358
604,11,65,701,ours,1271,876,2378
605,11,65,701,qiskit transpile,230,235,236
606,11,65,701,Bravyi et al. (qiskit),769,606,1466
607,11,65,701,Ewout van den Berg (stim),1429,799,2551
608,12,65,701,ours,1140,863,2293
609,12,65,701,qiskit transpile,239,222,238
610,12,65,701,Bravyi et al. (qiskit),807,679,1573
611,12,65,701,Ewout van den Berg (stim),1388,787,2505
612,13,65,701,ours,1291,865,2288
613,13,65,701,qiskit transpile,231,231,237
614,13,65,701,Bravyi et al. (qiskit),795,628,1457
615,13,65,701,Ewout van den Berg (stim),1438,865,2618
616,14,65,701,ours,1164,829,2235
617,14,65,701,qiskit transpile,221,254,226
618,14,65,701,Bravyi et al. (qiskit),715,604,1439
619,14,65,701,Ewout van den Berg (stim),1305,772,2392
620,15,65,701,ours,1177,872,2267
621,15,65,701,qiskit transpile,224,234,241
622,15,65,701,Bravyi et al. (qiskit),802,667,1575
623,15,65,701,Ewout van den Berg (stim),1395,898,2558
624,16,65,701,ours,1058,736,1986
625,16,65,701,qiskit transpile,220,266,213
626,16,65,701,Bravyi et al. (qiskit),654,524,1190
627,16,65,701,Ewout van den Berg (stim),1253,737,2197
628,17,65,701,ours,1182,807,2270
629,17,65,701,qiskit transpile,224,251,222
630,17,65,701,Bravyi et al. (qiskit),651,554,1347
631,17,65,701,Ewout van den Berg (stim),1238,650,2092
632,18,65,701,ours,1173,851,2251
633,18,65,701,qiskit transpile,212,243,246
634,18,65,701,Bravyi et al. (qiskit),765,643,1496
635,18,65,701,Ewout van den Berg (stim),1486,881,2638
636,19,65,701,ours,1242,880,2328
637,19,65,701,qiskit transpile,215,225,253
638,19,65,701,Bravyi et al. (qiskit),798,660,1567
639,19,65,701,Ewout van den Berg (stim),1402,920,2731
640,0,65,801,ours,1353,958,2471
641,0,65,801,qiskit transpile,262,266,271
642,0,65,801,Bravyi et al. (qiskit),842,740,1745
643,0,65,801,Ewout van den Berg (stim),1449,971,2696
644,1,65,801,ours,1279,894,2396
645,1,65,801,qiskit transpile,272,277,252
646,1,65,801,Bravyi et al. (qiskit),834,746,1727
647,1,65,801,Ewout van den Berg (stim),1406,902,2672
648,2,65,801,ours,1298,876,2358
649,2,65,801,qiskit transpile,277,276,246
650,2,65,801,Bravyi et al. (qiskit),840,801,1732
651,2,65,801,Ewout van den Berg (stim),1367,825,2449
652,3,65,801,ours,1298,908,2536
653,3,65,801,qiskit transpile,249,267,285
654,3,65,801,Bravyi et al. (qiskit),1002,897,1965
655,3,65,801,Ewout van den Berg (stim),1478,971,2807
656,4,65,801,ours,1148,797,2160
657,4,65,801,qiskit transpile,265,287,249
658,4,65,801,Bravyi et al. (qiskit),722,554,1381
659,4,65,801,Ewout van den Berg (stim),1530,979,2775
660,5,65,801,ours,1084,778,2094
661,5,65,801,qiskit transpile,284,269,248
662,5,65,801,Bravyi et al. (qiskit),726,569,1380
663,5,65,801,Ewout van den Berg (stim),1472,932,2721
664,6,65,801,ours,1194,837,2366
665,6,65,801,qiskit transpile,284,258,259
666,6,65,801,Bravyi et al. (qiskit),832,763,1728
667,6,65,801,Ewout van den Berg (stim),1418,848,2624
668,7,65,801,ours,1335,934,2561
669,7,65,801,qiskit transpile,254,258,287
670,7,65,801,Bravyi et al. (qiskit),973,877,1946
671,7,65,801,Ewout van den Berg (stim),1540,1003,2878
672,8,65,801,ours,1230,872,2290
673,8,65,801,qiskit transpile,267,266,266
674,8,65,801,Bravyi et al. (qiskit),861,756,1743
675,8,65,801,Ewout van den Berg (stim),1460,925,2690
676,9,65,801,ours,1278,904,2381
677,9,65,801,qiskit transpile,263,270,266
678,9,65,801,Bravyi et al. (qiskit),879,730,1739
679,9,65,801,Ewout van den Berg (stim),1328,878,2484
680,10,65,801,ours,1389,939,2578
681,10,65,801,qiskit transpile,263,270,266
682,10,65,801,Bravyi et al. (qiskit),895,818,1847
683,10,65,801,Ewout van den Berg (stim),1482,930,2697
684,11,65,801,ours,1125,867,2264
685,11,65,801,qiskit transpile,265,284,250
686,11,65,801,Bravyi et al. (qiskit),775,580,1465
687,11,65,801,Ewout van den Berg (stim),1474,886,2661
688,12,65,801,ours,1327,894,2463
689,12,65,801,qiskit transpile,288,265,248
690,12,65,801,Bravyi et al. (qiskit),841,761,1741
691,12,65,801,Ewout van den Berg (stim),1293,815,2423
692,13,65,801,ours,1206,887,2370
693,13,65,801,qiskit transpile,260,278,263
694,13,65,801,Bravyi et al. (qiskit),855,728,1667
695,13,65,801,Ewout van den Berg (stim),1442,922,2731
696,14,65,801,ours,1322,911,2435
697,14,65,801,qiskit transpile,267,283,251
698,14,65,801,Bravyi et al. (qiskit),783,685,1579
699,14,65,801,Ewout van den Berg (stim),1371,945,2643
700,15,65,801,ours,1328,936,2489
701,15,65,801,qiskit transpile,268,255,278
702,15,65,801,Bravyi et al. (qiskit),918,853,1851
703,15,65,801,Ewout van den Berg (stim),1433,1013,2824
704,16,65,801,ours,1139,880,2173
705,16,65,801,qiskit transpile,264,282,255
706,16,65,801,Bravyi et al. (qiskit),803,676,1529
707,16,65,801,Ewout van den Berg (stim),1547,987,2765
708,17,65,801,ours,1298,884,2436
709,17,65,801,qiskit transpile,267,263,271
710,17,65,801,Bravyi et al. (qiskit),924,754,1772
711,17,65,801,Ewout van den Berg (stim),1565,882,2821
712,18,65,801,ours,1369,954,2595
713,18,65,801,qiskit transpile,300,233,268
714,18,65,801,Bravyi et al. (qiskit),872,789,1839
715,18,65,801,Ewout van den Berg (stim),1481,888,2697
716,19,65,801,ours,1317,890,2417
717,19,65,801,qiskit transpile,268,248,283
718,19,65,801,Bravyi et al. (qiskit),821,687,1666
719,19,65,801,Ewout van den Berg (stim),1580,978,2839
720,0,65,901,ours,1443,991,2726
721,0,65,901,qiskit transpile,307,298,296
722,0,65,901,Bravyi et al. (qiskit),995,848,1989
723,0,65,901,Ewout van den Berg (stim),1605,1090,2988
724,1,65,901,ours,1390,1008,2591
725,1,65,901,qiskit transpile,312,289,298
726,1,65,901,Bravyi et al. (qiskit),1009,941,2051
727,1,65,901,Ewout van den Berg (stim),1525,1019,2982
728,2,65,901,ours,1312,908,2495
729,2,65,901,qiskit transpile,295,304,300
730,2,65,901,Bravyi et al. (qiskit),904,838,1828
731,2,65,901,Ewout van den Berg (stim),1512,1042,2836
732,3,65,901,ours,1350,899,2537
733,3,65,901,qiskit transpile,282,328,291
734,3,65,901,Bravyi et al. (qiskit),889,826,1829
735,3,65,901,Ewout van den Berg (stim),1648,1057,2921
736,4,65,901,ours,1362,949,2577
737,4,65,901,qiskit transpile,322,277,302
738,4,65,901,Bravyi et al. (qiskit),981,909,1961
739,4,65,901,Ewout van den Berg (stim),1587,1086,2994
740,5,65,901,ours,1396,972,2582
741,5,65,901,qiskit transpile,304,304,291
742,5,65,901,Bravyi et al. (qiskit),943,861,1873
743,5,65,901,Ewout van den Berg (stim),1558,1034,2950
744,6,65,901,ours,1317,889,2384
745,6,65,901,qiskit transpile,313,308,274
746,6,65,901,Bravyi et al. (qiskit),807,741,1605
747,6,65,901,Ewout van den Berg (stim),1392,902,2677
748,7,65,901,ours,1443,966,2686
749,7,65,901,qiskit transpile,293,305,303
750,7,65,901,Bravyi et al. (qiskit),977,861,2004
751,7,65,901,Ewout van den Berg (stim),1600,1096,3064
752,8,65,901,ours,1315,932,2544
753,8,65,901,qiskit transpile,293,302,306
754,8,65,901,Bravyi et al. (qiskit),926,845,1890
755,8,65,901,Ewout van den Berg (stim),1513,1056,2893
756,9,65,901,ours,1292,920,2504
757,9,65,901,qiskit transpile,289,297,311
758,9,65,901,Bravyi et al. (qiskit),942,827,1860
759,9,65,901,Ewout van den Berg (stim),1577,1036,2904
760,10,65,901,ours,1421,969,2697
761,10,65,901,qiskit transpile,317,284,296
762,10,65,901,Bravyi et al. (qiskit),985,900,2009
763,10,65,901,Ewout van den Berg (stim),1488,1080,2908
764,11,65,901,ours,1384,1012,2601
765,11,65,901,qiskit transpile,292,295,310
766,11,65,901,Bravyi et al. (qiskit),991,831,1958
767,11,65,901,Ewout van den Berg (stim),1565,1060,2948
768,12,65,901,ours,1408,947,2635
769,12,65,901,qiskit transpile,297,307,297
770,12,65,901,Bravyi et al. (qiskit),987,882,1938
771,12,65,901,Ewout van den Berg (stim),1520,1088,2856
772,13,65,901,ours,1210,862,2334
773,13,65,901,qiskit transpile,294,316,291
774,13,65,901,Bravyi et al. (qiskit),963,769,1883
775,13,65,901,Ewout van den Berg (stim),1508,934,2785
776,14,65,901,ours,1359,990,2627
777,14,65,901,qiskit transpile,293,305,303
778,14,65,901,Bravyi et al. (qiskit),952,868,1957
779,14,65,901,Ewout van den Berg (stim),1537,997,2825
780,15,65,901,ours,1382,973,2530
781,15,65,901,qiskit transpile,280,331,288
782,15,65,901,Bravyi et al. (qiskit),907,750,1783
783,15,65,901,Ewout van den Berg (stim),1488,908,2772
784,16,65,901,ours,1374,954,2511
785,16,65,901,qiskit transpile,306,311,282
786,16,65,901,Bravyi et al. (qiskit),907,778,1855
787,16,65,901,Ewout van den Berg (stim),1488,1026,2806
788,17,65,901,ours,1265,932,2468
789,17,65,901,qiskit transpile,317,285,297
790,17,65,901,Bravyi et al. (qiskit),906,840,1893
791,17,65,901,Ewout van den Berg (stim),1647,1029,2986
792,18,65,901,ours,1312,931,2448
793,18,65,901,qiskit transpile,314,294,293
794,18,65,901,Bravyi et al. (qiskit),929,780,1862
795,18,65,901,Ewout van den Berg (stim),1647,1070,2986
796,19,65,901,ours,1363,943,2677
797,19,65,901,qiskit transpile,302,312,285
798,19,65,901,Bravyi et al. (qiskit),945,847,1929
799,19,65,901,Ewout van den Berg (stim),1561,1036,2883
800,0,65,1001,ours,1437,992,2756
801,0,65,1001,qiskit transpile,315,341,343
802,0,65,1001,Bravyi et al. (qiskit),1045,938,2126
803,0,65,1001,Ewout van den Berg (stim),1654,1108,3161
804,1,65,1001,ours,1460,1039,2719
805,1,65,1001,qiskit transpile,336,306,359
806,1,65,1001,Bravyi et al. (qiskit),1024,1016,2134
807,1,65,1001,Ewout van den Berg (stim),1717,1172,3170
808,2,65,1001,ours,1441,1023,2702
809,2,65,1001,qiskit transpile,338,321,342
810,2,65,1001,Bravyi et al. (qiskit),999,913,2037
811,2,65,1001,Ewout van den Berg (stim),1635,1178,3091
812,3,65,1001,ours,1422,1046,2706
813,3,65,1001,qiskit transpile,331,332,338
814,3,65,1001,Bravyi et al. (qiskit),1007,931,2083
815,3,65,1001,Ewout van den Berg (stim),1596,1110,3058
816,4,65,1001,ours,1339,935,2580
817,4,65,1001,qiskit transpile,332,354,315
818,4,65,1001,Bravyi et al. (qiskit),945,878,1931
819,4,65,1001,Ewout van den Berg (stim),1537,1094,2946
820,5,65,1001,ours,1310,991,2476
821,5,65,1001,qiskit transpile,353,339,305
822,5,65,1001,Bravyi et al. (qiskit),958,838,1939
823,5,65,1001,Ewout van den Berg (stim),1561,1081,2935
824,6,65,1001,ours,1347,971,2686
825,6,65,1001,qiskit transpile,332,355,314
826,6,65,1001,Bravyi et al. (qiskit),1025,881,2055
827,6,65,1001,Ewout van den Berg (stim),1600,1104,3054
828,7,65,1001,ours,1421,997,2643
829,7,65,1001,qiskit transpile,326,349,322
830,7,65,1001,Bravyi et al. (qiskit),1055,970,2061
831,7,65,1001,Ewout van den Berg (stim),1544,1034,2919
832,8,65,1001,ours,1503,1022,2820
833,8,65,1001,qiskit transpile,323,339,335
834,8,65,1001,Bravyi et al. (qiskit),1052,927,2104
835,8,65,1001,Ewout van den Berg (stim),1562,1049,3039
836,9,65,1001,ours,1403,995,2631
837,9,65,1001,qiskit transpile,341,329,331
838,9,65,1001,Bravyi et al. (qiskit),1038,889,2041
839,9,65,1001,Ewout van den Berg (stim),1501,1071,2829
840,10,65,1001,ours,1340,999,2676
841,10,65,1001,qiskit transpile,353,315,333
842,10,65,1001,Bravyi et al. (qiskit),1009,941,2088
843,10,65,1001,Ewout van den Berg (stim),1563,1122,3056
844,11,65,1001,ours,1416,983,2711
845,11,65,1001,qiskit transpile,344,322,335
846,11,65,1001,Bravyi et al. (qiskit),1010,930,2098
847,11,65,1001,Ewout van den Berg (stim),1582,1121,3035
848,12,65,1001,ours,1393,967,2623
849,12,65,1001,qiskit transpile,327,344,324
850,12,65,1001,Bravyi et al. (qiskit),1008,956,2021
851,12,65,1001,Ewout van den Berg (stim),1609,1049,3023
852,13,65,1001,ours,1414,968,2534
853,13,65,1001,qiskit transpile,349,339,313
854,13,65,1001,Bravyi et al. (qiskit),1009,876,2035
855,13,65,1001,Ewout van den Berg (stim),1642,1049,3069
856,14,65,1001,ours,1436,938,2695
857,14,65,1001,qiskit transpile,326,319,354
858,14,65,1001,Bravyi et al. (qiskit),990,916,2051
859,14,65,1001,Ewout van den Berg (stim),1606,1098,3069
860,15,65,1001,ours,1416,981,2674
861,15,65,1001,qiskit transpile,328,347,320
862,15,65,1001,Bravyi et al. (qiskit),982,903,1986
863,15,65,1001,Ewout van den Berg (stim),1580,1122,2996
864,16,65,1001,ours,1411,1007,2695
865,16,65,1001,qiskit transpile,340,312,347
866,16,65,1001,Bravyi et al. (qiskit),1069,1011,2103
867,16,65,1001,Ewout van den Berg (stim),1636,1125,3079
868,17,65,1001,ours,1455,1008,2728
869,17,65,1001,qiskit transpile,329,323,349
870,17,65,1001,Bravyi et al. (qiskit),983,927,2044
871,17,65,1001,Ewout van den Berg (stim),1525,1076,2984
872,18,65,1001,ours,1363,935,2534
873,18,65,1001,qiskit transpile,342,337,322
874,18,65,1001,Bravyi et al. (qiskit),984,825,1979
875,18,65,1001,Ewout van den Berg (stim),1578,1010,2959
876,19,65,1001,ours,1487,1016,2718
877,19,65,1001,qiskit transpile,349,320,330
878,19,65,1001,Bravyi et al. (qiskit),988,881,2050
879,19,65,1001,Ewout van den Berg (stim),1561,1049,2992
880,0,65,1101,ours,1488,1054,2865
881,0,65,1101,qiskit transpile,369,363,369
882,0,65,1101,Bravyi et al. (qiskit),1025,993,2194
883,0,65,1101,Ewout van den Berg (stim),1636,1191,3171
884,1,65,1101,ours,1387,1042,2764
885,1,65,1101,qiskit transpile,355,370,374
886,1,65,1101,Bravyi et al. (qiskit),1042,972,2162
887,1,65,1101,Ewout van den Berg (stim),1620,1096,3118
888,2,65,1101,ours,1508,1049,2807
889,2,65,1101,qiskit transpile,347,373,379
890,2,65,1101,Bravyi et al. (qiskit),1078,978,2172
891,2,65,1101,Ewout van den Berg (stim),1638,1170,3121
892,3,65,1101,ours,1530,1078,2815
893,3,65,1101,qiskit transpile,359,354,388
894,3,65,1101,Bravyi et al. (qiskit),1057,1019,2162
895,3,65,1101,Ewout van den Berg (stim),1635,1171,3159
896,4,65,1101,ours,1447,1020,2792
897,4,65,1101,qiskit transpile,352,363,384
898,4,65,1101,Bravyi et al. (qiskit),1003,953,2136
899,4,65,1101,Ewout van den Berg (stim),1664,1186,3185
900,5,65,1101,ours,1492,1039,2806
901,5,65,1101,qiskit transpile,336,378,385
902,5,65,1101,Bravyi et al. (qiskit),1026,974,2183
903,5,65,1101,Ewout van den Berg (stim),1688,1213,3210
904,6,65,1101,ours,1439,987,2674
905,6,65,1101,qiskit transpile,371,379,345
906,6,65,1101,Bravyi et al. (qiskit),1006,968,2110
907,6,65,1101,Ewout van den Berg (stim),1660,1111,3125
908,7,65,1101,ours,1470,1056,2809
909,7,65,1101,qiskit transpile,371,356,372
910,7,65,1101,Bravyi et al. (qiskit),1112,967,2196
911,7,65,1101,Ewout van den Berg (stim),1613,1157,3099
912,8,65,1101,ours,1472,976,2772
913,8,65,1101,qiskit transpile,375,374,350
914,8,65,1101,Bravyi et al. (qiskit),1026,1008,2145
915,8,65,1101,Ewout van den Berg (stim),1670,1186,3199
916,9,65,1101,ours,1479,1028,2824
917,9,65,1101,qiskit transpile,367,350,382
918,9,65,1101,Bravyi et al. (qiskit),1051,1005,2187
919,9,65,1101,Ewout van den Berg (stim),1656,1228,3205
920,10,65,1101,ours,1513,1090,2911
921,10,65,1101,qiskit transpile,397,347,357
922,10,65,1101,Bravyi et al. (qiskit),1060,1060,2183
923,10,65,1101,Ewout van den Berg (stim),1678,1130,3115
924,11,65,1101,ours,1521,1085,2797
925,11,65,1101,qiskit transpile,380,349,372
926,11,65,1101,Bravyi et al. (qiskit),1046,969,2157
927,11,65,1101,Ewout van den Berg (stim),1647,1207,3254
928,12,65,1101,ours,1417,1003,2691
929,12,65,1101,qiskit transpile,377,385,339
930,12,65,1101,Bravyi et al. (qiskit),1005,935,2073
931,12,65,1101,Ewout van den Berg (stim),1615,1119,3107
932,13,65,1101,ours,1469,1048,2776
933,13,65,1101,qiskit transpile,362,385,354
934,13,65,1101,Bravyi et al. (qiskit),1053,978,2088
935,13,65,1101,Ewout van den Berg (stim),1618,1046,3015
936,14,65,1101,ours,1470,1008,2691
937,14,65,1101,qiskit transpile,361,380,356
938,14,65,1101,Bravyi et al. (qiskit),1002,958,2106
939,14,65,1101,Ewout van den Berg (stim),1627,1032,3037
940,15,65,1101,ours,1521,1032,2846
941,15,65,1101,qiskit transpile,376,356,369
942,15,65,1101,Bravyi et al. (qiskit),1054,954,2207
943,15,65,1101,Ewout van den Berg (stim),1627,1133,3111
944,16,65,1101,ours,1467,993,2745
945,16,65,1101,qiskit transpile,384,361,356
946,16,65,1101,Bravyi et al. (qiskit),1076,961,2158
947,16,65,1101,Ewout van den Berg (stim),1638,1168,3140
948,17,65,1101,ours,1481,1018,2779
949,17,65,1101,qiskit transpile,358,372,371
950,17,65,1101,Bravyi et al. (qiskit),1025,994,2189
951,17,65,1101,Ewout van den Berg (stim),1606,1126,3039
952,18,65,1101,ours,1445,1016,2707
953,18,65,1101,qiskit transpile,355,375,371
954,18,65,1101,Bravyi et al. (qiskit),987,915,2064
955,18,65,1101,Ewout van den Berg (stim),1672,1131,3185
956,19,65,1101,ours,1561,1013,2801
957,19,65,1101,qiskit transpile,372,367,362
958,19,65,1101,Bravyi et al. (qiskit),1030,927,2094
959,19,65,1101,Ewout van den Berg (stim),1567,1148,3006
960,0,65,1201,ours,1503,1095,2871
961,0,65,1201,qiskit transpile,401,368,430
962,0,65,1201,Bravyi et al. (qiskit),1037,939,2196
963,0,65,1201,Ewout van den Berg (stim),1687,1179,3139
964,1,65,1201,ours,1476,1058,2810
965,1,65,1201,qiskit transpile,423,396,380
966,1,65,1201,Bravyi et al. (qiskit),1088,953,2163
967,1,65,1201,Ewout van den Berg (stim),1694,1234,3197
968,2,65,1201,ours,1498,1035,2745
969,2,65,1201,qiskit transpile,372,422,403
970,2,65,1201,Bravyi et al. (qiskit),1014,970,2118
971,2,65,1201,Ewout van den Berg (stim),1601,1162,3040
972,3,65,1201,ours,1504,1072,2876
973,3,65,1201,qiskit transpile,412,382,407
974,3,65,1201,Bravyi et al. (qiskit),1047,1010,2192
975,3,65,1201,Ewout van den Berg (stim),1733,1195,3210
976,4,65,1201,ours,1476,1013,2837
977,4,65,1201,qiskit transpile,392,421,384
978,4,65,1201,Bravyi et al. (qiskit),1055,950,2203
979,4,65,1201,Ewout van den Berg (stim),1672,1160,3197
980,5,65,1201,ours,1483,1063,2841
981,5,65,1201,qiskit transpile,423,397,381
982,5,65,1201,Bravyi et al. (qiskit),1057,1029,2178
983,5,65,1201,Ewout van den Berg (stim),1645,1092,3108
984,6,65,1201,ours,1486,1092,2855
985,6,65,1201,qiskit transpile,413,384,404
986,6,65,1201,Bravyi et al. (qiskit),1097,1026,2167
987,6,65,1201,Ewout van den Berg (stim),1709,1187,3194
988,7,65,1201,ours,1446,1002,2715
989,7,65,1201,qiskit transpile,392,374,435
990,7,65,1201,Bravyi et al. (qiskit),1059,1008,2114
991,7,65,1201,Ewout van den Berg (stim),1635,1132,3103
992,8,65,1201,ours,1491,1042,2808
993,8,65,1201,qiskit transpile,386,423,386
994,8,65,1201,Bravyi et al. (qiskit),1062,1019,2193
995,8,65,1201,Ewout van den Berg (stim),1662,1145,3126
996,9,65,1201,ours,1473,1057,2845
997,9,65,1201,qiskit transpile,412,392,391
998,9,65,1201,Bravyi et al. (qiskit),1074,1011,2152
999,9,65,1201,Ewout van den Berg (stim),1585,1221,3109
1000,10,65,1201,ours,1529,1092,2802
1001,10,65,1201,qiskit transpile,434,381,384
1002,10,65,1201,Bravyi et al. (qiskit),1028,995,2183
1003,10,65,1201,Ewout van den Berg (stim),1627,1207,3121
1004,11,65,1201,ours,1484,1039,2758
1005,11,65,1201,qiskit transpile,406,406,385
1006,11,65,1201,Bravyi et al. (qiskit),1039,960,2126
1007,11,65,1201,Ewout van den Berg (stim),1641,1130,3054
1008,12,65,1201,ours,1463,1108,2810
1009,12,65,1201,qiskit transpile,393,392,416
1010,12,65,1201,Bravyi et al. (qiskit),1043,1029,2199
1011,12,65,1201,Ewout van den Berg (stim),1600,1208,3154
1012,13,65,1201,ours,1461,1040,2821
1013,13,65,1201,qiskit transpile,377,439,379
1014,13,65,1201,Bravyi et al. (qiskit),1057,998,2206
1015,13,65,1201,Ewout van den Berg (stim),1676,1256,3242
1016,14,65,1201,ours,1490,999,2739
1017,14,65,1201,qiskit transpile,413,389,397
1018,14,65,1201,Bravyi et al. (qiskit),988,984,2094
1019,14,65,1201,Ewout van den Berg (stim),1635,1137,3161
1020,15,65,1201,ours,1471,1108,2813
1021,15,65,1201,qiskit transpile,402,382,417
1022,15,65,1201,Bravyi et al. (qiskit),1071,1013,2212
1023,15,65,1201,Ewout van den Berg (stim),1676,1221,3168
1024,16,65,1201,ours,1496,1062,2762
1025,16,65,1201,qiskit transpile,410,388,401
1026,16,65,1201,Bravyi et al. (qiskit),1040,976,2175
1027,16,65,1201,Ewout van den Berg (stim),1669,1133,3150
1028,17,65,1201,ours,1564,1062,2856
1029,17,65,1201,qiskit transpile,414,399,386
1030,17,65,1201,Bravyi et al. (qiskit),1058,1026,2209
1031,17,65,1201,Ewout van den Berg (stim),1579,1129,3131
1032,18,65,1201,ours,1484,1043,2845
1033,18,65,1201,qiskit transpile,402,413,382
1034,18,65,1201,Bravyi et al. (qiskit),1024,980,2180
1035,18,65,1201,Ewout van den Berg (stim),1605,1105,3103
1036,19,65,1201,ours,1532,1089,2860
1037,19,65,1201,qiskit transpile,393,405,399
1038,19,65,1201,Bravyi et al. (qiskit),1067,1012,2220
1039,19,65,1201,Ewout van den Berg (stim),1646,1107,3162
1040,0,65,1301,ours,1534,1115,2900
1041,0,65,1301,qiskit transpile,435,443,423
1042,0,65,1301,Bravyi et al. (qiskit),1114,1024,2238
1043,0,65,1301,Ewout van den Berg (stim),1642,1177,3158
1044,1,65,1301,ours,1567,1093,2849
1045,1,65,1301,qiskit transpile,434,429,436
1046,1,65,1301,Bravyi et al. (qiskit),1094,966,2211
1047,1,65,1301,Ewout van den Berg (stim),1638,1196,3126
1048,2,65,1301,ours,1493,1088,2875
1049,2,65,1301,qiskit transpile,430,446,421
1050,2,65,1301,Bravyi et al. (qiskit),1105,1027,2235
1051,2,65,1301,Ewout van den Berg (stim),1642,1186,3186
1052,3,65,1301,ours,1493,1079,2852
1053,3,65,1301,qiskit transpile,460,423,418
1054,3,65,1301,Bravyi et al. (qiskit),1046,1030,2239
1055,3,65,1301,Ewout van den Berg (stim),1668,1154,3183
1056,4,65,1301,ours,1464,1049,2846
1057,4,65,1301,qiskit transpile,445,477,377
1058,4,65,1301,Bravyi et al. (qiskit),1061,1004,2185
1059,4,65,1301,Ewout van den Berg (stim),1644,1120,3148
1060,5,65,1301,ours,1480,1069,2885
1061,5,65,1301,qiskit transpile,417,427,457
1062,5,65,1301,Bravyi et al. (qiskit),1070,1080,2262
1063,5,65,1301,Ewout van den Berg (stim),1657,1226,3179
1064,6,65,1301,ours,1486,1043,2784
1065,6,65,1301,qiskit transpile,479,413,409
1066,6,65,1301,Bravyi et al. (qiskit),1038,1023,2151
1067,6,65,1301,Ewout van den Berg (stim),1608,1101,3048
1068,7,65,1301,ours,1408,1040,2778
1069,7,65,1301,qiskit transpile,452,451,394
1070,7,65,1301,Bravyi et al. (qiskit),1071,1034,2175
1071,7,65,1301,Ewout van den Berg (stim),1664,1177,3212
1072,8,65,1301,ours,1593,1170,2924
1073,8,65,1301,qiskit transpile,462,410,425
1074,8,65,1301,Bravyi et al. (qiskit),1099,1056,2295
1075,8,65,1301,Ewout van den Berg (stim),1673,1260,3215
1076,9,65,1301,ours,1434,1086,2819
1077,9,65,1301,qiskit transpile,451,417,433
1078,9,65,1301,Bravyi et al. (qiskit),1033,1001,2189
1079,9,65,1301,Ewout van den Berg (stim),1581,1143,3123
1080,10,65,1301,ours,1541,1083,2892
1081,10,65,1301,qiskit transpile,431,417,453
1082,10,65,1301,Bravyi et al. (qiskit),1044,1022,2232
1083,10,65,1301,Ewout van den Berg (stim),1698,1265,3224
1084,11,65,1301,ours,1509,1070,2918
1085,11,65,1301,qiskit transpile,456,407,438
1086,11,65,1301,Bravyi et al. (qiskit),1089,1079,2280
1087,11,65,1301,Ewout van den Berg (stim),1681,1183,3198
1088,12,65,1301,ours,1512,1049,2837
1089,12,65,1301,qiskit transpile,422,435,442
1090,12,65,1301,Bravyi et al. (qiskit),1090,1028,2213
1091,12,65,1301,Ewout van den Berg (stim),1698,1213,3203
1092,13,65,1301,ours,1608,1113,2966
1093,13,65,1301,qiskit transpile,427,410,462
1094,13,65,1301,Bravyi et al. (qiskit),1108,1110,2247
1095,13,65,1301,Ewout van den Berg (stim),1679,1208,3200
1096,14,65,1301,ours,1502,1069,2779
1097,14,65,1301,qiskit transpile,466,433,402
1098,14,65,1301,Bravyi et al. (qiskit),1042,987,2178
1099,14,65,1301,Ewout van den Berg (stim),1632,1138,3134
1100,15,65,1301,ours,1545,1094,2856
1101,15,65,1301,qiskit transpile,436,426,439
1102,15,65,1301,Bravyi et al. (qiskit),1114,1069,2273
1103,15,65,1301,Ewout van den Berg (stim),1701,1182,3210
1104,16,65,1301,ours,1467,1062,2824
1105,16,65,1301,qiskit transpile,436,448,417
1106,16,65,1301,Bravyi et al. (qiskit),1100,960,2169
1107,16,65,1301,Ewout van den Berg (stim),1597,1180,3111
1108,17,65,1301,ours,1442,1064,2710
1109,17,65,1301,qiskit transpile,444,455,402
1110,17,65,1301,Bravyi et al. (qiskit),1029,938,2163
1111,17,65,1301,Ewout van den Berg (stim),1638,1114,3101
1112,18,65,1301,ours,1523,1065,2854
1113,18,65,1301,qiskit transpile,438,426,433
1114,18,65,1301,Bravyi et al. (qiskit),1064,993,2218
1115,18,65,1301,Ewout van den Berg (stim),1645,1171,3222
1116,19,65,1301,ours,1481,1076,2751
