,n_rep,num_qubits,n_gadgets,method,h,s,cx
1117,19,65,1301,qiskit transpile,448,432,417
1118,19,65,1301,Bravyi et al. (qiskit),1067,1022,2160
1119,19,65,1301,Ewout van den Berg (stim),1657,1179,3145
1120,0,65,1401,ours,1507,1136,2897
1121,0,65,1401,qiskit transpile,443,481,475
1122,0,65,1401,Bravyi et al. (qiskit),1075,994,2255
1123,0,65,1401,Ewout van den Berg (stim),1613,1174,3162
1124,1,65,1401,ours,1511,1046,2912
1125,1,65,1401,qiskit transpile,475,461,465
1126,1,65,1401,Bravyi et al. (qiskit),1030,1073,2224
1127,1,65,1401,Ewout van den Berg (stim),1721,1188,3240
1128,2,65,1401,ours,1530,1091,2870
1129,2,65,1401,qiskit transpile,455,471,473
1130,2,65,1401,Bravyi et al. (qiskit),1057,980,2203
1131,2,65,1401,Ewout van den Berg (stim),1620,1174,3181
1132,3,65,1401,ours,1490,1111,2875
1133,3,65,1401,qiskit transpile,487,456,456
1134,3,65,1401,Bravyi et al. (qiskit),1119,1029,2213
1135,3,65,1401,Ewout van den Berg (stim),1665,1165,3172
1136,4,65,1401,ours,1492,1068,2830
1137,4,65,1401,qiskit transpile,420,509,466
1138,4,65,1401,Bravyi et al. (qiskit),1090,1028,2217
1139,4,65,1401,Ewout van den Berg (stim),1611,1128,3134
1140,5,65,1401,ours,1520,1101,2867
1141,5,65,1401,qiskit transpile,473,475,453
1142,5,65,1401,Bravyi et al. (qiskit),1099,1062,2242
1143,5,65,1401,Ewout van den Berg (stim),1663,1152,3137
1144,6,65,1401,ours,1531,1098,2895
1145,6,65,1401,qiskit transpile,446,457,498
1146,6,65,1401,Bravyi et al. (qiskit),1074,1092,2270
1147,6,65,1401,Ewout van den Berg (stim),1625,1198,3172
1148,7,65,1401,ours,1520,1101,2868
1149,7,65,1401,qiskit transpile,485,481,433
1150,7,65,1401,Bravyi et al. (qiskit),1071,973,2172
1151,7,65,1401,Ewout van den Berg (stim),1641,1204,3174
1152,8,65,1401,ours,1419,1033,2767
1153,8,65,1401,qiskit transpile,471,492,438
1154,8,65,1401,Bravyi et al. (qiskit),1058,1013,2170
1155,8,65,1401,Ewout van den Berg (stim),1695,1215,3185
1156,9,65,1401,ours,1452,1095,2816
1157,9,65,1401,qiskit transpile,498,455,442
1158,9,65,1401,Bravyi et al. (qiskit),1065,1040,2234
1159,9,65,1401,Ewout van den Berg (stim),1646,1140,3180
1160,10,65,1401,ours,1499,1090,2927
1161,10,65,1401,qiskit transpile,443,492,460
1162,10,65,1401,Bravyi et al. (qiskit),1122,1032,2233
1163,10,65,1401,Ewout van den Berg (stim),1620,1229,3167
1164,11,65,1401,ours,1508,1091,2839
1165,11,65,1401,qiskit transpile,463,481,449
1166,11,65,1401,Bravyi et al. (qiskit),1047,1000,2231
1167,11,65,1401,Ewout van den Berg (stim),1702,1173,3232
1168,12,65,1401,ours,1493,1123,2855
1169,12,65,1401,qiskit transpile,438,508,453
1170,12,65,1401,Bravyi et al. (qiskit),1131,1046,2218
1171,12,65,1401,Ewout van den Berg (stim),1598,1189,3203
1172,13,65,1401,ours,1567,1109,2892
1173,13,65,1401,qiskit transpile,462,488,449
1174,13,65,1401,Bravyi et al. (qiskit),1057,1035,2182
1175,13,65,1401,Ewout van den Berg (stim),1657,1139,3144
1176,14,65,1401,ours,1447,1067,2843
1177,14,65,1401,qiskit transpile,466,480,455
1178,14,65,1401,Bravyi et al. (qiskit),1091,1084,2220
1179,14,65,1401,Ewout van den Berg (stim),1641,1161,3125
1180,15,65,1401,ours,1464,1058,2710
1181,15,65,1401,qiskit transpile,482,529,388
1182,15,65,1401,Bravyi et al. (qiskit),1091,1022,2144
1183,15,65,1401,Ewout van den Berg (stim),1649,1148,3157
1184,16,65,1401,ours,1612,1120,2904
1185,16,65,1401,qiskit transpile,443,488,466
1186,16,65,1401,Bravyi et al. (qiskit),1071,1041,2239
1187,16,65,1401,Ewout van den Berg (stim),1599,1203,3175
1188,17,65,1401,ours,1504,1093,2889
1189,17,65,1401,qiskit transpile,464,464,469
1190,17,65,1401,Bravyi et al. (qiskit),1034,1031,2258
1191,17,65,1401,Ewout van den Berg (stim),1703,1189,3198
1192,18,65,1401,ours,1561,1136,2873
1193,18,65,1401,qiskit transpile,468,460,473
1194,18,65,1401,Bravyi et al. (qiskit),1103,1070,2236
1195,18,65,1401,Ewout van den Berg (stim),1676,1176,3192
1196,19,65,1401,ours,1614,1070,2914
1197,19,65,1401,qiskit transpile,447,483,469
1198,19,65,1401,Bravyi et al. (qiskit),1116,1046,2243
1199,19,65,1401,Ewout van den Berg (stim),1727,1269,3211
1200,0,65,1501,ours,1554,1088,2904
1201,0,65,1501,qiskit transpile,468,504,525
1202,0,65,1501,Bravyi et al. (qiskit),1110,1074,2274
1203,0,65,1501,Ewout van den Berg (stim),1653,1219,3183
1204,1,65,1501,ours,1568,1099,2865
1205,1,65,1501,qiskit transpile,511,493,493
1206,1,65,1501,Bravyi et al. (qiskit),1073,1009,2258
1207,1,65,1501,Ewout van den Berg (stim),1675,1208,3225
1208,2,65,1501,ours,1522,1111,2888
1209,2,65,1501,qiskit transpile,515,505,479
1210,2,65,1501,Bravyi et al. (qiskit),1069,1075,2273
1211,2,65,1501,Ewout van den Berg (stim),1621,1210,3195
1212,3,65,1501,ours,1552,1136,2920
1213,3,65,1501,qiskit transpile,488,512,499
1214,3,65,1501,Bravyi et al. (qiskit),1090,1045,2220
1215,3,65,1501,Ewout van den Berg (stim),1616,1184,3168
1216,4,65,1501,ours,1495,1121,2922
1217,4,65,1501,qiskit transpile,505,489,505
1218,4,65,1501,Bravyi et al. (qiskit),1087,1080,2271
1219,4,65,1501,Ewout van den Berg (stim),1641,1187,3157
1220,5,65,1501,ours,1529,1092,2894
1221,5,65,1501,qiskit transpile,515,478,508
1222,5,65,1501,Bravyi et al. (qiskit),1144,1040,2283
1223,5,65,1501,Ewout van den Berg (stim),1663,1254,3237
1224,6,65,1501,ours,1540,1100,2894
1225,6,65,1501,qiskit transpile,507,484,510
1226,6,65,1501,Bravyi et al. (qiskit),1069,1108,2267
1227,6,65,1501,Ewout van den Berg (stim),1694,1186,3230
1228,7,65,1501,ours,1549,1074,2921
1229,7,65,1501,qiskit transpile,515,474,508
1230,7,65,1501,Bravyi et al. (qiskit),1093,1103,2256
1231,7,65,1501,Ewout van den Berg (stim),1633,1285,3216
1232,8,65,1501,ours,1521,1098,2874
1233,8,65,1501,qiskit transpile,488,510,503
1234,8,65,1501,Bravyi et al. (qiskit),1113,1072,2241
1235,8,65,1501,Ewout van den Berg (stim),1637,1108,3191
1236,9,65,1501,ours,1538,1038,2917
1237,9,65,1501,qiskit transpile,498,515,488
1238,9,65,1501,Bravyi et al. (qiskit),1075,1052,2285
1239,9,65,1501,Ewout van den Berg (stim),1676,1223,3191
1240,10,65,1501,ours,1541,1083,2907
1241,10,65,1501,qiskit transpile,510,501,488
1242,10,65,1501,Bravyi et al. (qiskit),1065,1055,2214
1243,10,65,1501,Ewout van den Berg (stim),1630,1216,3217
1244,11,65,1501,ours,1515,1091,2862
1245,11,65,1501,qiskit transpile,471,542,486
1246,11,65,1501,Bravyi et al. (qiskit),1062,1027,2241
1247,11,65,1501,Ewout van den Berg (stim),1669,1235,3239
1248,12,65,1501,ours,1580,1078,2947
1249,12,65,1501,qiskit transpile,473,504,522
1250,12,65,1501,Bravyi et al. (qiskit),1060,1033,2248
1251,12,65,1501,Ewout van den Berg (stim),1646,1211,3207
1252,13,65,1501,ours,1551,1112,2886
1253,13,65,1501,qiskit transpile,489,493,519
1254,13,65,1501,Bravyi et al. (qiskit),1050,981,2239
1255,13,65,1501,Ewout van den Berg (stim),1594,1251,3186
1256,14,65,1501,ours,1497,1072,2894
1257,14,65,1501,qiskit transpile,486,520,495
1258,14,65,1501,Bravyi et al. (qiskit),1069,1077,2267
1259,14,65,1501,Ewout van den Berg (stim),1707,1218,3273
1260,15,65,1501,ours,1524,1101,2894
1261,15,65,1501,qiskit transpile,518,495,488
1262,15,65,1501,Bravyi et al. (qiskit),1075,1031,2266
1263,15,65,1501,Ewout van den Berg (stim),1660,1149,3216
1264,16,65,1501,ours,1509,1111,2905
1265,16,65,1501,qiskit transpile,504,508,487
1266,16,65,1501,Bravyi et al. (qiskit),1082,1006,2257
1267,16,65,1501,Ewout van den Berg (stim),1638,1183,3170
1268,17,65,1501,ours,1555,1128,2901
1269,17,65,1501,qiskit transpile,537,491,471
1270,17,65,1501,Bravyi et al. (qiskit),1061,1032,2217
1271,17,65,1501,Ewout van den Berg (stim),1653,1209,3195
1272,18,65,1501,ours,1487,1055,2859
1273,18,65,1501,qiskit transpile,522,493,484
1274,18,65,1501,Bravyi et al. (qiskit),1119,1019,2275
1275,18,65,1501,Ewout van den Berg (stim),1632,1229,3189
1276,19,65,1501,ours,1534,1104,2875
1277,19,65,1501,qiskit transpile,512,489,496
1278,19,65,1501,Bravyi et al. (qiskit),1114,1033,2218
1279,19,65,1501,Ewout van den Berg (stim),1645,1164,3178
1280,0,65,1601,ours,1475,1110,2950
1281,0,65,1601,qiskit transpile,543,527,529
1282,0,65,1601,Bravyi et al. (qiskit),1074,1020,2252
1283,0,65,1601,Ewout van den Berg (stim),1677,1243,3163
1284,1,65,1601,ours,1518,1103,2920
1285,1,65,1601,qiskit transpile,523,514,560
1286,1,65,1601,Bravyi et al. (qiskit),1076,1037,2272
1287,1,65,1601,Ewout van den Berg (stim),1621,1232,3239
1288,2,65,1601,ours,1554,1131,2935
1289,2,65,1601,qiskit transpile,513,549,537
1290,2,65,1601,Bravyi et al. (qiskit),1083,1046,2295
1291,2,65,1601,Ewout van den Berg (stim),1683,1210,3265
1292,3,65,1601,ours,1519,1131,2923
1293,3,65,1601,qiskit transpile,530,517,552
1294,3,65,1601,Bravyi et al. (qiskit),1118,1051,2309
1295,3,65,1601,Ewout van den Berg (stim),1628,1188,3177
1296,4,65,1601,ours,1540,1163,2920
1297,4,65,1601,qiskit transpile,520,547,534
1298,4,65,1601,Bravyi et al. (qiskit),1057,1070,2284
1299,4,65,1601,Ewout van den Berg (stim),1700,1190,3207
1300,5,65,1601,ours,1518,1100,2935
1301,5,65,1601,qiskit transpile,557,547,497
1302,5,65,1601,Bravyi et al. (qiskit),1058,1029,2245
1303,5,65,1601,Ewout van den Berg (stim),1667,1211,3207
1304,6,65,1601,ours,1515,1117,2906
1305,6,65,1601,qiskit transpile,532,512,557
1306,6,65,1601,Bravyi et al. (qiskit),1089,1041,2238
1307,6,65,1601,Ewout van den Berg (stim),1635,1223,3203
1308,7,65,1601,ours,1567,1061,2981
1309,7,65,1601,qiskit transpile,507,558,536
1310,7,65,1601,Bravyi et al. (qiskit),1131,1031,2254
1311,7,65,1601,Ewout van den Berg (stim),1733,1154,3223
1312,8,65,1601,ours,1487,1060,2889
1313,8,65,1601,qiskit transpile,529,547,523
1314,8,65,1601,Bravyi et al. (qiskit),1079,981,2270
1315,8,65,1601,Ewout van den Berg (stim),1656,1139,3201
1316,9,65,1601,ours,1540,1116,2948
1317,9,65,1601,qiskit transpile,535,509,555
1318,9,65,1601,Bravyi et al. (qiskit),1088,1112,2273
1319,9,65,1601,Ewout van den Berg (stim),1653,1229,3164
1320,10,65,1601,ours,1578,1082,2982
1321,10,65,1601,qiskit transpile,538,517,544
1322,10,65,1601,Bravyi et al. (qiskit),1088,1024,2259
1323,10,65,1601,Ewout van den Berg (stim),1683,1245,3219
1324,11,65,1601,ours,1502,1121,2896
1325,11,65,1601,qiskit transpile,540,533,526
1326,11,65,1601,Bravyi et al. (qiskit),1089,1054,2253
1327,11,65,1601,Ewout van den Berg (stim),1652,1159,3244
1328,12,65,1601,ours,1510,1095,2848
1329,12,65,1601,qiskit transpile,530,547,524
1330,12,65,1601,Bravyi et al. (qiskit),1080,1081,2234
1331,12,65,1601,Ewout van den Berg (stim),1614,1169,3165
1332,13,65,1601,ours,1493,1102,2930
1333,13,65,1601,qiskit transpile,533,541,527
1334,13,65,1601,Bravyi et al. (qiskit),1062,1019,2263
1335,13,65,1601,Ewout van den Berg (stim),1669,1219,3235
1336,14,65,1601,ours,1521,1069,2929
1337,14,65,1601,qiskit transpile,552,542,505
1338,14,65,1601,Bravyi et al. (qiskit),1089,1080,2247
1339,14,65,1601,Ewout van den Berg (stim),1699,1200,3154
1340,15,65,1601,ours,1515,1115,2852
1341,15,65,1601,qiskit transpile,531,529,541
1342,15,65,1601,Bravyi et al. (qiskit),1094,1040,2236
1343,15,65,1601,Ewout van den Berg (stim),1646,1189,3162
1344,16,65,1601,ours,1535,1080,2908
1345,16,65,1601,qiskit transpile,529,570,500
1346,16,65,1601,Bravyi et al. (qiskit),1078,1072,2261
1347,16,65,1601,Ewout van den Berg (stim),1656,1156,3211
1348,17,65,1601,ours,1496,1054,2932
1349,17,65,1601,qiskit transpile,533,540,528
1350,17,65,1601,Bravyi et al. (qiskit),1131,1073,2250
1351,17,65,1601,Ewout van den Berg (stim),1688,1245,3193
1352,18,65,1601,ours,1530,1079,2918
1353,18,65,1601,qiskit transpile,524,519,558
1354,18,65,1601,Bravyi et al. (qiskit),1111,1078,2257
1355,18,65,1601,Ewout van den Berg (stim),1680,1196,3162
1356,19,65,1601,ours,1549,1140,2897
1357,19,65,1601,qiskit transpile,513,525,563
1358,19,65,1601,Bravyi et al. (qiskit),1109,1083,2288
1359,19,65,1601,Ewout van den Berg (stim),1686,1256,3175
1360,0,65,1701,ours,1518,1103,2925
1361,0,65,1701,qiskit transpile,595,533,571
1362,0,65,1701,Bravyi et al. (qiskit),1105,1018,2288
1363,0,65,1701,Ewout van den Berg (stim),1604,1192,3194
1364,1,65,1701,ours,1555,1107,2914
1365,1,65,1701,qiskit transpile,556,582,559
1366,1,65,1701,Bravyi et al. (qiskit),1038,1028,2288
1367,1,65,1701,Ewout van den Berg (stim),1616,1115,3154
1368,2,65,1701,ours,1509,1127,2933
1369,2,65,1701,qiskit transpile,569,566,566
1370,2,65,1701,Bravyi et al. (qiskit),1091,1047,2287
1371,2,65,1701,Ewout van den Berg (stim),1696,1213,3212
1372,3,65,1701,ours,1546,1113,2900
1373,3,65,1701,qiskit transpile,591,536,572
1374,3,65,1701,Bravyi et al. (qiskit),1048,1067,2285
1375,3,65,1701,Ewout van den Berg (stim),1686,1202,3209
1376,4,65,1701,ours,1520,1169,2911
1377,4,65,1701,qiskit transpile,552,592,555
1378,4,65,1701,Bravyi et al. (qiskit),1043,1063,2254
1379,4,65,1701,Ewout van den Berg (stim),1616,1220,3209
1380,5,65,1701,ours,1521,1105,2909
1381,5,65,1701,qiskit transpile,543,570,588
1382,5,65,1701,Bravyi et al. (qiskit),1097,1084,2271
1383,5,65,1701,Ewout van den Berg (stim),1652,1160,3167
1384,6,65,1701,ours,1546,1124,2925
1385,6,65,1701,qiskit transpile,601,533,563
1386,6,65,1701,Bravyi et al. (qiskit),1065,1027,2235
1387,6,65,1701,Ewout van den Berg (stim),1660,1177,3218
1388,7,65,1701,ours,1540,1113,2914
1389,7,65,1701,qiskit transpile,557,604,538
1390,7,65,1701,Bravyi et al. (qiskit),1067,1022,2261
1391,7,65,1701,Ewout van den Berg (stim),1673,1211,3164
1392,8,65,1701,ours,1512,1061,2920
1393,8,65,1701,qiskit transpile,555,587,557
1394,8,65,1701,Bravyi et al. (qiskit),1110,1024,2267
1395,8,65,1701,Ewout van den Berg (stim),1706,1242,3221
1396,9,65,1701,ours,1531,1062,2928
1397,9,65,1701,qiskit transpile,575,560,566
1398,9,65,1701,Bravyi et al. (qiskit),1053,1060,2247
1399,9,65,1701,Ewout van den Berg (stim),1668,1202,3249
1400,10,65,1701,ours,1541,1099,2957
1401,10,65,1701,qiskit transpile,562,562,571
1402,10,65,1701,Bravyi et al. (qiskit),1081,1054,2271
1403,10,65,1701,Ewout van den Berg (stim),1650,1245,3248
1404,11,65,1701,ours,1516,1124,2941
1405,11,65,1701,qiskit transpile,563,574,564
1406,11,65,1701,Bravyi et al. (qiskit),1101,1077,2289
1407,11,65,1701,Ewout van den Berg (stim),1673,1220,3207
1408,12,65,1701,ours,1570,1151,2925
1409,12,65,1701,qiskit transpile,584,548,567
1410,12,65,1701,Bravyi et al. (qiskit),1036,1117,2267
1411,12,65,1701,Ewout van den Berg (stim),1685,1263,3227
1412,13,65,1701,ours,1541,1157,2934
1413,13,65,1701,qiskit transpile,557,551,593
1414,13,65,1701,Bravyi et al. (qiskit),1093,1076,2264
1415,13,65,1701,Ewout van den Berg (stim),1659,1201,3181
1416,14,65,1701,ours,1564,1065,2926
1417,14,65,1701,qiskit transpile,576,593,530
1418,14,65,1701,Bravyi et al. (qiskit),1052,1058,2276
1419,14,65,1701,Ewout van den Berg (stim),1644,1219,3214
1420,15,65,1701,ours,1567,1100,2954
1421,15,65,1701,qiskit transpile,590,538,573
1422,15,65,1701,Bravyi et al. (qiskit),1121,1108,2275
1423,15,65,1701,Ewout van den Berg (stim),1674,1245,3171
1424,16,65,1701,ours,1544,1069,2886
1425,16,65,1701,qiskit transpile,571,562,566
1426,16,65,1701,Bravyi et al. (qiskit),1086,1031,2235
1427,16,65,1701,Ewout van den Berg (stim),1668,1183,3194
1428,17,65,1701,ours,1507,1112,2870
1429,17,65,1701,qiskit transpile,541,572,586
1430,17,65,1701,Bravyi et al. (qiskit),1116,1045,2278
1431,17,65,1701,Ewout van den Berg (stim),1621,1162,3205
1432,18,65,1701,ours,1551,1130,2957
1433,18,65,1701,qiskit transpile,559,542,598
1434,18,65,1701,Bravyi et al. (qiskit),1125,1103,2270
1435,18,65,1701,Ewout van den Berg (stim),1635,1200,3199
1436,19,65,1701,ours,1544,1108,2936
1437,19,65,1701,qiskit transpile,602,530,569
1438,19,65,1701,Bravyi et al. (qiskit),1102,1100,2267
1439,19,65,1701,Ewout van den Berg (stim),1684,1220,3233
1440,0,65,1801,ours,1497,1095,2880
1441,0,65,1801,qiskit transpile,614,579,608
1442,0,65,1801,Bravyi et al. (qiskit),1043,1061,2257
1443,0,65,1801,Ewout van den Berg (stim),1646,1233,3232
1444,1,65,1801,ours,1583,1108,2969
1445,1,65,1801,qiskit transpile,621,568,606
1446,1,65,1801,Bravyi et al. (qiskit),1077,1032,2258
1447,1,65,1801,Ewout van den Berg (stim),1621,1191,3182
1448,2,65,1801,ours,1531,1083,2939
1449,2,65,1801,qiskit transpile,607,597,595
1450,2,65,1801,Bravyi et al. (qiskit),1090,1041,2243
1451,2,65,1801,Ewout van den Berg (stim),1669,1137,3189
1452,3,65,1801,ours,1485,1166,2927
1453,3,65,1801,qiskit transpile,595,624,580
1454,3,65,1801,Bravyi et al. (qiskit),1098,1088,2293
1455,3,65,1801,Ewout van den Berg (stim),1724,1176,3202
1456,4,65,1801,ours,1518,1073,2863
1457,4,65,1801,qiskit transpile,610,628,559
1458,4,65,1801,Bravyi et al. (qiskit),1118,1093,2247
1459,4,65,1801,Ewout van den Berg (stim),1676,1172,3191
1460,5,65,1801,ours,1555,1099,2928
1461,5,65,1801,qiskit transpile,585,599,615
1462,5,65,1801,Bravyi et al. (qiskit),1089,1069,2259
1463,5,65,1801,Ewout van den Berg (stim),1639,1258,3232
1464,6,65,1801,ours,1587,1112,2934
1465,6,65,1801,qiskit transpile,611,580,604
1466,6,65,1801,Bravyi et al. (qiskit),1067,1102,2283
1467,6,65,1801,Ewout van den Berg (stim),1639,1202,3177
1468,7,65,1801,ours,1566,1118,2946
1469,7,65,1801,qiskit transpile,591,597,611
1470,7,65,1801,Bravyi et al. (qiskit),1117,1069,2305
1471,7,65,1801,Ewout van den Berg (stim),1708,1158,3245
1472,8,65,1801,ours,1578,1121,2933
1473,8,65,1801,qiskit transpile,603,600,594
1474,8,65,1801,Bravyi et al. (qiskit),1101,1097,2291
1475,8,65,1801,Ewout van den Berg (stim),1688,1200,3272
1476,9,65,1801,ours,1568,1105,2891
1477,9,65,1801,qiskit transpile,605,587,609
1478,9,65,1801,Bravyi et al. (qiskit),1092,1130,2292
1479,9,65,1801,Ewout van den Berg (stim),1619,1190,3213
1480,10,65,1801,ours,1550,1086,2930
1481,10,65,1801,qiskit transpile,563,570,668
1482,10,65,1801,Bravyi et al. (qiskit),1112,1057,2285
1483,10,65,1801,Ewout van den Berg (stim),1636,1198,3175
1484,11,65,1801,ours,1544,1072,2935
1485,11,65,1801,qiskit transpile,580,600,619
1486,11,65,1801,Bravyi et al. (qiskit),1084,1042,2274
1487,11,65,1801,Ewout van den Berg (stim),1615,1219,3190
1488,12,65,1801,ours,1548,1125,2911
1489,12,65,1801,qiskit transpile,597,636,566
1490,12,65,1801,Bravyi et al. (qiskit),1077,1070,2285
1491,12,65,1801,Ewout van den Berg (stim),1679,1211,3199
1492,13,65,1801,ours,1530,1151,2916
1493,13,65,1801,qiskit transpile,558,582,661
1494,13,65,1801,Bravyi et al. (qiskit),1059,1091,2273
1495,13,65,1801,Ewout van den Berg (stim),1644,1152,3192
1496,14,65,1801,ours,1511,1145,2950
1497,14,65,1801,qiskit transpile,609,582,610
1498,14,65,1801,Bravyi et al. (qiskit),1073,1027,2281
1499,14,65,1801,Ewout van den Berg (stim),1656,1198,3174
1500,15,65,1801,ours,1528,1101,2909
1501,15,65,1801,qiskit transpile,591,609,601
1502,15,65,1801,Bravyi et al. (qiskit),1096,1060,2257
1503,15,65,1801,Ewout van den Berg (stim),1691,1249,3241
1504,16,65,1801,ours,1537,1092,2961
1505,16,65,1801,qiskit transpile,601,614,586
1506,16,65,1801,Bravyi et al. (qiskit),1138,1096,2271
1507,16,65,1801,Ewout van den Berg (stim),1637,1213,3201
1508,17,65,1801,ours,1508,1121,2929
1509,17,65,1801,qiskit transpile,596,618,587
1510,17,65,1801,Bravyi et al. (qiskit),1082,989,2257
1511,17,65,1801,Ewout van den Berg (stim),1707,1171,3207
1512,18,65,1801,ours,1504,1116,2927
1513,18,65,1801,qiskit transpile,602,577,622
1514,18,65,1801,Bravyi et al. (qiskit),1082,1030,2262
1515,18,65,1801,Ewout van den Berg (stim),1634,1185,3207
1516,19,65,1801,ours,1586,1045,2944
1517,19,65,1801,qiskit transpile,627,607,561
1518,19,65,1801,Bravyi et al. (qiskit),1125,1075,2289
1519,19,65,1801,Ewout van den Berg (stim),1658,1138,3189
1520,0,65,1901,ours,1576,1108,2918
1521,0,65,1901,qiskit transpile,633,601,667
1522,0,65,1901,Bravyi et al. (qiskit),1089,1122,2310
1523,0,65,1901,Ewout van den Berg (stim),1627,1182,3193
1524,1,65,1901,ours,1533,1114,2935
1525,1,65,1901,qiskit transpile,630,632,637
1526,1,65,1901,Bravyi et al. (qiskit),1051,1032,2251
1527,1,65,1901,Ewout van den Berg (stim),1650,1177,3209
1528,2,65,1901,ours,1532,1090,2925
1529,2,65,1901,qiskit transpile,606,649,642
1530,2,65,1901,Bravyi et al. (qiskit),1107,1119,2279
1531,2,65,1901,Ewout van den Berg (stim),1647,1162,3220
1532,3,65,1901,ours,1554,1138,2916
1533,3,65,1901,qiskit transpile,644,594,661
1534,3,65,1901,Bravyi et al. (qiskit),1120,1069,2270
1535,3,65,1901,Ewout van den Berg (stim),1663,1229,3219
1536,4,65,1901,ours,1504,1121,2946
1537,4,65,1901,qiskit transpile,666,613,620
1538,4,65,1901,Bravyi et al. (qiskit),1079,1095,2264
1539,4,65,1901,Ewout van den Berg (stim),1611,1166,3192
1540,5,65,1901,ours,1500,1088,2899
1541,5,65,1901,qiskit transpile,661,665,571
1542,5,65,1901,Bravyi et al. (qiskit),1049,1078,2263
1543,5,65,1901,Ewout van den Berg (stim),1718,1248,3248
1544,6,65,1901,ours,1569,1150,2958
1545,6,65,1901,qiskit transpile,609,688,598
1546,6,65,1901,Bravyi et al. (qiskit),1049,1050,2249
1547,6,65,1901,Ewout van den Berg (stim),1639,1195,3151
1548,7,65,1901,ours,1496,1121,2915
1549,7,65,1901,qiskit transpile,633,636,630
1550,7,65,1901,Bravyi et al. (qiskit),1099,1043,2267
1551,7,65,1901,Ewout van den Berg (stim),1679,1253,3264
1552,8,65,1901,ours,1585,1115,2944
1553,8,65,1901,qiskit transpile,632,651,616
1554,8,65,1901,Bravyi et al. (qiskit),1124,1084,2278
1555,8,65,1901,Ewout van den Berg (stim),1660,1214,3226
1556,9,65,1901,ours,1519,1130,2911
1557,9,65,1901,qiskit transpile,626,629,646
1558,9,65,1901,Bravyi et al. (qiskit),1059,1082,2258
1559,9,65,1901,Ewout van den Berg (stim),1649,1192,3209
1560,10,65,1901,ours,1543,1098,2909
1561,10,65,1901,qiskit transpile,631,645,617
1562,10,65,1901,Bravyi et al. (qiskit),1091,1068,2276
1563,10,65,1901,Ewout van den Berg (stim),1658,1239,3206
1564,11,65,1901,ours,1558,1131,2936
1565,11,65,1901,qiskit transpile,647,612,642
1566,11,65,1901,Bravyi et al. (qiskit),1052,1075,2265
1567,11,65,1901,Ewout van den Berg (stim),1667,1175,3211
1568,12,65,1901,ours,1502,1115,2900
1569,12,65,1901,qiskit transpile,638,657,606
1570,12,65,1901,Bravyi et al. (qiskit),1070,996,2290
1571,12,65,1901,Ewout van den Berg (stim),1636,1227,3210
1572,13,65,1901,ours,1563,1203,2953
1573,13,65,1901,qiskit transpile,613,635,651
1574,13,65,1901,Bravyi et al. (qiskit),1074,1050,2269
1575,13,65,1901,Ewout van den Berg (stim),1638,1221,3195
1576,14,65,1901,ours,1521,1103,2926
1577,14,65,1901,qiskit transpile,646,642,611
1578,14,65,1901,Bravyi et al. (qiskit),1076,1091,2291
1579,14,65,1901,Ewout van den Berg (stim),1636,1174,3217
1580,15,65,1901,ours,1583,1101,2959
1581,15,65,1901,qiskit transpile,671,633,593
1582,15,65,1901,Bravyi et al. (qiskit),1061,1105,2283
1583,15,65,1901,Ewout van den Berg (stim),1629,1152,3132
1584,16,65,1901,ours,1543,1072,2920
1585,16,65,1901,qiskit transpile,629,652,618
1586,16,65,1901,Bravyi et al. (qiskit),1043,1092,2244
1587,16,65,1901,Ewout van den Berg (stim),1642,1148,3192
1588,17,65,1901,ours,1659,1091,2951
1589,17,65,1901,qiskit transpile,588,648,661
1590,17,65,1901,Bravyi et al. (qiskit),1087,1087,2283
1591,17,65,1901,Ewout van den Berg (stim),1676,1252,3181
1592,18,65,1901,ours,1575,1108,3007
1593,18,65,1901,qiskit transpile,597,670,630
1594,18,65,1901,Bravyi et al. (qiskit),1100,1040,2274
1595,18,65,1901,Ewout van den Berg (stim),1695,1253,3205
1596,19,65,1901,ours,1543,1141,2918
1597,19,65,1901,qiskit transpile,641,620,640
1598,19,65,1901,Bravyi et al. (qiskit),1095,1066,2260
1599,19,65,1901,Ewout van den Berg (stim),1669,1224,3185
