,n_rep,num_qubits,n_gadgets,method,h,s,cx
590,7,16,141,Bravyi et al. (qiskit),76,69,106
591,7,16,141,Ewout van den Berg (stim),103,95,157
592,8,16,141,ours,83,95,145
593,8,16,141,qiskit transpile,40,49,52
594,8,16,141,Bravyi et al. (qiskit),88,89,118
595,8,16,141,Ewout van den Berg (stim),86,72,167
596,9,16,141,ours,94,90,134
597,9,16,141,qiskit transpile,49,48,44
598,9,16,141,Bravyi et al. (qiskit),65,64,104
599,9,16,141,Ewout van den Berg (stim),77,83,134
600,10,16,141,ours,84,70,126
601,10,16,141,qiskit transpile,52,36,53
602,10,16,141,Bravyi et al. (qiskit),73,62,98
603,10,16,141,Ewout van den Berg (stim),101,66,132
604,11,16,141,ours,59,58,71
605,11,16,141,qiskit transpile,51,47,43
606,11,16,141,Bravyi et al. (qiskit),42,48,63
607,11,16,141,Ewout van den Berg (stim),41,51,92
608,12,16,141,ours,73,72,134
609,12,16,141,qiskit transpile,43,58,40
610,12,16,141,Bravyi et al. (qiskit),63,68,91
611,12,16,141,Ewout van den Berg (stim),96,60,117
612,13,16,141,ours,73,76,126
613,13,16,141,qiskit transpile,44,49,48
614,13,16,141,Bravyi et al. (qiskit),62,51,87
615,13,16,141,Ewout van den Berg (stim),90,82,130
616,14,16,141,ours,81,70,112
617,14,16,141,qiskit transpile,55,50,36
618,14,16,141,Bravyi et al. (qiskit),59,51,69
619,14,16,141,Ewout van den Berg (stim),69,54,82
620,15,16,141,ours,96,92,134
621,15,16,141,qiskit transpile,56,38,47
622,15,16,141,Bravyi et al. (qiskit),71,78,119
623,15,16,141,Ewout van den Berg (stim),111,70,182
624,16,16,141,ours,83,78,129
625,16,16,141,qiskit transpile,47,54,40
626,16,16,141,Bravyi et al. (qiskit),46,52,75
627,16,16,141,Ewout van den Berg (stim),65,45,110
628,17,16,141,ours,96,79,126
629,17,16,141,qiskit transpile,49,46,46
630,17,16,141,Bravyi et al. (qiskit),73,71,102
631,17,16,141,Ewout van den Berg (stim),104,73,136
632,18,16,141,ours,86,90,128
633,18,16,141,qiskit transpile,50,39,52
634,18,16,141,Bravyi et al. (qiskit),74,70,102
635,18,16,141,Ewout van den Berg (stim),90,71,144
636,19,16,141,ours,77,99,120
637,19,16,141,qiskit transpile,47,44,50
638,19,16,141,Bravyi et al. (qiskit),64,78,112
639,19,16,141,Ewout van den Berg (stim),112,72,149
640,0,16,161,ours,98,84,153
641,0,16,161,qiskit transpile,51,42,68
642,0,16,161,Bravyi et al. (qiskit),81,81,122
643,0,16,161,Ewout van den Berg (stim),102,88,181
644,1,16,161,ours,99,113,134
645,1,16,161,qiskit transpile,59,52,50
646,1,16,161,Bravyi et al. (qiskit),82,87,138
647,1,16,161,Ewout van den Berg (stim),103,78,167
648,2,16,161,ours,97,87,146
649,2,16,161,qiskit transpile,54,44,63
650,2,16,161,Bravyi et al. (qiskit),93,93,126
651,2,16,161,Ewout van den Berg (stim),101,54,163
652,3,16,161,ours,96,88,138
653,3,16,161,qiskit transpile,59,59,43
654,3,16,161,Bravyi et al. (qiskit),73,69,99
655,3,16,161,Ewout van den Berg (stim),91,71,154
656,4,16,161,ours,70,77,109
657,4,16,161,qiskit transpile,49,62,50
658,4,16,161,Bravyi et al. (qiskit),61,57,93
659,4,16,161,Ewout van den Berg (stim),93,64,125
660,5,16,161,ours,85,79,149
661,5,16,161,qiskit transpile,55,55,51
662,5,16,161,Bravyi et al. (qiskit),76,71,110
663,5,16,161,Ewout van den Berg (stim),94,84,144
664,6,16,161,ours,76,75,112
665,6,16,161,qiskit transpile,66,56,39
666,6,16,161,Bravyi et al. (qiskit),70,73,72
667,6,16,161,Ewout van den Berg (stim),78,63,103
668,7,16,161,ours,100,105,157
669,7,16,161,qiskit transpile,48,56,57
670,7,16,161,Bravyi et al. (qiskit),91,85,137
671,7,16,161,Ewout van den Berg (stim),97,78,170
672,8,16,161,ours,96,86,128
673,8,16,161,qiskit transpile,54,60,47
674,8,16,161,Bravyi et al. (qiskit),81,71,89
675,8,16,161,Ewout van den Berg (stim),92,58,133
676,9,16,161,ours,77,77,125
677,9,16,161,qiskit transpile,60,48,53
678,9,16,161,Bravyi et al. (qiskit),78,63,118
679,9,16,161,Ewout van den Berg (stim),92,81,171
680,10,16,161,ours,101,86,135
681,10,16,161,qiskit transpile,39,62,56
682,10,16,161,Bravyi et al. (qiskit),83,96,126
683,10,16,161,Ewout van den Berg (stim),90,69,166
684,11,16,161,ours,85,86,137
685,11,16,161,qiskit transpile,55,56,50
686,11,16,161,Bravyi et al. (qiskit),59,61,101
687,11,16,161,Ewout van den Berg (stim),93,100,147
688,12,16,161,ours,94,71,157
689,12,16,161,qiskit transpile,55,47,57
690,12,16,161,Bravyi et al. (qiskit),77,70,126
691,12,16,161,Ewout van den Berg (stim),111,87,203
692,13,16,161,ours,88,79,122
693,13,16,161,qiskit transpile,53,50,56
694,13,16,161,Bravyi et al. (qiskit),65,68,102
695,13,16,161,Ewout van den Berg (stim),114,80,172
696,14,16,161,ours,87,93,136
697,14,16,161,qiskit transpile,42,67,50
698,14,16,161,Bravyi et al. (qiskit),72,65,108
699,14,16,161,Ewout van den Berg (stim),84,61,141
700,15,16,161,ours,106,102,148
701,15,16,161,qiskit transpile,53,51,57
702,15,16,161,Bravyi et al. (qiskit),70,72,121
703,15,16,161,Ewout van den Berg (stim),101,61,161
704,16,16,161,ours,86,87,132
705,16,16,161,qiskit transpile,65,52,44
706,16,16,161,Bravyi et al. (qiskit),64,67,109
707,16,16,161,Ewout van den Berg (stim),88,78,143
708,17,16,161,ours,93,91,135
709,17,16,161,qiskit transpile,54,51,56
710,17,16,161,Bravyi et al. (qiskit),74,72,126
711,17,16,161,Ewout van den Berg (stim),105,85,181
712,18,16,161,ours,104,107,143
713,18,16,161,qiskit transpile,48,64,49
714,18,16,161,Bravyi et al. (qiskit),62,73,107
715,18,16,161,Ewout van den Berg (stim),66,69,128
716,19,16,161,ours,104,99,155
717,19,16,161,qiskit transpile,55,48,56
718,19,16,161,Bravyi et al. (qiskit),87,80,130
719,19,16,161,Ewout van den Berg (stim),121,103,181
720,0,16,181,ours,88,94,130
721,0,16,181,qiskit transpile,59,70,52
722,0,16,181,Bravyi et al. (qiskit),68,54,98
723,0,16,181,Ewout van den Berg (stim),95,79,137
724,1,16,181,ours,101,87,162
725,1,16,181,qiskit transpile,59,67,55
726,1,16,181,Bravyi et al. (qiskit),74,69,122
727,1,16,181,Ewout van den Berg (stim),91,88,143
728,2,16,181,ours,99,95,170
729,2,16,181,qiskit transpile,55,61,63
730,2,16,181,Bravyi et al. (qiskit),77,84,129
731,2,16,181,Ewout van den Berg (stim),101,98,173
732,3,16,181,ours,95,90,149
733,3,16,181,qiskit transpile,57,67,57
734,3,16,181,Bravyi et al. (qiskit),65,72,125
735,3,16,181,Ewout van den Berg (stim),113,96,182
736,4,16,181,ours,93,95,145
737,4,16,181,qiskit transpile,64,59,56
738,4,16,181,Bravyi et al. (qiskit),68,92,138
739,4,16,181,Ewout van den Berg (stim),109,81,171
740,5,16,181,ours,110,95,147
741,5,16,181,qiskit transpile,52,56,71
742,5,16,181,Bravyi et al. (qiskit),85,93,143
743,5,16,181,Ewout van den Berg (stim),111,81,193
744,6,16,181,ours,112,85,162
745,6,16,181,qiskit transpile,59,50,72
746,6,16,181,Bravyi et al. (qiskit),73,81,148
747,6,16,181,Ewout van den Berg (stim),123,89,195
748,7,16,181,ours,89,88,127
749,7,16,181,qiskit transpile,71,64,46
750,7,16,181,Bravyi et al. (qiskit),78,63,95
751,7,16,181,Ewout van den Berg (stim),120,89,173
752,8,16,181,ours,90,104,138
753,8,16,181,qiskit transpile,64,60,53
754,8,16,181,Bravyi et al. (qiskit),75,73,110
755,8,16,181,Ewout van den Berg (stim),108,73,173
756,9,16,181,ours,92,79,157
757,9,16,181,qiskit transpile,64,61,56
758,9,16,181,Bravyi et al. (qiskit),81,81,136
759,9,16,181,Ewout van den Berg (stim),123,108,198
760,10,16,181,ours,109,100,163
761,10,16,181,qiskit transpile,61,61,57
762,10,16,181,Bravyi et al. (qiskit),77,82,133
763,10,16,181,Ewout van den Berg (stim),109,98,166
764,11,16,181,ours,116,116,166
765,11,16,181,qiskit transpile,51,69,61
766,11,16,181,Bravyi et al. (qiskit),71,98,131
767,11,16,181,Ewout van den Berg (stim),101,85,160
768,12,16,181,ours,101,86,148
769,12,16,181,qiskit transpile,62,61,58
770,12,16,181,Bravyi et al. (qiskit),84,70,125
771,12,16,181,Ewout van den Berg (stim),109,97,176
772,13,16,181,ours,98,88,166
773,13,16,181,qiskit transpile,47,60,70
774,13,16,181,Bravyi et al. (qiskit),86,82,141
775,13,16,181,Ewout van den Berg (stim),103,105,186
776,14,16,181,ours,88,88,135
777,14,16,181,qiskit transpile,64,68,49
778,14,16,181,Bravyi et al. (qiskit),78,64,112
779,14,16,181,Ewout van den Berg (stim),93,69,151
780,15,16,181,ours,95,96,154
781,15,16,181,qiskit transpile,59,62,60
782,15,16,181,Bravyi et al. (qiskit),73,85,130
783,15,16,181,Ewout van den Berg (stim),105,92,206
784,16,16,181,ours,74,80,126
785,16,16,181,qiskit transpile,63,61,57
786,16,16,181,Bravyi et al. (qiskit),69,58,96
787,16,16,181,Ewout van den Berg (stim),108,63,168
788,17,16,181,ours,85,80,123
789,17,16,181,qiskit transpile,54,73,54
790,17,16,181,Bravyi et al. (qiskit),58,66,100
791,17,16,181,Ewout van den Berg (stim),112,81,162
792,18,16,181,ours,85,79,133
793,18,16,181,qiskit transpile,64,65,52
794,18,16,181,Bravyi et al. (qiskit),75,81,123
795,18,16,181,Ewout van den Berg (stim),103,83,148
796,19,16,181,ours,104,93,158
797,19,16,181,qiskit transpile,67,54,60
798,19,16,181,Bravyi et al. (qiskit),81,84,140
799,19,16,181,Ewout van den Berg (stim),95,65,160
800,0,16,201,ours,100,84,150
801,0,16,201,qiskit transpile,79,65,57
802,0,16,201,Bravyi et al. (qiskit),78,81,142
803,0,16,201,Ewout van den Berg (stim),109,81,168
804,1,16,201,ours,101,93,156
805,1,16,201,qiskit transpile,71,64,62
806,1,16,201,Bravyi et al. (qiskit),97,95,150
807,1,16,201,Ewout van den Berg (stim),98,78,181
808,2,16,201,ours,107,102,162
809,2,16,201,qiskit transpile,72,63,66
810,2,16,201,Bravyi et al. (qiskit),71,73,147
811,2,16,201,Ewout van den Berg (stim),87,102,192
812,3,16,201,ours,89,84,142
813,3,16,201,qiskit transpile,72,59,68
814,3,16,201,Bravyi et al. (qiskit),91,82,131
815,3,16,201,Ewout van den Berg (stim),120,104,197
816,4,16,201,ours,100,115,153
817,4,16,201,qiskit transpile,63,74,64
818,4,16,201,Bravyi et al. (qiskit),83,105,140
819,4,16,201,Ewout van den Berg (stim),101,82,185
820,5,16,201,ours,103,97,157
821,5,16,201,qiskit transpile,66,66,65
822,5,16,201,Bravyi et al. (qiskit),90,81,144
823,5,16,201,Ewout van den Berg (stim),115,78,174
824,6,16,201,ours,92,88,147
825,6,16,201,qiskit transpile,71,58,70
826,6,16,201,Bravyi et al. (qiskit),76,72,120
827,6,16,201,Ewout van den Berg (stim),116,83,177
828,7,16,201,ours,110,95,156
829,7,16,201,qiskit transpile,67,67,67
830,7,16,201,Bravyi et al. (qiskit),83,87,138
831,7,16,201,Ewout van den Berg (stim),123,101,198
832,8,16,201,ours,103,90,175
833,8,16,201,qiskit transpile,68,64,69
834,8,16,201,Bravyi et al. (qiskit),80,82,140
835,8,16,201,Ewout van den Berg (stim),133,105,205
836,9,16,201,ours,97,94,144
837,9,16,201,qiskit transpile,82,58,61
838,9,16,201,Bravyi et al. (qiskit),76,77,131
839,9,16,201,Ewout van den Berg (stim),94,83,157
840,10,16,201,ours,102,93,147
841,10,16,201,qiskit transpile,67,65,67
842,10,16,201,Bravyi et al. (qiskit),87,80,139
843,10,16,201,Ewout van den Berg (stim),117,83,191
844,11,16,201,ours,100,91,172
845,11,16,201,qiskit transpile,53,67,81
846,11,16,201,Bravyi et al. (qiskit),85,106,144
847,11,16,201,Ewout van den Berg (stim),120,91,182
848,12,16,201,ours,106,105,152
849,12,16,201,qiskit transpile,55,76,68
850,12,16,201,Bravyi et al. (qiskit),77,93,135
851,12,16,201,Ewout van den Berg (stim),126,99,199
852,13,16,201,ours,95,92,137
853,13,16,201,qiskit transpile,75,64,62
854,13,16,201,Bravyi et al. (qiskit),79,75,117
855,13,16,201,Ewout van den Berg (stim),109,89,206
856,14,16,201,ours,96,69,140
857,14,16,201,qiskit transpile,80,71,50
858,14,16,201,Bravyi et al. (qiskit),77,72,126
859,14,16,201,Ewout van den Berg (stim),108,83,159
860,15,16,201,ours,104,102,158
861,15,16,201,qiskit transpile,73,57,69
862,15,16,201,Bravyi et al. (qiskit),85,89,149
863,15,16,201,Ewout van den Berg (stim),118,84,202
864,16,16,201,ours,83,79,146
865,16,16,201,qiskit transpile,72,64,63
866,16,16,201,Bravyi et al. (qiskit),76,70,128
867,16,16,201,Ewout van den Berg (stim),92,85,180
868,17,16,201,ours,102,85,146
869,17,16,201,qiskit transpile,62,71,64
870,17,16,201,Bravyi et al. (qiskit),71,83,126
871,17,16,201,Ewout van den Berg (stim),90,74,158
872,18,16,201,ours,93,105,156
873,18,16,201,qiskit transpile,54,77,70
874,18,16,201,Bravyi et al. (qiskit),72,101,134
875,18,16,201,Ewout van den Berg (stim),98,80,154
876,19,16,201,ours,90,71,158
877,19,16,201,qiskit transpile,59,66,74
878,19,16,201,Bravyi et al. (qiskit),87,85,151
879,19,16,201,Ewout van den Berg (stim),117,104,197
880,0,16,221,ours,90,96,155
881,0,16,221,qiskit transpile,57,83,81
882,0,16,221,Bravyi et al. (qiskit),94,90,151
883,0,16,221,Ewout van den Berg (stim),121,89,188
884,1,16,221,ours,104,88,172
885,1,16,221,qiskit transpile,72,75,74
886,1,16,221,Bravyi et al. (qiskit),83,82,147
887,1,16,221,Ewout van den Berg (stim),118,77,205
888,2,16,221,ours,96,96,143
889,2,16,221,qiskit transpile,92,68,59
890,2,16,221,Bravyi et al. (qiskit),82,79,125
891,2,16,221,Ewout van den Berg (stim),97,80,156
892,3,16,221,ours,97,100,142
893,3,16,221,qiskit transpile,66,81,72
894,3,16,221,Bravyi et al. (qiskit),83,63,135
895,3,16,221,Ewout van den Berg (stim),93,76,168
896,4,16,221,ours,96,94,167
897,4,16,221,qiskit transpile,65,78,78
898,4,16,221,Bravyi et al. (qiskit),88,97,155
899,4,16,221,Ewout van den Berg (stim),116,91,194
900,5,16,221,ours,114,96,155
901,5,16,221,qiskit transpile,81,66,74
902,5,16,221,Bravyi et al. (qiskit),90,92,140
903,5,16,221,Ewout van den Berg (stim),104,98,184
904,6,16,221,ours,103,102,170
905,6,16,221,qiskit transpile,65,70,86
906,6,16,221,Bravyi et al. (qiskit),82,90,145
907,6,16,221,Ewout van den Berg (stim),112,104,210
908,7,16,221,ours,105,90,161
909,7,16,221,qiskit transpile,80,73,68
910,7,16,221,Bravyi et al. (qiskit),75,82,145
911,7,16,221,Ewout van den Berg (stim),119,105,193
912,8,16,221,ours,94,97,156
913,8,16,221,qiskit transpile,72,73,74
914,8,16,221,Bravyi et al. (qiskit),86,79,136
915,8,16,221,Ewout van den Berg (stim),91,82,165
916,9,16,221,ours,98,102,176
917,9,16,221,qiskit transpile,68,70,83
918,9,16,221,Bravyi et al. (qiskit),80,88,139
919,9,16,221,Ewout van den Berg (stim),118,106,194
920,10,16,221,ours,87,81,153
921,10,16,221,qiskit transpile,73,70,78
922,10,16,221,Bravyi et al. (qiskit),88,88,141
923,10,16,221,Ewout van den Berg (stim),95,78,196
924,11,16,221,ours,92,94,157
925,11,16,221,qiskit transpile,79,68,74
926,11,16,221,Bravyi et al. (qiskit),77,91,134
927,11,16,221,Ewout van den Berg (stim),112,93,192
928,12,16,221,ours,89,92,148
929,12,16,221,qiskit transpile,64,85,72
930,12,16,221,Bravyi et al. (qiskit),85,86,142
931,12,16,221,Ewout van den Berg (stim),121,108,205
932,13,16,221,ours,100,98,156
933,13,16,221,qiskit transpile,81,68,68
934,13,16,221,Bravyi et al. (qiskit),79,85,126
935,13,16,221,Ewout van den Berg (stim),117,97,206
936,14,16,221,ours,91,109,152
937,14,16,221,qiskit transpile,72,66,81
938,14,16,221,Bravyi et al. (qiskit),91,81,153
939,14,16,221,Ewout van den Berg (stim),117,93,209
940,15,16,221,ours,102,105,165
941,15,16,221,qiskit transpile,84,59,78
942,15,16,221,Bravyi et al. (qiskit),85,74,143
943,15,16,221,Ewout van den Berg (stim),98,100,176
944,16,16,221,ours,86,80,133
945,16,16,221,qiskit transpile,70,85,66
946,16,16,221,Bravyi et al. (qiskit),76,76,129
947,16,16,221,Ewout van den Berg (stim),107,87,170
948,17,16,221,ours,96,91,151
949,17,16,221,qiskit transpile,73,80,66
950,17,16,221,Bravyi et al. (qiskit),83,92,136
951,17,16,221,Ewout van den Berg (stim),120,96,201
952,18,16,221,ours,95,105,167
953,18,16,221,qiskit transpile,82,81,56
954,18,16,221,Bravyi et al. (qiskit),73,69,133
955,18,16,221,Ewout van den Berg (stim),105,78,174
956,19,16,221,ours,118,97,161
957,19,16,221,qiskit transpile,76,67,76
958,19,16,221,Bravyi et al. (qiskit),98,102,140
959,19,16,221,Ewout van den Berg (stim),111,99,180
960,0,16,241,ours,113,110,171
961,0,16,241,qiskit transpile,94,73,72
962,0,16,241,Bravyi et al. (qiskit),82,85,134
963,0,16,241,Ewout van den Berg (stim),133,82,211
964,1,16,241,ours,107,115,148
965,1,16,241,qiskit transpile,70,94,73
966,1,16,241,Bravyi et al. (qiskit),97,109,146
967,1,16,241,Ewout van den Berg (stim),115,75,201
968,2,16,241,ours,109,101,166
969,2,16,241,qiskit transpile,83,83,75
970,2,16,241,Bravyi et al. (qiskit),91,92,150
971,2,16,241,Ewout van den Berg (stim),120,99,201
972,3,16,241,ours,99,107,162
973,3,16,241,qiskit transpile,81,89,71
974,3,16,241,Bravyi et al. (qiskit),84,91,140
975,3,16,241,Ewout van den Berg (stim),104,85,176
976,4,16,241,ours,99,86,158
977,4,16,241,qiskit transpile,86,68,85
978,4,16,241,Bravyi et al. (qiskit),90,97,142
979,4,16,241,Ewout van den Berg (stim),99,98,188
980,5,16,241,ours,118,104,166
981,5,16,241,qiskit transpile,78,76,85
982,5,16,241,Bravyi et al. (qiskit),87,97,156
983,5,16,241,Ewout van den Berg (stim),112,96,197
984,6,16,241,ours,104,116,162
985,6,16,241,qiskit transpile,96,78,67
986,6,16,241,Bravyi et al. (qiskit),89,106,153
987,6,16,241,Ewout van den Berg (stim),104,90,193
988,7,16,241,ours,110,99,168
989,7,16,241,qiskit transpile,78,81,80
990,7,16,241,Bravyi et al. (qiskit),89,88,151
991,7,16,241,Ewout van den Berg (stim),105,88,203
992,8,16,241,ours,92,96,136
993,8,16,241,qiskit transpile,87,81,71
994,8,16,241,Bravyi et al. (qiskit),77,83,121
995,8,16,241,Ewout van den Berg (stim),103,88,176
996,9,16,241,ours,108,106,152
997,9,16,241,qiskit transpile,86,74,81
998,9,16,241,Bravyi et al. (qiskit),82,90,148
999,9,16,241,Ewout van den Berg (stim),113,103,192
1000,10,16,241,ours,97,102,169
1001,10,16,241,qiskit transpile,82,73,86
1002,10,16,241,Bravyi et al. (qiskit),89,99,151
1003,10,16,241,Ewout van den Berg (stim),109,115,192
1004,11,16,241,ours,96,105,148
1005,11,16,241,qiskit transpile,76,85,80
1006,11,16,241,Bravyi et al. (qiskit),82,73,136
1007,11,16,241,Ewout van den Berg (stim),104,99,195
1008,12,16,241,ours,100,82,163
1009,12,16,241,qiskit transpile,73,84,84
1010,12,16,241,Bravyi et al. (qiskit),73,77,128
1011,12,16,241,Ewout van den Berg (stim),106,93,196
1012,13,16,241,ours,95,89,156
1013,13,16,241,qiskit transpile,82,76,83
1014,13,16,241,Bravyi et al. (qiskit),89,93,148
1015,13,16,241,Ewout van den Berg (stim),120,86,180
1016,14,16,241,ours,98,101,160
1017,14,16,241,qiskit transpile,76,73,92
1018,14,16,241,Bravyi et al. (qiskit),93,91,156
1019,14,16,241,Ewout van den Berg (stim),114,85,197
1020,15,16,241,ours,103,94,159
1021,15,16,241,qiskit transpile,78,94,69
1022,15,16,241,Bravyi et al. (qiskit),70,80,124
1023,15,16,241,Ewout van den Berg (stim),111,82,178
1024,16,16,241,ours,114,113,147
1025,16,16,241,qiskit transpile,79,88,74
1026,16,16,241,Bravyi et al. (qiskit),81,77,144
1027,16,16,241,Ewout van den Berg (stim),110,93,194
1028,17,16,241,ours,104,98,165
1029,17,16,241,qiskit transpile,97,62,80
1030,17,16,241,Bravyi et al. (qiskit),96,89,152
1031,17,16,241,Ewout van den Berg (stim),115,81,215
1032,18,16,241,ours,114,102,173
1033,18,16,241,qiskit transpile,92,65,82
1034,18,16,241,Bravyi et al. (qiskit),93,87,150
1035,18,16,241,Ewout van den Berg (stim),96,86,184
1036,19,16,241,ours,105,91,168
1037,19,16,241,qiskit transpile,84,81,74
1038,19,16,241,Bravyi et al. (qiskit),79,95,154
1039,19,16,241,Ewout van den Berg (stim),116,96,197
1040,0,16,261,ours,109,94,165
1041,0,16,261,qiskit transpile,104,79,78
1042,0,16,261,Bravyi et al. (qiskit),95,89,135
1043,0,16,261,Ewout van den Berg (stim),102,85,175
1044,1,16,261,ours,119,110,177
1045,1,16,261,qiskit transpile,90,72,99
1046,1,16,261,Bravyi et al. (qiskit),93,106,151
1047,1,16,261,Ewout van den Berg (stim),125,103,206
1048,2,16,261,ours,107,99,170
1049,2,16,261,qiskit transpile,97,80,84
1050,2,16,261,Bravyi et al. (qiskit),81,79,143
1051,2,16,261,Ewout van den Berg (stim),114,111,170
1052,3,16,261,ours,94,87,166
1053,3,16,261,qiskit transpile,84,76,99
1054,3,16,261,Bravyi et al. (qiskit),82,101,148
1055,3,16,261,Ewout van den Berg (stim),118,98,195
1056,4,16,261,ours,93,100,169
1057,4,16,261,qiskit transpile,78,92,91
1058,4,16,261,Bravyi et al. (qiskit),83,79,152
1059,4,16,261,Ewout van den Berg (stim),125,101,209
1060,5,16,261,ours,107,91,175
1061,5,16,261,qiskit transpile,91,90,80
1062,5,16,261,Bravyi et al. (qiskit),82,88,155
1063,5,16,261,Ewout van den Berg (stim),118,103,187
1064,6,16,261,ours,98,91,160
1065,6,16,261,qiskit transpile,93,87,81
1066,6,16,261,Bravyi et al. (qiskit),101,94,159
1067,6,16,261,Ewout van den Berg (stim),110,96,194
1068,7,16,261,ours,106,107,169
1069,7,16,261,qiskit transpile,82,93,86
1070,7,16,261,Bravyi et al. (qiskit),83,90,148
1071,7,16,261,Ewout van den Berg (stim),98,103,186
1072,8,16,261,ours,111,106,165
1073,8,16,261,qiskit transpile,97,86,76
1074,8,16,261,Bravyi et al. (qiskit),95,91,153
1075,8,16,261,Ewout van den Berg (stim),109,88,200
1076,9,16,261,ours,102,102,163
1077,9,16,261,qiskit transpile,91,87,81
1078,9,16,261,Bravyi et al. (qiskit),90,89,154
1079,9,16,261,Ewout van den Berg (stim),118,98,213
1080,10,16,261,ours,87,95,152
1081,10,16,261,qiskit transpile,89,93,75
1082,10,16,261,Bravyi et al. (qiskit),75,79,126
1083,10,16,261,Ewout van den Berg (stim),112,78,170
1084,11,16,261,ours,115,97,169
1085,11,16,261,qiskit transpile,89,79,91
1086,11,16,261,Bravyi et al. (qiskit),87,100,151
1087,11,16,261,Ewout van den Berg (stim),110,94,174
1088,12,16,261,ours,122,108,167
1089,12,16,261,qiskit transpile,77,98,84
1090,12,16,261,Bravyi et al. (qiskit),86,103,157
1091,12,16,261,Ewout van den Berg (stim),118,95,191
1092,13,16,261,ours,119,109,174
1093,13,16,261,qiskit transpile,77,85,97
1094,13,16,261,Bravyi et al. (qiskit),89,85,152
1095,13,16,261,Ewout van den Berg (stim),106,102,203
1096,14,16,261,ours,109,77,169
1097,14,16,261,qiskit transpile,81,87,87
1098,14,16,261,Bravyi et al. (qiskit),97,100,158
1099,14,16,261,Ewout van den Berg (stim),111,93,181
1100,15,16,261,ours,108,108,167
1101,15,16,261,qiskit transpile,88,84,89
1102,15,16,261,Bravyi et al. (qiskit),90,89,156
1103,15,16,261,Ewout van den Berg (stim),139,116,197
1104,16,16,261,ours,98,95,150
1105,16,16,261,qiskit transpile,97,89,75
1106,16,16,261,Bravyi et al. (qiskit),83,74,137
1107,16,16,261,Ewout van den Berg (stim),119,90,180
1108,17,16,261,ours,121,114,176
1109,17,16,261,qiskit transpile,89,86,84
1110,17,16,261,Bravyi et al. (qiskit),94,101,156
1111,17,16,261,Ewout van den Berg (stim),104,96,195
1112,18,16,261,ours,102,102,170
1113,18,16,261,qiskit transpile,80,82,97
1114,18,16,261,Bravyi et al. (qiskit),88,92,158
1115,18,16,261,Ewout van den Berg (stim),108,103,206
1116,19,16,261,ours,93,103,150
1117,19,16,261,qiskit transpile,91,83,85
1118,19,16,261,Bravyi et al. (qiskit),85,94,137
1119,19,16,261,Ewout van den Berg (stim),113,103,199
1120,0,16,281,ours,94,104,164
1121,0,16,281,qiskit transpile,106,93,82
1122,0,16,281,Bravyi et al. (qiskit),87,100,148
1123,0,16,281,Ewout van den Berg (stim),109,88,207
1124,1,16,281,ours,90,86,165
1125,1,16,281,qiskit transpile,82,100,99
1126,1,16,281,Bravyi et al. (qiskit),104,102,156
1127,1,16,281,Ewout van den Berg (stim),108,100,197
1128,2,16,281,ours,132,101,172
1129,2,16,281,qiskit transpile,84,105,92
1130,2,16,281,Bravyi et al. (qiskit),78,94,161
1131,2,16,281,Ewout van den Berg (stim),104,98,195
1132,3,16,281,ours,115,106,162
1133,3,16,281,qiskit transpile,98,94,83
1134,3,16,281,Bravyi et al. (qiskit),88,98,160
1135,3,16,281,Ewout van den Berg (stim),115,106,191
1136,4,16,281,ours,113,108,169
1137,4,16,281,qiskit transpile,100,97,82
1138,4,16,281,Bravyi et al. (qiskit),98,84,151
1139,4,16,281,Ewout van den Berg (stim),128,96,204
1140,5,16,281,ours,93,96,167
1141,5,16,281,qiskit transpile,100,87,92
1142,5,16,281,Bravyi et al. (qiskit),85,87,156
1143,5,16,281,Ewout van den Berg (stim),97,87,191
1144,6,16,281,ours,105,101,169
1145,6,16,281,qiskit transpile,92,93,94
1146,6,16,281,Bravyi et al. (qiskit),82,85,147
1147,6,16,281,Ewout van den Berg (stim),110,93,200
1148,7,16,281,ours,110,105,168
1149,7,16,281,qiskit transpile,75,102,104
1150,7,16,281,Bravyi et al. (qiskit),91,82,152
1151,7,16,281,Ewout van den Berg (stim),108,103,192
1152,8,16,281,ours,101,95,170
1153,8,16,281,qiskit transpile,103,90,88
1154,8,16,281,Bravyi et al. (qiskit),88,91,147
1155,8,16,281,Ewout van den Berg (stim),109,94,196
1156,9,16,281,ours,107,100,163
1157,9,16,281,qiskit transpile,98,92,87
1158,9,16,281,Bravyi et al. (qiskit),89,84,159
1159,9,16,281,Ewout van den Berg (stim),121,97,203
1160,10,16,281,ours,92,109,173
1161,10,16,281,qiskit transpile,98,93,90
1162,10,16,281,Bravyi et al. (qiskit),100,108,146
1163,10,16,281,Ewout van den Berg (stim),116,90,193
1164,11,16,281,ours,115,95,169
1165,11,16,281,qiskit transpile,94,88,99
1166,11,16,281,Bravyi et al. (qiskit),87,84,157
1167,11,16,281,Ewout van den Berg (stim),131,99,213
1168,12,16,281,ours,98,96,157
1169,12,16,281,qiskit transpile,97,91,93
1170,12,16,281,Bravyi et al. (qiskit),93,87,142
1171,12,16,281,Ewout van den Berg (stim),123,94,196
1172,13,16,281,ours,110,110,170
1173,13,16,281,qiskit transpile,86,92,103
1174,13,16,281,Bravyi et al. (qiskit),85,88,146
1175,13,16,281,Ewout van den Berg (stim),110,95,202
